,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|P81122|IRS2_MOUSE,Irs2,Insulin receptor substrate 2 OS=Mus musculus OX=10090 GN=Irs2 PE=1 SV=2,1,9.1,12.5,7.7,10.7,7.3,10.9,10.8,8.4,10.8,11.9,0.35617,0.77504
tr|A0A087WR24|A0A087WR24_MOUSE,Edem3,"alpha-1,2-Mannosidase OS=Mus musculus OX=10090 GN=Edem3 PE=1 SV=1",1,11.3,11.5,8.7,8.0,9.8,14.3,8.9,7.8,9.0,10.7,0.83620,0.88911
sp|Q8R4X3|RBM12_MOUSE,Rbm12,RNA-binding protein 12 OS=Mus musculus OX=10090 GN=Rbm12 PE=1 SV=3,5,10.5,11.4,10.4,10.1,9.6,8.4,10.4,9.0,11.0,9.2,0.19306,0.68855
sp|Q9D820|PRXD1_MOUSE,Prorsd1,Prolyl-tRNA synthetase associated domain-containing protein 1 OS=Mus musculus OX=10090 GN=Prorsd1 PE=1 SV=1,6,9.4,9.6,10.1,9.8,9.7,10.4,10.8,10.3,9.5,10.4,0.08756,0.63597
sp|Q8K274|KT3K_MOUSE,Fn3krp,Ketosamine-3-kinase OS=Mus musculus OX=10090 GN=Fn3krp PE=1 SV=2,7,11.2,8.3,10.4,9.9,11.3,11.2,9.8,10.2,9.0,8.7,0.55010,0.84063
sp|D3Z7P3|GLSK_MOUSE,Gls,"Glutaminase kidney isoform, mitochondrial OS=Mus musculus OX=10090 GN=Gls PE=1 SV=1",7,10.0,11.5,10.0,10.5,9.7,9.2,8.7,9.5,10.8,10.0,0.16678,0.67761
tr|F6RDM4|F6RDM4_MOUSE,Gls,"Glutaminase kidney isoform, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Gls PE=1 SV=1",1,9.9,11.8,10.8,10.0,8.0,9.9,10.8,8.6,11.3,9.0,0.82188,0.88740
sp|Q9WTX8|MD1L1_MOUSE,Mad1l1,Mitotic spindle assembly checkpoint protein MAD1 OS=Mus musculus OX=10090 GN=Mad1l1 PE=1 SV=1,3,9.0,11.0,9.5,11.1,9.3,9.2,11.7,10.0,9.6,9.7,0.90975,0.89716
sp|Q3UIR3|DTX3L_MOUSE,Dtx3l,E3 ubiquitin-protein ligase DTX3L OS=Mus musculus OX=10090 GN=Dtx3l PE=1 SV=1,9,9.6,10.7,9.4,9.5,9.2,9.2,10.9,9.6,11.8,10.1,0.26514,0.73265
tr|E9Q5D6|E9Q5D6_MOUSE,Ranbp9,Ran-binding protein 9 OS=Mus musculus OX=10090 GN=Ranbp9 PE=1 SV=1,1,9.7,10.4,8.8,11.5,10.7,9.8,10.4,9.6,9.3,9.6,0.36525,0.77903
tr|A0A0R4J0G4|A0A0R4J0G4_MOUSE,Ranbp10,Ran-binding protein 10 OS=Mus musculus OX=10090 GN=Ranbp10 PE=1 SV=1,1,10.3,10.2,9.8,9.8,10.6,8.8,13.4,9.2,9.8,8.1,0.76887,0.88056
sp|Q91YU8|SSF1_MOUSE,Ppan,Suppressor of SWI4 1 homolog OS=Mus musculus OX=10090 GN=Ppan PE=1 SV=2,3,9.9,10.6,11.2,10.6,10.4,9.2,10.1,8.2,10.6,9.3,0.06567,0.61294
sp|Q9D1E8|PLCE_MOUSE,Agpat5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Mus musculus OX=10090 GN=Agpat5 PE=2 SV=2,1,9.2,10.4,9.6,9.9,10.4,9.3,10.0,10.3,9.1,11.8,0.72337,0.87400
tr|A2AG68|A2AG68_MOUSE,Atp7a,Copper-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp7a PE=1 SV=1,3,10.0,12.4,10.7,9.7,10.2,7.4,11.4,8.9,9.4,9.9,0.17768,0.68145
sp|Q64446|ATP7B_MOUSE,Atp7b,Copper-transporting ATPase 2 OS=Mus musculus OX=10090 GN=Atp7b PE=1 SV=2,2,9.5,8.8,7.8,10.6,9.6,10.9,10.7,10.3,11.1,10.8,0.02930,0.56871
sp|Q3UQN2|FCHO2_MOUSE,Fcho2,F-BAR domain only protein 2 OS=Mus musculus OX=10090 GN=Fcho2 PE=1 SV=1,19,9.0,11.6,9.6,10.7,9.9,9.2,10.0,9.5,10.3,10.1,0.51374,0.83126
tr|A0A1L1SRT0|A0A1L1SRT0_MOUSE,Bag1,BAG family molecular chaperone regulator 1 OS=Mus musculus OX=10090 GN=Bag1 PE=1 SV=1,7,8.9,9.8,10.4,9.9,10.1,10.2,10.2,9.5,11.1,10.0,0.32733,0.76155
sp|Q9CZE3|RAB32_MOUSE,Rab32,Ras-related protein Rab-32 OS=Mus musculus OX=10090 GN=Rab32 PE=1 SV=3,6,7.1,10.3,9.5,9.7,9.6,9.1,11.4,8.8,12.4,12.0,0.14645,0.66908
tr|E9QLQ7|E9QLQ7_MOUSE,Rab29,Ras-related protein Rab-7L1 OS=Mus musculus OX=10090 GN=Rab29 PE=1 SV=1,3,9.0,10.4,9.1,9.7,10.2,9.4,11.3,10.0,11.0,10.0,0.17638,0.68101
sp|P70313|NOS3_MOUSE,Nos3,"Nitric oxide synthase, endothelial OS=Mus musculus OX=10090 GN=Nos3 PE=1 SV=4",3,10.5,8.7,9.5,10.4,9.2,8.1,11.9,9.5,11.2,11.0,0.39536,0.79128
sp|Q8CD15|RIOX2_MOUSE,Riox2,Ribosomal oxygenase 2 OS=Mus musculus OX=10090 GN=Riox2 PE=1 SV=2,1,12.5,8.8,10.8,9.2,9.5,8.8,12.9,8.4,11.1,7.9,0.76399,0.87989
sp|Q9Z0S9|PRAF1_MOUSE,Rabac1,Prenylated Rab acceptor protein 1 OS=Mus musculus OX=10090 GN=Rabac1 PE=1 SV=1,2,11.6,11.0,8.7,10.8,10.1,9.2,8.8,10.6,9.3,10.0,0.20619,0.69645
sp|Q60715|P4HA1_MOUSE,P4ha1,Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2,15,11.4,12.3,10.7,10.2,9.6,8.4,8.6,8.2,11.1,9.6,0.04667,0.59723
sp|Q8BI22|CE128_MOUSE,Cep128,Centrosomal protein of 128 kDa OS=Mus musculus OX=10090 GN=Cep128 PE=1 SV=2,2,10.8,6.5,9.1,10.3,9.8,9.5,11.5,13.2,7.2,12.2,0.31756,0.75692
sp|Q9DBP0|NPT2B_MOUSE,Slc34a2,Sodium-dependent phosphate transport protein 2B OS=Mus musculus OX=10090 GN=Slc34a2 PE=1 SV=1,5,10.8,12.5,8.5,12.4,9.1,9.1,9.2,10.3,8.0,10.2,0.20468,0.69559
sp|Q9CPU0|LGUL_MOUSE,Glo1,Lactoylglutathione lyase OS=Mus musculus OX=10090 GN=Glo1 PE=1 SV=3,10,11.1,9.5,10.9,9.7,11.4,9.5,9.0,10.3,9.1,9.5,0.04867,0.59931
sp|Q8CCP0|NEMF_MOUSE,Nemf,Nuclear export mediator factor Nemf OS=Mus musculus OX=10090 GN=Nemf PE=1 SV=2,6,8.5,10.3,8.4,11.2,12.3,10.0,11.1,8.3,10.4,9.5,0.73981,0.87645
sp|Q8K4R4|PITC1_MOUSE,Pitpnc1,Cytoplasmic phosphatidylinositol transfer protein 1 OS=Mus musculus OX=10090 GN=Pitpnc1 PE=1 SV=1,4,8.9,11.3,10.1,10.2,10.8,9.0,11.0,8.6,9.2,10.9,0.44583,0.81043
sp|Q8R570|SNP47_MOUSE,Snap47,Synaptosomal-associated protein 47 OS=Mus musculus OX=10090 GN=Snap47 PE=1 SV=1,4,10.6,10.8,8.9,9.3,10.3,9.8,8.4,10.9,11.1,9.8,0.97537,0.90341
sp|Q8JZN5|ACAD9_MOUSE,Acad9,"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2",11,10.7,9.3,9.7,9.8,9.3,10.1,10.5,11.6,9.0,10.0,0.34905,0.77181
sp|P41105|RL28_MOUSE,Rpl28,60S ribosomal protein L28 OS=Mus musculus OX=10090 GN=Rpl28 PE=1 SV=2,8,10.7,10.8,10.5,10.4,8.2,9.7,9.4,9.5,10.7,10.2,0.70212,0.87068
tr|A0A0A6YY41|A0A0A6YY41_MOUSE,Ighv1-47,Immunoglobulin heavy variable 1-47 (Fragment) OS=Mus musculus OX=10090 GN=Ighv1-47 PE=4 SV=1,3,21.9,1.5,6.8,28.8,19.3,4.1,2.7,7.5,4.2,3.2,0.08616,0.63479
tr|A0A0G2JE99|A0A0G2JE99_MOUSE,Iglc1,Immunoglobulin lambda constant 1 (Fragment) OS=Mus musculus OX=10090 GN=Iglc1 PE=4 SV=1,5,7.4,6.5,15.3,7.3,6.3,15.2,10.6,9.9,16.1,5.5,0.29346,0.74658
sp|Q9DBE8|ALG2_MOUSE,Alg2,"Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus OX=10090 GN=Alg2 PE=1 SV=2",7,10.0,9.9,8.5,9.9,10.5,9.8,10.0,10.6,10.9,10.0,0.24608,0.72184
tr|G3X9N1|G3X9N1_MOUSE,Arhgap24,"Rho GTPase activating protein 24, isoform CRA_b OS=Mus musculus OX=10090 GN=Arhgap24 PE=1 SV=1",2,9.1,11.8,8.7,10.0,10.4,9.8,11.6,10.3,9.5,8.9,0.99265,0.90493
sp|Q8K1N2|PHLB2_MOUSE,Phldb2,Pleckstrin homology-like domain family B member 2 OS=Mus musculus OX=10090 GN=Phldb2 PE=1 SV=2,11,8.9,11.9,10.5,9.7,9.8,9.1,10.0,7.7,12.4,10.0,0.71914,0.87335
sp|Q9D1H8|RM53_MOUSE,Mrpl53,"39S ribosomal protein L53, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl53 PE=1 SV=1",1,11.9,10.9,10.8,9.4,6.8,8.3,11.3,8.9,11.5,10.1,0.98812,0.90453
sp|P56399|UBP5_MOUSE,Usp5,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1,22,9.6,9.2,9.9,9.1,10.5,9.9,12.1,10.5,9.7,9.4,0.26576,0.73298
sp|Q8R0H9|GGA1_MOUSE,Gga1,ADP-ribosylation factor-binding protein GGA1 OS=Mus musculus OX=10090 GN=Gga1 PE=1 SV=1,10,9.8,10.6,9.8,9.8,9.5,9.4,11.1,9.5,10.4,10.1,0.62317,0.85664
sp|Q8BMI3|GGA3_MOUSE,Gga3,ADP-ribosylation factor-binding protein GGA3 OS=Mus musculus OX=10090 GN=Gga3 PE=1 SV=2,4,10.3,9.9,10.4,9.9,9.6,8.7,10.8,9.0,10.9,10.4,0.88216,0.89428
sp|Q00612|G6PD1_MOUSE,G6pdx,Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3,19,10.1,10.5,9.5,9.5,10.0,10.5,9.1,10.3,10.4,10.1,0.67675,0.86648
sp|Q9JL16|ISG20_MOUSE,Isg20,Interferon-stimulated gene 20 kDa protein OS=Mus musculus OX=10090 GN=Isg20 PE=1 SV=1,3,9.9,10.1,10.1,10.0,9.9,8.3,11.5,9.1,11.2,9.9,0.95677,0.90171
sp|Q6NWV3|IF122_MOUSE,Ift122,Intraflagellar transport protein 122 homolog OS=Mus musculus OX=10090 GN=Ift122 PE=1 SV=1,3,11.9,8.1,8.6,9.9,9.2,11.2,10.7,12.7,8.0,9.7,0.39664,0.79181
sp|E9Q3C1|C2CD2_MOUSE,C2cd2,C2 domain-containing protein 2 OS=Mus musculus OX=10090 GN=C2cd2 PE=1 SV=1,1,10.8,8.1,10.3,9.4,8.1,13.8,10.0,11.4,9.3,8.8,0.24989,0.72411
sp|Q8CHQ0|FBX4_MOUSE,Fbxo4,F-box only protein 4 OS=Mus musculus OX=10090 GN=Fbxo4 PE=1 SV=2,1,9.3,9.9,8.8,9.9,10.0,10.3,11.3,11.2,10.0,9.2,0.12451,0.65824
tr|F8VQE9|F8VQE9_MOUSE,Agap3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Mus musculus OX=10090 GN=Agap3 PE=1 SV=1",3,11.5,10.3,10.1,11.0,9.6,9.2,10.3,9.5,9.8,8.8,0.05852,0.60763
sp|Q9CQ91|NDUA3_MOUSE,Ndufa3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Mus musculus OX=10090 GN=Ndufa3 PE=1 SV=1,1,12.9,5.3,12.7,10.7,9.5,12.2,6.3,16.2,8.4,5.9,0.87582,0.89360
sp|O08912|GALT1_MOUSE,Galnt1,Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1,3,10.1,10.2,9.9,9.1,9.9,9.6,12.1,8.4,11.0,9.7,0.64434,0.86069
sp|P60843|IF4A1_MOUSE,Eif4a1,Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1,12,9.5,11.3,8.6,10.3,9.5,12.1,8.0,9.7,10.0,11.1,0.67317,0.86586
sp|P10630|IF4A2_MOUSE,Eif4a2,Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=2,19,11.3,10.7,9.1,10.1,10.8,9.0,9.1,9.5,10.2,10.2,0.12632,0.65903
sp|Q91VC3|IF4A3_MOUSE,Eif4a3,Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3 PE=1 SV=3,11,11.6,11.8,8.8,10.5,10.2,9.2,8.3,10.0,10.4,9.1,0.10969,0.65094
sp|Q62276|MED22_MOUSE,Med22,Mediator of RNA polymerase II transcription subunit 22 OS=Mus musculus OX=10090 GN=Med22 PE=1 SV=2,3,12.1,9.8,10.6,10.4,8.9,8.4,10.3,9.3,10.0,10.1,0.30349,0.75100
sp|P97313|PRKDC_MOUSE,Prkdc,DNA-dependent protein kinase catalytic subunit OS=Mus musculus OX=10090 GN=Prkdc PE=1 SV=3,1,9.3,10.1,9.5,11.3,8.2,9.6,9.8,12.5,8.8,10.7,0.49765,0.82675
sp|P70460|VASP_MOUSE,Vasp,Vasodilator-stimulated phosphoprotein OS=Mus musculus OX=10090 GN=Vasp PE=1 SV=4,11,8.3,11.1,9.5,10.1,9.4,9.6,11.7,8.6,10.9,10.7,0.40433,0.79496
sp|Q9D7N3|RT09_MOUSE,Mrps9,"28S ribosomal protein S9, mitochondrial OS=Mus musculus OX=10090 GN=Mrps9 PE=1 SV=3",5,10.8,9.6,9.0,9.4,8.6,10.3,11.5,12.8,7.9,10.3,0.26488,0.73251
sp|S4R1M9|OSB10_MOUSE,Osbpl10,Oxysterol-binding protein-related protein 10 OS=Mus musculus OX=10090 GN=Osbpl10 PE=1 SV=1,2,9.9,11.1,8.5,8.0,10.7,7.9,12.4,10.5,10.4,10.6,0.45383,0.81314
tr|A0A0A6YXH3|A0A0A6YXH3_MOUSE,Osbpl9,Oxysterol-binding protein OS=Mus musculus OX=10090 GN=Osbpl9 PE=1 SV=1,7,10.4,10.9,9.0,9.8,9.9,8.7,10.2,9.3,11.4,10.3,0.99408,0.90505
tr|G5E8A0|G5E8A0_MOUSE,Osbpl11,Oxysterol-binding protein OS=Mus musculus OX=10090 GN=Osbpl11 PE=1 SV=1,1,11.6,10.9,10.0,9.3,8.5,8.1,12.1,9.7,7.7,12.1,0.90405,0.89657
sp|Q99ME2|WDR6_MOUSE,Wdr6,WD repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Wdr6 PE=1 SV=1,2,12.6,11.2,7.3,9.9,10.6,10.0,8.5,9.4,10.9,9.5,0.51943,0.83280
tr|G5E8W8|G5E8W8_MOUSE,Zfp185,Zinc finger protein 185 OS=Mus musculus OX=10090 GN=Zfp185 PE=1 SV=1,5,8.4,10.8,8.6,8.8,11.5,8.7,11.3,10.0,10.7,11.1,0.37930,0.78488
sp|Q3TYD6|LMTK2_MOUSE,Lmtk2,Serine/threonine-protein kinase LMTK2 OS=Mus musculus OX=10090 GN=Lmtk2 PE=1 SV=3,3,9.7,9.8,9.7,10.6,9.2,10.1,11.3,8.2,10.7,10.6,0.52747,0.83493
sp|Q3THE2|ML12B_MOUSE,Myl12b,Myosin regulatory light chain 12B OS=Mus musculus OX=10090 GN=Myl12b PE=1 SV=2,23,8.6,10.1,9.8,11.0,9.4,9.7,11.3,8.4,11.0,10.9,0.49548,0.82612
tr|Q6ZWQ9|Q6ZWQ9_MOUSE,Myl12a,MCG5400 OS=Mus musculus OX=10090 GN=Myl12a PE=1 SV=1,3,8.5,10.6,10.3,10.3,9.9,10.2,7.7,6.8,16.3,9.6,0.91839,0.89803
sp|Q9CQ19|MYL9_MOUSE,Myl9,Myosin regulatory light polypeptide 9 OS=Mus musculus OX=10090 GN=Myl9 PE=1 SV=3,6,8.9,7.1,9.7,13.9,8.2,11.7,10.0,10.9,8.0,11.8,0.52268,0.83366
tr|A0A2I3BQ39|A0A2I3BQ39_MOUSE,Uchl3,Ubiquitin carboxyl-terminal hydrolase (Fragment) OS=Mus musculus OX=10090 GN=Uchl3 PE=1 SV=1,5,10.2,10.0,10.3,10.4,10.5,9.9,8.6,9.1,10.2,10.9,0.25255,0.72566
sp|Q8VDD8|WASH1_MOUSE,Washc1,WASH complex subunit 1 OS=Mus musculus OX=10090 GN=Washc1 PE=1 SV=1,1,8.9,10.6,10.9,8.5,10.1,6.4,9.5,9.3,14.7,11.1,0.79409,0.88392
sp|Q8VBT0|TMX1_MOUSE,Tmx1,Thioredoxin-related transmembrane protein 1 OS=Mus musculus OX=10090 GN=Tmx1 PE=1 SV=1,4,10.6,9.3,10.6,9.7,9.4,8.6,12.2,9.2,10.9,9.4,0.87230,0.89321
sp|Q8BXV2|BRI3B_MOUSE,Bri3bp,BRI3-binding protein OS=Mus musculus OX=10090 GN=Bri3bp PE=1 SV=1,4,11.7,9.3,9.1,9.3,9.7,10.2,8.8,10.9,11.3,9.8,0.58758,0.84927
sp|Q8BHS3|RBM22_MOUSE,Rbm22,Pre-mRNA-splicing factor RBM22 OS=Mus musculus OX=10090 GN=Rbm22 PE=1 SV=1,5,9.4,10.9,10.6,11.8,10.1,9.1,10.1,8.9,9.9,9.2,0.05086,0.60141
sp|P19324|SERPH_MOUSE,Serpinh1,Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3,30,11.0,11.9,10.6,11.1,10.3,8.9,8.1,7.8,10.7,9.7,0.01934,0.53347
tr|E9PYG6|E9PYG6_MOUSE,Rasa1,RAS p21 protein activator 1 OS=Mus musculus OX=10090 GN=Rasa1 PE=1 SV=1,11,10.0,10.1,9.0,10.2,9.4,9.9,10.7,10.5,9.5,10.7,0.17200,0.67950
sp|Q9R0A0|PEX14_MOUSE,Pex14,Peroxisomal membrane protein PEX14 OS=Mus musculus OX=10090 GN=Pex14 PE=1 SV=1,5,10.2,10.4,9.8,9.9,10.0,8.6,11.5,8.9,11.0,9.6,0.83270,0.88870
sp|P50429|ARSB_MOUSE,Arsb,Arylsulfatase B OS=Mus musculus OX=10090 GN=Arsb PE=1 SV=3,1,12.2,10.4,11.6,9.3,9.7,7.5,9.0,9.8,12.3,8.3,0.24790,0.72293
sp|Q5SUF2|LC7L3_MOUSE,Luc7l3,Luc7-like protein 3 OS=Mus musculus OX=10090 GN=Luc7l3 PE=1 SV=1,7,10.9,11.2,10.1,10.0,10.2,8.4,9.6,9.1,10.6,9.9,0.06535,0.61264
sp|Q9WVL7|CXL15_MOUSE,Cxcl15,C-X-C motif chemokine 15 OS=Mus musculus OX=10090 GN=Cxcl15 PE=1 SV=1,1,8.3,9.3,9.2,8.5,8.2,9.9,6.7,9.3,18.7,11.9,0.27044,0.73544
sp|Q9CQ71|RFA3_MOUSE,Rpa3,Replication protein A 14 kDa subunit OS=Mus musculus OX=10090 GN=Rpa3 PE=1 SV=1,3,9.1,10.3,10.0,10.1,8.7,9.1,10.6,10.5,11.5,10.1,0.17245,0.67966
sp|Q922Q8|LRC59_MOUSE,Lrrc59,Leucine-rich repeat-containing protein 59 OS=Mus musculus OX=10090 GN=Lrrc59 PE=1 SV=1,9,10.4,9.9,11.3,9.8,9.8,8.5,10.4,8.5,11.4,10.0,0.48653,0.82348
sp|Q8CEC0|NUP88_MOUSE,Nup88,Nuclear pore complex protein Nup88 OS=Mus musculus OX=10090 GN=Nup88 PE=1 SV=1,1,10.0,11.2,8.5,10.4,10.2,9.6,10.9,9.4,10.6,9.2,0.80311,0.88507
sp|Q9Z103|ADNP_MOUSE,Adnp,Activity-dependent neuroprotector homeobox protein OS=Mus musculus OX=10090 GN=Adnp PE=1 SV=2,3,10.3,10.1,10.5,10.3,10.6,9.2,9.9,9.2,9.9,10.0,0.01510,0.50747
sp|Q8R016|BLMH_MOUSE,Blmh,Bleomycin hydrolase OS=Mus musculus OX=10090 GN=Blmh PE=1 SV=1,15,10.5,9.6,10.2,10.4,10.5,9.9,10.1,9.6,9.7,9.5,0.06363,0.61100
sp|Q80XU3|NUCKS_MOUSE,Nucks1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1,3,8.7,9.4,11.9,9.5,9.8,8.3,11.3,7.7,12.6,10.8,0.80290,0.88504
sp|Q8BG94|COMD7_MOUSE,Commd7,COMM domain-containing protein 7 OS=Mus musculus OX=10090 GN=Commd7 PE=1 SV=1,1,9.5,11.0,10.4,9.4,9.7,8.2,11.9,10.1,10.5,9.3,0.96674,0.90263
sp|Q9ERN0|SCAM2_MOUSE,Scamp2,Secretory carrier-associated membrane protein 2 OS=Mus musculus OX=10090 GN=Scamp2 PE=1 SV=1,1,8.2,11.5,8.8,9.4,9.7,8.8,12.0,9.5,10.7,11.2,0.28501,0.74266
sp|Q9QYY8|SPAST_MOUSE,Spast,Spastin OS=Mus musculus OX=10090 GN=Spast PE=1 SV=3,1,8.7,11.1,7.1,12.4,9.7,9.1,10.5,8.4,11.6,11.5,0.71812,0.87319
sp|Q9Z0J1|RECK_MOUSE,Reck,Reversion-inducing cysteine-rich protein with Kazal motifs OS=Mus musculus OX=10090 GN=Reck PE=1 SV=2,9,11.3,11.8,10.9,12.0,11.5,8.9,8.2,9.0,7.3,9.0,0.00012,0.09884
sp|Q9D883|U2AF1_MOUSE,U2af1,Splicing factor U2AF 35 kDa subunit OS=Mus musculus OX=10090 GN=U2af1 PE=1 SV=4,3,11.0,11.8,8.2,11.0,10.9,8.7,8.8,9.0,10.5,10.2,0.15309,0.67209
tr|Q3U3J1|Q3U3J1_MOUSE,Bckdha,2-oxoisovalerate dehydrogenase subunit alpha OS=Mus musculus OX=10090 GN=Bckdha PE=1 SV=1,10,11.1,8.1,10.0,10.7,11.3,11.4,7.3,11.6,8.5,9.9,0.65799,0.86319
sp|Q9DB77|QCR2_MOUSE,Uqcrc2,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc2 PE=1 SV=1",19,12.9,7.1,11.1,10.3,11.0,12.4,7.3,12.1,7.2,8.6,0.54006,0.83815
sp|Q8BYN5|FSD1L_MOUSE,Fsd1l,FSD1-like protein OS=Mus musculus OX=10090 GN=Fsd1l PE=1 SV=2,1,8.7,5.5,10.5,12.0,8.4,11.1,9.8,14.2,10.0,9.9,0.20086,0.69335
sp|Q3UPH1|PRRC1_MOUSE,Prrc1,Protein PRRC1 OS=Mus musculus OX=10090 GN=Prrc1 PE=1 SV=1,8,10.6,11.1,10.4,9.7,10.7,8.8,9.6,9.0,10.7,9.4,0.03741,0.58498
sp|Q99LD9|EI2BB_MOUSE,Eif2b2,Translation initiation factor eIF-2B subunit beta OS=Mus musculus OX=10090 GN=Eif2b2 PE=1 SV=1,1,10.5,8.7,11.1,10.2,11.2,8.8,12.3,8.8,10.0,8.3,0.43615,0.80703
tr|E9QN99|E9QN99_MOUSE,Abhd14b,Protein ABHD14B OS=Mus musculus OX=10090 GN=Abhd14b PE=1 SV=1,7,10.2,9.4,8.6,9.5,10.6,10.2,9.5,12.2,9.9,9.9,0.29943,0.74924
tr|A0A1L1SRH5|A0A1L1SRH5_MOUSE,Abhd14b,Protein ABHD14B (Fragment) OS=Mus musculus OX=10090 GN=Abhd14b PE=1 SV=1,1,10.9,10.4,11.4,8.0,10.9,8.4,11.9,10.3,9.9,7.9,0.52750,0.83493
sp|Q91VT4|CBR4_MOUSE,Cbr4,Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2,1,10.8,8.7,9.0,8.9,10.8,10.9,8.9,12.1,8.8,11.2,0.41311,0.79844
tr|D3YY86|D3YY86_MOUSE,Zmynd11,Zinc finger MYND domain-containing protein 11 OS=Mus musculus OX=10090 GN=Zmynd11 PE=1 SV=1,1,10.5,10.7,10.0,12.1,9.5,8.3,11.0,9.2,9.1,9.6,0.11072,0.65151
sp|Q80YV4|PANK4_MOUSE,Pank4,Pantothenate kinase 4 OS=Mus musculus OX=10090 GN=Pank4 PE=1 SV=2,4,11.4,10.1,9.7,10.2,10.0,10.7,9.1,10.1,8.6,10.2,0.28933,0.74469
sp|Q1ERP8|CLM9_MOUSE,Cd300lg,CMRF35-like molecule 9 OS=Mus musculus OX=10090 GN=Cd300lg PE=1 SV=1,2,8.9,13.1,8.2,10.5,9.0,11.6,7.8,12.7,8.3,9.9,0.92408,0.89859
sp|P97499|TEP1_MOUSE,Tep1,Telomerase protein component 1 OS=Mus musculus OX=10090 GN=Tep1 PE=1 SV=1,3,11.0,9.2,10.2,9.2,9.5,10.2,10.5,9.8,10.1,10.4,0.39133,0.78962
sp|Q8K0T4|KATL1_MOUSE,Katnal1,Katanin p60 ATPase-containing subunit A-like 1 OS=Mus musculus OX=10090 GN=Katnal1 PE=1 SV=1,1,8.4,8.7,7.8,9.3,8.7,11.3,16.3,11.0,9.9,8.6,0.09389,0.64090
sp|Q99LB2|DHRS4_MOUSE,Dhrs4,Dehydrogenase/reductase SDR family member 4 OS=Mus musculus OX=10090 GN=Dhrs4 PE=1 SV=3,15,10.5,8.9,10.0,9.8,10.2,11.2,9.0,11.5,9.1,9.9,0.69808,0.87003
sp|Q8N9S3|AHSA2_MOUSE,Ahsa2,Activator of 90 kDa heat shock protein ATPase homolog 2 OS=Mus musculus OX=10090 GN=Ahsa2 PE=1 SV=2,1,8.9,11.2,12.4,11.7,8.4,11.0,10.1,9.0,7.1,10.1,0.34371,0.76931
sp|Q69ZS7|HBS1L_MOUSE,Hbs1l,HBS1-like protein OS=Mus musculus OX=10090 GN=Hbs1l PE=1 SV=2,2,10.1,9.9,10.0,9.6,10.7,9.5,9.9,9.6,10.4,10.2,0.62787,0.85756
tr|Q3U9N4|Q3U9N4_MOUSE,Grn,Granulins OS=Mus musculus OX=10090 GN=Grn PE=1 SV=1,3,8.7,9.5,11.4,8.1,9.2,10.1,11.4,8.7,11.8,11.1,0.16453,0.67676
sp|Q9WTK7|STK11_MOUSE,Stk11,Serine/threonine-protein kinase STK11 OS=Mus musculus OX=10090 GN=Stk11 PE=1 SV=1,1,11.3,12.1,8.4,9.5,9.7,10.7,7.8,9.1,11.4,10.0,0.64902,0.86156
tr|A2AQJ8|A2AQJ8_MOUSE,Ganc,Neutral alpha-glucosidase C OS=Mus musculus OX=10090 GN=Ganc PE=1 SV=1,2,9.7,10.3,9.8,9.4,11.0,9.9,9.7,10.6,9.2,10.5,0.90967,0.89715
sp|P51437|CAMP_MOUSE,Camp,Cathelicidin antimicrobial peptide OS=Mus musculus OX=10090 GN=Camp PE=1 SV=2,2,7.0,16.2,11.6,7.3,5.7,5.8,17.2,3.8,13.8,11.7,0.78338,0.88251
