,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|Q8K4P0|WDR33_MOUSE,Wdr33,pre-mRNA 3' end processing protein WDR33 OS=Mus musculus OX=10090 GN=Wdr33 PE=1 SV=1,5,9.8,10.6,9.6,11.7,11.0,9.3,8.9,9.1,9.7,10.4,0.05701,0.32881
sp|Q8CCB4|VPS53_MOUSE,Vps53,Vacuolar protein sorting-associated protein 53 homolog OS=Mus musculus OX=10090 GN=Vps53 PE=1 SV=1,6,9.5,10.0,7.6,11.4,10.1,11.5,11.0,10.5,9.4,9.1,0.45473,0.55090
sp|Q9EQI8|RM46_MOUSE,Mrpl46,"39S ribosomal protein L46, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl46 PE=1 SV=1",12,10.3,10.4,8.0,12.0,8.4,10.6,8.6,9.7,9.4,12.5,0.74047,0.64933
sp|Q3ULW8|PARP3_MOUSE,Parp3,Protein mono-ADP-ribosyltransferase PARP3 OS=Mus musculus OX=10090 GN=Parp3 PE=2 SV=1,5,9.8,9.6,8.4,8.4,9.6,10.1,11.8,11.2,11.2,9.9,0.00872,0.22452
sp|Q9JHK5|PLEK_MOUSE,Plek,Pleckstrin OS=Mus musculus OX=10090 GN=Plek PE=1 SV=1,3,5.6,6.8,11.5,6.9,7.3,19.3,7.8,12.3,9.3,13.1,0.07630,0.34993
tr|Q3UER8|Q3UER8_MOUSE,Fgg,Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1,33,7.0,7.4,12.9,7.7,10.0,11.1,7.7,8.8,8.7,18.7,0.41380,0.53710
tr|A0A0R4J081|A0A0R4J081_MOUSE,Ndufaf1,"Complex I intermediate-associated protein 30, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf1 PE=1 SV=1",13,9.7,10.4,8.1,12.5,8.0,12.0,9.0,10.1,9.8,10.5,0.58468,0.59538
tr|A0A0R4J007|A0A0R4J007_MOUSE,Pald1,Paladin OS=Mus musculus OX=10090 GN=Pald1 PE=1 SV=1,15,10.0,9.2,8.0,10.5,8.1,12.5,9.9,10.7,9.0,12.1,0.07936,0.35353
sp|Q8K0V2|DCNL3_MOUSE,Dcun1d3,DCN1-like protein 3 OS=Mus musculus OX=10090 GN=Dcun1d3 PE=2 SV=1,1,10.6,11.9,8.8,9.3,9.3,6.9,9.7,10.7,9.9,12.9,0.98808,0.71189
sp|Q8BJ05|ZC3HE_MOUSE,Zc3h14,Zinc finger CCCH domain-containing protein 14 OS=Mus musculus OX=10090 GN=Zc3h14 PE=1 SV=1,2,10.4,10.4,9.3,9.8,9.4,9.5,9.2,10.2,9.4,12.5,0.66059,0.62291
sp|Q62384|ZPR1_MOUSE,Zpr1,Zinc finger protein ZPR1 OS=Mus musculus OX=10090 GN=Zpr1 PE=1 SV=1,6,9.5,10.0,8.9,10.4,11.6,9.7,9.2,10.2,10.6,9.9,0.76333,0.65622
sp|Q5KU39|VPS41_MOUSE,Vps41,Vacuolar protein sorting-associated protein 41 homolog OS=Mus musculus OX=10090 GN=Vps41 PE=1 SV=1,3,8.8,9.7,8.5,10.3,10.0,11.6,11.0,11.3,10.2,8.5,0.15224,0.41406
sp|O35857|TIM44_MOUSE,Timm44,Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus OX=10090 GN=Timm44 PE=1 SV=2,29,10.6,10.0,9.3,13.1,8.8,10.3,8.5,8.6,8.9,12.0,0.51563,0.57333
sp|Q8BTV2|CPSF7_MOUSE,Cpsf7,Cleavage and polyadenylation specificity factor subunit 7 OS=Mus musculus OX=10090 GN=Cpsf7 PE=1 SV=2,3,11.7,10.2,12.0,7.2,12.4,6.6,9.9,10.1,9.8,10.2,0.27785,0.47520
sp|P70372|ELAV1_MOUSE,Elavl1,ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2,9,10.5,10.0,9.2,10.8,11.4,9.7,9.6,9.2,9.6,10.0,0.12187,0.39459
sp|Q8BVF2|PDCL3_MOUSE,Pdcl3,Phosducin-like protein 3 OS=Mus musculus OX=10090 GN=Pdcl3 PE=1 SV=1,3,9.5,9.9,9.1,11.5,11.5,10.0,9.5,10.4,10.0,8.7,0.35564,0.51396
tr|G3UYW1|G3UYW1_MOUSE,Wdfy3,WD repeat and FYVE domain-containing protein 3 OS=Mus musculus OX=10090 GN=Wdfy3 PE=1 SV=1,1,10.1,11.0,9.9,10.4,9.8,11.1,9.7,9.3,9.3,9.5,0.26493,0.46886
sp|A2ALW5|DJC25_MOUSE,Dnajc25,DnaJ homolog subfamily C member 25 OS=Mus musculus OX=10090 GN=Dnajc25 PE=1 SV=1,1,7.6,10.0,7.0,11.8,11.0,10.5,10.4,11.3,12.6,7.7,0.43588,0.54470
sp|O08600|NUCG_MOUSE,Endog,"Endonuclease G, mitochondrial OS=Mus musculus OX=10090 GN=Endog PE=1 SV=1",5,11.0,10.8,10.8,12.9,9.8,8.5,8.1,7.6,8.8,11.6,0.03897,0.30702
sp|Q8BP67|RL24_MOUSE,Rpl24,60S ribosomal protein L24 OS=Mus musculus OX=10090 GN=Rpl24 PE=1 SV=2,15,9.2,10.7,8.7,12.0,10.2,10.4,9.9,9.5,9.8,9.5,0.62180,0.60860
tr|A0A0A0MQ68|A0A0A0MQ68_MOUSE,Gcdh,"Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=1",18,11.4,9.7,10.0,9.1,8.9,10.1,9.3,9.5,8.9,13.0,0.71822,0.64235
tr|G5E924|G5E924_MOUSE,Hnrnpl,Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=1,21,11.0,10.1,9.3,10.3,11.0,9.3,9.0,8.6,9.7,11.8,0.33408,0.50398
sp|Q8CI03|FWCH1_MOUSE,Flywch1,FLYWCH-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Flywch1 PE=1 SV=2,1,10.7,10.6,9.5,9.9,9.8,9.2,10.8,9.2,9.5,10.8,0.60410,0.60170
tr|A2AEX8|A2AEX8_MOUSE,Fhl1,"Four and a half LIM domains 1, isoform CRA_b OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=1",26,14.3,11.2,16.1,2.6,12.7,2.2,14.0,8.3,15.6,2.8,0.46856,0.55613
sp|Q9CWH6|PSMA8_MOUSE,Psma8,Proteasome subunit alpha-type 7-like OS=Mus musculus OX=10090 GN=Psma8 PE=1 SV=1,4,9.4,9.2,10.1,11.4,9.5,9.4,9.7,11.0,8.2,12.1,0.80354,0.66771
sp|Q9Z2U0|PSA7_MOUSE,Psma7,Proteasome subunit alpha type-7 OS=Mus musculus OX=10090 GN=Psma7 PE=1 SV=1,10,9.9,10.6,9.9,11.2,10.1,10.2,10.1,10.1,10.0,7.8,0.22567,0.45016
sp|Q9DBM2|ECHP_MOUSE,Ehhadh,Peroxisomal bifunctional enzyme OS=Mus musculus OX=10090 GN=Ehhadh PE=1 SV=4,19,8.6,9.9,11.3,10.7,10.6,9.2,13.4,9.9,8.2,8.4,0.72110,0.64327
sp|Q99JY8|PLPP3_MOUSE,Plpp3,Phospholipid phosphatase 3 OS=Mus musculus OX=10090 GN=Plpp3 PE=1 SV=1,9,9.1,10.1,9.4,12.4,8.7,10.6,10.4,9.9,9.4,10.0,0.85991,0.68258
sp|P16125|LDHB_MOUSE,Ldhb,L-lactate dehydrogenase B chain OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=2,34,9.9,10.6,8.9,10.8,8.6,10.8,10.2,10.0,9.9,10.4,0.36050,0.51609
tr|A0A1B0GSX0|A0A1B0GSX0_MOUSE,Ldha,L-lactate dehydrogenase OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=1,55,10.2,10.0,12.2,10.2,11.9,8.6,11.0,9.0,10.1,6.8,0.07248,0.34555
tr|Q3UHB2|Q3UHB2_MOUSE,Tsc2,Tuberin OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1,1,11.0,10.3,8.5,9.0,10.2,9.3,12.2,10.4,11.0,8.0,0.68051,0.62986
tr|Q91YH6|Q91YH6_MOUSE,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1, isoform CRA_a OS=Mus musculus OX=10090 GN=Atp6v1b1 PE=1 SV=1",4,9.6,9.3,8.7,12.7,9.7,10.7,9.8,10.4,9.2,9.9,0.96671,0.70738
sp|P62814|VATB2_MOUSE,Atp6v1b2,"V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1",13,9.9,9.5,8.7,11.4,9.9,10.6,10.3,9.9,10.1,9.6,0.66757,0.62538
tr|F8WIE5|F8WIE5_MOUSE,Hectd1,E3 ubiquitin-protein ligase HECTD1 OS=Mus musculus OX=10090 GN=Hectd1 PE=1 SV=1,6,10.5,9.6,10.2,8.7,11.0,9.8,11.2,9.6,9.6,9.7,0.91154,0.69507
sp|Q02789|CAC1S_MOUSE,Cacna1s,Voltage-dependent L-type calcium channel subunit alpha-1S OS=Mus musculus OX=10090 GN=Cacna1s PE=1 SV=2,1,16.1,9.3,20.7,1.2,14.2,1.9,15.0,7.7,11.5,2.4,0.30739,0.49036
sp|Q6A028|SWP70_MOUSE,Swap70,Switch-associated protein 70 OS=Mus musculus OX=10090 GN=Swap70 PE=1 SV=2,7,8.4,9.7,8.9,10.4,11.6,11.0,9.1,10.7,9.3,10.9,0.59319,0.59785
sp|P09671|SODM_MOUSE,Sod2,"Superoxide dismutase [Mn], mitochondrial OS=Mus musculus OX=10090 GN=Sod2 PE=1 SV=3",31,10.6,10.1,9.1,11.7,10.1,10.1,8.5,9.4,10.5,9.9,0.29428,0.48381
tr|E9QK41|E9QK41_MOUSE,Ablim1,Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1,19,9.8,10.4,8.1,9.4,10.1,9.2,10.3,11.2,12.4,9.2,0.25379,0.46330
tr|E9Q9C1|E9Q9C1_MOUSE,Ablim1,Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1,2,9.5,11.3,7.2,7.6,8.0,9.9,10.1,12.3,13.7,10.4,0.04057,0.30938
tr|E9Q4K0|E9Q4K0_MOUSE,Ablim2,Actin-binding LIM protein 2 OS=Mus musculus OX=10090 GN=Ablim2 PE=1 SV=1,5,11.6,10.5,14.2,5.5,10.8,6.5,11.4,9.6,13.9,5.9,0.62429,0.60955
sp|Q69ZX8|ABLM3_MOUSE,Ablim3,Actin-binding LIM protein 3 OS=Mus musculus OX=10090 GN=Ablim3 PE=1 SV=2,5,10.0,9.2,8.0,9.5,8.7,11.3,9.2,11.3,9.9,13.0,0.05000,0.32169
sp|Q9WV69|DEMA_MOUSE,Dmtn,Dematin OS=Mus musculus OX=10090 GN=Dmtn PE=1 SV=1,8,8.9,9.5,10.9,8.9,6.4,14.4,9.5,12.2,10.5,8.8,0.12276,0.39522
sp|Q9D8W5|PSD12_MOUSE,Psmd12,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus OX=10090 GN=Psmd12 PE=1 SV=4,12,9.4,10.0,9.0,11.4,10.3,10.4,10.6,10.2,10.2,8.6,0.97483,0.70911
sp|Q11136|PEPD_MOUSE,Pepd,Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3,6,9.7,9.7,9.1,10.4,9.7,9.7,11.3,11.3,10.5,8.7,0.35739,0.51473
sp|Q64471|GSTT1_MOUSE,Gstt1,Glutathione S-transferase theta-1 OS=Mus musculus OX=10090 GN=Gstt1 PE=1 SV=4,10,10.6,9.5,8.1,6.1,6.6,12.2,11.3,13.0,11.1,11.6,0.00928,0.22735
tr|E9PUI5|E9PUI5_MOUSE,Fnbp1l,Formin-binding protein 1-like OS=Mus musculus OX=10090 GN=Fnbp1l PE=1 SV=1,3,10.1,10.9,8.7,12.2,10.5,10.0,8.8,9.6,9.9,9.3,0.16168,0.42004
sp|O55234|PSB5_MOUSE,Psmb5,Proteasome subunit beta type-5 OS=Mus musculus OX=10090 GN=Psmb5 PE=1 SV=3,6,10.2,10.6,9.4,12.4,9.2,11.1,10.3,10.1,9.6,7.0,0.43474,0.54432
tr|Z4YJW6|Z4YJW6_MOUSE,Plekhm2,Pleckstrin homology domain-containing family M member 2 OS=Mus musculus OX=10090 GN=Plekhm2 PE=1 SV=1,1,11.3,12.0,7.2,8.9,12.0,10.2,9.5,10.5,7.9,10.6,0.64552,0.61748
tr|Z4YJY0|Z4YJY0_MOUSE,Abraxas2,BRISC complex subunit Abraxas 2 OS=Mus musculus OX=10090 GN=Abraxas2 PE=1 SV=1,2,9.4,10.2,8.7,11.7,9.2,10.4,9.2,10.9,9.1,11.1,0.68363,0.63093
sp|Q3UHX2|HAP28_MOUSE,Pdap1,28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus OX=10090 GN=Pdap1 PE=1 SV=1,5,11.5,11.0,10.8,10.5,8.5,8.7,9.0,10.5,9.8,9.8,0.19024,0.43531
sp|P22907|HEM3_MOUSE,Hmbs,Porphobilinogen deaminase OS=Mus musculus OX=10090 GN=Hmbs PE=1 SV=2,9,9.2,9.1,9.0,11.8,9.2,10.7,8.8,8.1,9.7,14.4,0.61446,0.60577
sp|P05132|KAPCA_MOUSE,Prkaca,cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus OX=10090 GN=Prkaca PE=1 SV=3,13,10.4,10.6,8.8,10.9,7.9,10.7,10.2,10.5,10.4,9.6,0.38742,0.52721
sp|P68181|KAPCB_MOUSE,Prkacb,cAMP-dependent protein kinase catalytic subunit beta OS=Mus musculus OX=10090 GN=Prkacb PE=1 SV=2,8,11.3,9.3,9.2,9.5,8.6,10.6,10.3,9.7,10.4,11.2,0.15407,0.41526
sp|P14094|AT1B1_MOUSE,Atp1b1,Sodium/potassium-transporting ATPase subunit beta-1 OS=Mus musculus OX=10090 GN=Atp1b1 PE=1 SV=1,7,12.8,12.0,10.1,6.6,11.6,7.2,11.4,8.5,13.4,6.4,0.49438,0.56570
sp|Q3TMP8|TM38A_MOUSE,Tmem38a,Trimeric intracellular cation channel type A OS=Mus musculus OX=10090 GN=Tmem38a PE=1 SV=2,4,15.0,10.4,24.3,2.6,12.9,2.7,12.5,6.9,10.1,2.5,0.17972,0.43008
sp|Q9CQK7|RWDD1_MOUSE,Rwdd1,RWD domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rwdd1 PE=1 SV=1,3,8.7,10.3,7.3,13.0,10.0,11.1,10.5,10.3,11.0,7.7,0.82032,0.67227
sp|P0CG50|UBC_MOUSE,Ubc,Polyubiquitin-C OS=Mus musculus OX=10090 GN=Ubc PE=1 SV=2,20,10.4,9.3,10.4,9.6,10.8,9.7,10.4,9.1,10.0,10.4,0.60780,0.60316
sp|P62983|RS27A_MOUSE,Rps27a,Ubiquitin-40S ribosomal protein S27a OS=Mus musculus OX=10090 GN=Rps27a PE=1 SV=2,4,8.4,10.9,9.6,6.4,12.3,7.6,8.5,10.5,11.6,14.1,0.54218,0.58227
sp|O08532|CA2D1_MOUSE,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus OX=10090 GN=Cacna2d1 PE=1 SV=1,9,14.1,10.4,15.5,3.8,14.7,3.6,13.0,8.2,13.0,3.6,0.28588,0.47949
sp|Q6GV12|KDSR_MOUSE,Kdsr,3-ketodihydrosphingosine reductase OS=Mus musculus OX=10090 GN=Kdsr PE=1 SV=1,2,10.2,9.9,8.5,11.2,8.0,10.6,11.5,10.7,10.7,8.9,0.24485,0.45866
sp|Q8R2Q4|RRF2M_MOUSE,Gfm2,"Ribosome-releasing factor 2, mitochondrial OS=Mus musculus OX=10090 GN=Gfm2 PE=1 SV=2",12,9.9,10.1,9.2,10.8,7.5,11.0,10.3,10.7,10.7,9.8,0.15681,0.41703
sp|Q6PGL7|WASC2_MOUSE,Washc2,WASH complex subunit 2 OS=Mus musculus OX=10090 GN=Washc2 PE=1 SV=1,4,8.9,10.0,9.1,10.5,11.2,9.3,9.5,10.4,10.5,10.6,0.85620,0.68164
sp|Q8CGN5|PLIN1_MOUSE,Plin1,Perilipin-1 OS=Mus musculus OX=10090 GN=Plin1 PE=1 SV=2,55,8.3,9.5,7.1,10.0,7.5,12.0,11.9,11.5,12.3,9.8,0.00330,0.17387
tr|A0A0U1RNP7|A0A0U1RNP7_MOUSE,Plin1,Perilipin-1 (Fragment) OS=Mus musculus OX=10090 GN=Plin1 PE=1 SV=1,4,7.6,9.2,6.9,10.4,7.8,10.3,10.8,13.9,12.4,10.9,0.00685,0.21244
sp|Q8VCI5|PEX19_MOUSE,Pex19,Peroxisomal biogenesis factor 19 OS=Mus musculus OX=10090 GN=Pex19 PE=1 SV=1,16,9.0,9.6,9.3,9.2,6.9,11.4,11.9,11.7,10.7,10.3,0.00407,0.18520
tr|E9QMZ0|E9QMZ0_MOUSE,Cidec,Cell death activator CIDE-3 OS=Mus musculus OX=10090 GN=Cidec PE=1 SV=1,1,9.8,10.5,10.4,9.5,12.7,10.4,11.0,7.8,10.4,7.4,0.26556,0.46917
sp|Q91WU5|AS3MT_MOUSE,As3mt,Arsenite methyltransferase OS=Mus musculus OX=10090 GN=As3mt PE=1 SV=2,4,11.4,9.6,10.2,9.6,12.4,7.9,10.3,9.9,11.2,7.3,0.18877,0.43460
sp|Q9WUM5|SUCA_MOUSE,Suclg1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Suclg1 PE=1 SV=4",55,10.5,10.2,8.5,10.8,8.1,11.4,8.2,10.3,9.5,12.4,0.43900,0.54573
sp|P32067|LA_MOUSE,Ssb,Lupus La protein homolog OS=Mus musculus OX=10090 GN=Ssb PE=1 SV=1,13,10.1,10.3,9.2,11.2,11.5,9.6,9.1,9.0,9.5,10.5,0.10402,0.38044
tr|Q80X81|Q80X81_MOUSE,Acat3,Acetyl-Coenzyme A acetyltransferase 3 OS=Mus musculus OX=10090 GN=Acat3 PE=1 SV=1,13,10.6,10.7,10.8,12.8,9.6,9.4,8.4,8.2,8.1,11.3,0.05027,0.32199
sp|Q8CAY6|THIC_MOUSE,Acat2,"Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus OX=10090 GN=Acat2 PE=1 SV=2",9,10.3,10.5,12.3,10.1,8.6,7.0,7.9,9.5,6.9,16.8,0.71975,0.64284
sp|Q9EP89|LACTB_MOUSE,Lactb,"Serine beta-lactamase-like protein LACTB, mitochondrial OS=Mus musculus OX=10090 GN=Lactb PE=1 SV=1",13,9.7,9.5,7.8,10.1,9.1,11.2,10.2,10.6,11.0,10.7,0.01591,0.25071
tr|Q4VWZ5|Q4VWZ5_MOUSE,Dbi,Acyl-CoA-binding protein OS=Mus musculus OX=10090 GN=Dbi PE=1 SV=1,17,8.6,10.8,8.4,14.9,5.8,10.6,9.7,13.4,9.0,8.8,0.72780,0.64539
sp|Q9CZX8|RS19_MOUSE,Rps19,40S ribosomal protein S19 OS=Mus musculus OX=10090 GN=Rps19 PE=1 SV=3,8,10.1,10.2,8.3,12.1,10.5,9.6,10.0,10.0,9.4,9.9,0.48723,0.56304
sp|Q6NT99|DUS23_MOUSE,Dusp23,Dual specificity protein phosphatase 23 OS=Mus musculus OX=10090 GN=Dusp23 PE=1 SV=1,4,11.3,10.3,10.9,9.9,10.9,9.2,10.7,8.6,10.2,7.9,0.06053,0.33185
sp|Q9D0L7|ARM10_MOUSE,Armc10,Armadillo repeat-containing protein 10 OS=Mus musculus OX=10090 GN=Armc10 PE=1 SV=1,3,10.4,10.1,9.4,10.5,9.2,10.2,9.3,9.3,10.3,11.4,0.72074,0.64315
sp|Q9DBG7|SRPRA_MOUSE,Srpra,Signal recognition particle receptor subunit alpha OS=Mus musculus OX=10090 GN=Srpra PE=1 SV=1,5,9.9,10.5,10.1,10.0,12.2,8.7,10.8,9.1,10.5,8.2,0.13574,0.40353
sp|A2ARP1|VIP1_MOUSE,Ppip5k1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Mus musculus OX=10090 GN=Ppip5k1 PE=1 SV=1,6,9.3,9.5,8.5,11.1,7.7,11.1,11.3,11.3,10.6,9.7,0.05053,0.32228
tr|F6VID9|F6VID9_MOUSE,Ppip5k1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (Fragment) OS=Mus musculus OX=10090 GN=Ppip5k1 PE=1 SV=8,1,10.2,10.1,6.6,13.6,6.2,11.7,11.8,9.4,10.3,10.0,0.40876,0.53528
sp|Q9JIM1|S29A1_MOUSE,Slc29a1,Equilibrative nucleoside transporter 1 OS=Mus musculus OX=10090 GN=Slc29a1 PE=1 SV=3,3,9.5,10.7,11.8,10.5,8.0,12.2,7.3,10.2,9.9,10.0,0.86081,0.68280
sp|Q99LP6|GRPE1_MOUSE,Grpel1,"GrpE protein homolog 1, mitochondrial OS=Mus musculus OX=10090 GN=Grpel1 PE=1 SV=1",19,10.6,10.4,8.1,12.8,8.7,10.6,8.6,9.8,10.1,10.4,0.81714,0.67142
sp|A2BDX3|MOCS3_MOUSE,Mocs3,Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1,2,10.1,10.4,8.8,9.7,11.8,9.5,9.6,9.1,11.4,9.5,0.60228,0.60097
sp|P51855|GSHB_MOUSE,Gss,Glutathione synthetase OS=Mus musculus OX=10090 GN=Gss PE=1 SV=1,10,10.3,9.2,7.9,8.3,7.6,13.2,10.8,11.5,10.4,10.9,0.00475,0.19281
sp|Q921J2|RHEB_MOUSE,Rheb,GTP-binding protein Rheb OS=Mus musculus OX=10090 GN=Rheb PE=1 SV=1,7,10.1,9.5,9.1,9.6,9.1,10.9,11.9,9.9,11.0,9.2,0.07907,0.35314
sp|O35379|MRP1_MOUSE,Abcc1,Multidrug resistance-associated protein 1 OS=Mus musculus OX=10090 GN=Abcc1 PE=1 SV=1,7,10.7,9.5,8.3,9.8,10.4,10.6,10.8,10.8,9.2,9.9,0.34732,0.51021
sp|Q9Z1B3|PLCB1_MOUSE,Plcb1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Mus musculus OX=10090 GN=Plcb1 PE=1 SV=2",4,8.3,9.6,8.2,9.7,10.1,11.1,10.4,11.4,10.7,10.5,0.01021,0.23159
sp|Q3URE1|ACSF3_MOUSE,Acsf3,"Acyl-CoA synthetase family member 3, mitochondrial OS=Mus musculus OX=10090 GN=Acsf3 PE=1 SV=2",26,8.6,10.5,6.6,12.3,8.0,12.8,9.3,11.8,10.2,9.9,0.21685,0.44683
tr|E9QJW9|E9QJW9_MOUSE,Tpsb2,Tryptase beta-2 OS=Mus musculus OX=10090 GN=Tpsb2 PE=1 SV=1,2,9.3,9.4,11.5,7.9,10.4,7.4,9.8,10.7,13.0,10.6,0.58416,0.59523
sp|P36369|K1B26_MOUSE,Klk1b26,Kallikrein 1-related peptidase b26 OS=Mus musculus OX=10090 GN=Klk1b26 PE=2 SV=1,2,2.3,2.5,5.7,8.2,15.3,10.8,20.1,4.2,20.2,10.7,0.14304,0.40802
tr|A0A0N4SW73|A0A0N4SW73_MOUSE,Rab11fip5,Rab11 family-interacting protein 5 OS=Mus musculus OX=10090 GN=Rab11fip5 PE=1 SV=1,3,9.6,9.7,8.7,9.1,12.4,9.8,9.6,9.8,10.7,10.4,0.82881,0.67454
sp|Q3TLP5|ECHD2_MOUSE,Echdc2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Echdc2 PE=1 SV=2",8,10.5,9.7,9.3,9.7,8.3,10.8,10.3,10.8,10.3,10.1,0.04978,0.32143
sp|P24547|IMDH2_MOUSE,Impdh2,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2,2,8.8,9.0,8.9,9.6,14.3,11.2,9.7,9.1,10.8,8.7,0.84722,0.67934
tr|F7DEU6|F7DEU6_MOUSE,Impdh1,Inosine-5'-monophosphate dehydrogenase OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2,4,12.9,8.9,10.9,11.0,8.1,9.9,6.6,8.0,7.5,16.2,0.72438,0.64431
sp|Q9CZP5|BCS1_MOUSE,Bcs1l,Mitochondrial chaperone BCS1 OS=Mus musculus OX=10090 GN=Bcs1l PE=1 SV=1,9,10.5,9.8,9.7,11.6,8.8,10.6,9.9,8.8,8.3,12.0,0.85425,0.68114
tr|E9Q496|E9Q496_MOUSE,Use1,Vesicle transport protein USE1 OS=Mus musculus OX=10090 GN=Use1 PE=1 SV=1,3,8.6,10.6,9.0,12.1,8.8,10.8,11.6,10.3,9.4,8.8,0.67484,0.62791
sp|P57716|NICA_MOUSE,Ncstn,Nicastrin OS=Mus musculus OX=10090 GN=Ncstn PE=1 SV=3,3,8.5,10.7,8.2,13.1,11.0,10.9,9.0,10.4,8.4,9.6,0.56039,0.58806
tr|Q91XH5|Q91XH5_MOUSE,Spr,Sepiapterin reductase OS=Mus musculus OX=10090 GN=Spr PE=1 SV=1,13,10.4,10.3,9.6,10.7,9.1,10.3,9.1,10.1,9.9,10.5,0.89513,0.69121
sp|Q91W90|TXND5_MOUSE,Txndc5,Thioredoxin domain-containing protein 5 OS=Mus musculus OX=10090 GN=Txndc5 PE=1 SV=2,8,9.4,9.4,8.9,10.3,12.2,9.0,11.0,9.6,10.7,9.5,0.91895,0.69679
sp|O08605|MKNK1_MOUSE,Mknk1,MAP kinase-interacting serine/threonine-protein kinase 1 OS=Mus musculus OX=10090 GN=Mknk1 PE=1 SV=2,1,9.3,10.4,10.8,9.9,10.4,10.1,10.4,9.4,11.1,8.1,0.58342,0.59501
sp|P56546|CTBP2_MOUSE,Ctbp2,C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=2,6,10.8,9.4,9.4,10.1,10.6,9.5,10.1,9.0,10.9,10.1,0.78929,0.66372
sp|O88712|CTBP1_MOUSE,Ctbp1,C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=2,7,11.3,9.7,10.1,9.8,9.4,9.8,10.2,9.2,9.5,10.9,0.80760,0.66882
tr|Q5D073|Q5D073_MOUSE,Pxmp2,Peroxisomal membrane protein 2 OS=Mus musculus OX=10090 GN=Pxmp2 PE=1 SV=1,2,12.4,10.3,15.5,7.4,8.2,7.4,14.9,8.4,8.3,7.2,0.48790,0.56329
sp|Q9D483|RPC3_MOUSE,Polr3c,DNA-directed RNA polymerase III subunit RPC3 OS=Mus musculus OX=10090 GN=Polr3c PE=1 SV=1,1,7.6,13.2,3.9,12.9,8.5,12.3,9.6,11.0,13.2,7.7,0.46853,0.55612
sp|P26443|DHE3_MOUSE,Glud1,"Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1",41,11.5,10.3,11.1,9.9,9.7,9.8,8.2,8.5,8.9,12.0,0.22522,0.45000
tr|Q3U1U6|Q3U1U6_MOUSE,Tsc22d4,TSC22 domain family protein 4 OS=Mus musculus OX=10090 GN=Tsc22d4 PE=1 SV=1,1,9.6,10.3,9.2,8.3,8.4,11.2,10.3,12.4,10.3,10.0,0.02122,0.26735
