Protein IDs,Majority protein IDs,Protein names,Gene names,function_annotation,Average Conc. (pmol/mg)_OLD Hippocampus,SD,Average Conc. (pmol/mg)_YOUNG Hippocampus,SD,t test OC/YC Hippocampus,rationO/Y Hippocampus,Average Conc. (pmol/mg)_OLD Cortex,SD,Average Conc. (pmol/mg)_YOUNG Cortex,SD,t test OC/YC Cortex,rationO/Y Cortex,Average Conc. (pmol/mg)_OLD Cerebellum,SD,Average Conc. (pmol/mg)_YOUNG Cerebellum,SD,t test OC/YC Cerebellum,rationO/Y Cerebellum
O35643;Q5SVG5;Q5SVG4;Q5SWR0,O35643;Q5SVG5;Q5SVG4,AP-1 complex subunit beta-1,Ap1b1,clathrin,4.477505611,0.467138973,4.442792483,0.317026143,0.894493361,1.007813358,2.270306535,0.422998506,2.641034128,0.698858574,0.346044115,0.859627867,2.85860296,0.62113303,3.470119048,1.254375208,0.367270652,0.823776626
P22892;Q8CBB7,P22892;Q8CBB7,AP-1 complex subunit gamma-1,Ap1g1,,1.595651616,0.330165562,1.782991306,0.125592005,0.287640618,0.894929555,1.137972741,0.151728392,1.744801343,0.378547713,0.019351731,0.652207626,1.722961632,0.177686049,1.760959451,0.264947893,0.797660894,0.978422093
P35585;D3YZ71;S4R1Q4;Q9WVP1;Q9WVP1-2,P35585,AP-1 complex subunit mu-1,Ap1m1,,1.729766527,0.130251592,2.234305823,0.203316667,0.002453862,0.774185212,2.198076634,0.22926722,3.783541825,0.780620042,0.008479601,0.580957403,2.141230245,0.138628636,2.310004038,0.186191329,0.145751796,0.92693788
P61967;D3Z0D6;D3YXN0;D3Z268,P61967;D3Z0D6;D3YXN0;D3Z268,AP-1 complex subunit sigma-1A,Ap1s1,,0.492145417,0.133990161,0.496640999,0.189705525,0.966653241,0.990948024,0.036349527,0.057068893,1.004140034,0.348260303,0.003015428,0.03619966,0.698818646,0.732722906,1.460594845,0.583032776,0.10827699,0.478447975
Q9DB50;Q3TIV9;Q8BW87;B1B0F6;Q7TN05,Q9DB50;Q3TIV9;Q8BW87;B1B0F6,AP-1 complex subunit sigma-2,Ap1s2,,0.370931144,0.150015664,0.51686307,0.11121037,0.121874932,0.717658439,0.524706339,0.133319859,0.703554625,0.226517595,0.175364029,0.74579332,1.130331358,0.14472829,1.159846715,0.137645081,0.749578723,0.974552364
P17426;P17426-2;F6TPX8;F6VSP9;E9PWD0,P17426;P17426-2,AP-2 complex subunit alpha-1,Ap2a1,,18.47539656,1.052043729,16.7900313,1.769254049,0.112967958,1.100378923,16.19594844,2.547633211,12.36366339,2.306958327,0.037606003,1.309963554,12.26643809,0.985831338,9.83185518,1.193931623,0.008347782,1.247621925
P17427,P17427,AP-2 complex subunit alpha-2,Ap2a2,,11.17101027,0.720328647,9.467235011,0.582888795,0.003707669,1.179965455,7.949001065,0.662783333,7.254880037,1.029144402,0.246318529,1.095676431,6.58047188,0.876130574,6.754452298,1.072065773,0.786129083,0.974242113
Q9DBG3;Q9DBG3-2;H3BIY9;H3BKM0;H3BJ06,Q9DBG3;Q9DBG3-2;H3BIY9;H3BKM0,AP-2 complex subunit beta;AP complex subunit beta,Ap2b1,,24.56230285,1.127337193,23.23027859,1.618204154,0.173881492,1.057340004,22.73956326,1.212231072,17.75724162,2.959963757,0.015985165,1.280579706,13.27805644,1.665924714,12.7154049,0.653394937,0.512225011,1.044249597
P84091;Q3TWV4,P84091;Q3TWV4,AP-2 complex subunit mu,Ap2m1,,21.80394816,2.384654798,19.8139632,2.072407504,0.197365161,1.100433464,18.0091913,2.601592523,19.18650395,3.46772104,0.561796495,0.938638501,18.38330652,3.797760296,15.89609793,0.773905403,0.219372404,1.156466612
P62743,P62743,AP-2 complex subunit sigma,Ap2s1,,23.26750307,6.713271669,20.81106229,4.554256118,0.519974244,1.118035338,17.24532996,1.920332855,13.99197666,3.171777969,0.093151664,1.232515633,16.96381593,5.111604766,20.52714099,2.763500835,0.218207328,0.826409091
Q9Z1T1,Q9Z1T1,AP-3 complex subunit beta-1,Ap3b1,,0.083999063,0.034792204,0.097956545,0.012856884,0.437967655,0.857513531,0.041565739,0.028830393,0.07387248,0.033182472,0.13965934,0.562668786,0.034318247,0.020448124,0.042502689,0.009769586,0.451525449,0.807437089
Q9JME5;E9Q1S6,Q9JME5,AP-3 complex subunit beta-2,Ap3b2,,3.045309989,0.201633564,3.730617518,0.189226105,0.000553979,0.816301852,3.074016211,0.222069109,4.191475845,0.653871767,0.015728067,0.733397096,2.464011415,0.198359988,2.286832613,0.160815502,0.160990298,1.077477818
O54774,O54774,AP-3 complex subunit delta-1,Ap3d1,,2.124948867,0.283765272,2.648260112,0.210445276,0.011961825,0.802394318,2.47629276,0.249162845,3.025457485,0.627635415,0.126090247,0.818485393,1.469392714,0.260414478,1.592631779,0.25313349,0.469756241,0.922619235
Q9JKC8;H7BWY2;D3YWU3;D3YXV9;D6RI63,Q9JKC8;H7BWY2,AP-3 complex subunit mu-1,Ap3m1,,1.086235401,0.104785259,1.248873055,0.152556837,0.089651747,0.86977247,1.246922645,0.358917955,1.311298066,0.321840552,0.77294517,0.950907103,0.83613363,0.126198738,1.104657028,0.068834438,0.005453704,0.756916951
Q8R2R9,Q8R2R9,AP-3 complex subunit mu-2,Ap3m2,,1.674167618,0.114559118,2.087647825,0.327873533,0.045113721,0.801939675,1.3989052,0.193304981,1.671199097,0.930508052,0.553983548,0.837066752,0.80505118,0.363750802,0.831508622,0.359022885,0.910700807,0.968181397
Q9DCR2,Q9DCR2,AP-3 complex subunit sigma-1,Ap3s1,,2.061112813,0.359467586,2.403123445,0.271845721,0.130952191,0.857680789,1.942614203,0.522795326,2.147179258,1.220676679,0.743464622,0.904728469,0.888870919,0.372737572,1.534398846,0.78653087,0.150814496,0.579295873
Q8BSZ2,Q8BSZ2,AP-3 complex subunit sigma-2,Ap3s2,,1.288348531,0.175339689,1.144430448,0.41453625,0.504405083,1.125755203,1.571406675,0.5065543,1.658261331,0.595172262,0.810167543,0.947623059,1.460855122,0.534814911,1.119339634,0.34680928,0.270658421,1.305104436
Q9JKC7;E9Q416;E9Q9U6,Q9JKC7,AP-4 complex subunit mu-1,Ap4m1,,0.024143146,0.015410388,0.073068817,0.019953001,0.002870664,0.330416549,0.017223174,0.024977619,0.023129102,0.051718245,0.826076508,0.744653824,0.037872759,0.018763068,0.133550438,0.023168094,0.000116595,0.283583939
Q99NE5;Q99NE5-5;Q99NE5-4;Q99NE5-3;F6VBR4;F6Y0S3;F6VBV0;F6VBT9;A0A087WSA4;Q7TPL9,Q99NE5;Q99NE5-5;Q99NE5-4;Q99NE5-3;F6VBR4;F6Y0S3;F6VBV0;F6VBT9,Regulating synaptic membrane exocytosis protein 1,Rims1,,0.826353388,0.138335243,0.851628011,0.122416327,0.767566408,0.970321992,0.797215299,0.041384558,1.205824031,0.336618135,0.052738362,0.661137345,0.935555236,0.071192562,1.269055082,0.257270447,0.041894256,0.73720617
Q99NE5-7;E9PWP6;Q99NE5-2,Q99NE5-7;E9PWP6,Regulating synaptic membrane exocytosis protein 1,Rims1,,0.16391195,0.059795415,0.16411808,0.029069668,0.994701346,0.998744013,0.209076807,0.044117779,0.261435698,0.124782349,0.416996287,0.799725551,0.085785462,0.009728235,0.087619155,0.031525386,0.90617551,0.979072008
D9HP81;Q9EQZ7-2,D9HP81,,Rims2,,0.115647614,0.017421689,0.097753986,0.03342925,0.329196802,1.183047559,0.146732395,0.026588701,0.326258234,0.113252097,0.022043407,0.449743115,0.258100882,0.0589289,0.190619972,0.026810794,0.061728895,1.354007555
P60191,P60191,Regulating synaptic membrane exocytosis protein 4,Rims4,,0,0,0.017473214,0.019719128,0.118612733,0,0.121702796,0.04976524,0.196564619,0.095863817,0.172083901,0.619149045,0.123796113,0.040198123,0.286062293,0.124975713,0.041270004,0.432759283
Q5DTT2;Q5DTT2-3,Q5DTT2;Q5DTT2-3,PH and SEC7 domain-containing protein 1,Psd,,0.378483796,0.067311758,0.372373512,0.06202761,0.885060108,1.016409017,0.302630068,0.053686487,0.41509182,0.067544887,0.020526739,0.72906777,0.022775128,0.019564065,0.01708313,0.023738238,0.690309255,1.333194058
Q6P1I6;Q6P1I6-2;Q6P1I6-3;H3BK80,Q6P1I6;Q6P1I6-2;Q6P1I6-3,PH and SEC7 domain-containing protein 2,Psd2,,0.046745345,0.030579621,0.059917957,0.007783639,0.39775326,0.780155855,0.073321323,0.013257596,0.175702852,0.044256672,0.00501203,0.417302974,0.421906726,0.033471214,0.518265628,0.054661755,0.013075928,0.814074296
E9PUC5;Q8C0E9,E9PUC5;Q8C0E9,,Psd3,,0.119925475,0.121239623,0.958386589,0.671772645,0.048115443,0.125132672,2.10105662,0.128836894,2.025355866,0.469891898,0.743611255,1.03737652,0.900601615,0.301803214,1.060145958,0.332670808,0.450178785,0.849507191
Q2PFD7;F6Z9E6;Q2PFD7-5;Q2PFD7-2;Q2PFD7-4;Q2PFD7-3,Q2PFD7;F6Z9E6;Q2PFD7-5;Q2PFD7-2;Q2PFD7-4;Q2PFD7-3,PH and SEC7 domain-containing protein 3,Psd3,,3.082114114,0.305598721,4.601769321,0.584369993,0.002072303,0.669767192,4.180023346,0.555023749,3.541307075,1.235288276,0.335318322,1.18036173,1.011873785,0.03368369,1.38316821,0.367087851,0.086320266,0.731562349
E9Q9H0;Q811D0-2;Q811D0-3;S4R2T8;F6UDT8,E9Q9H0;Q811D0-2;Q811D0-3;S4R2T8,Disks large homolog 1,Dlg1,,1.164511189,0.186215006,1.345523158,0.251121528,0.234478165,0.865470937,3.436038406,0.235845276,3.566791816,0.321580851,0.48622963,0.963341452,1.533721658,0.165052622,1.199066596,0.180022468,0.015629677,1.27909631
Q91XM9;Q91XM9-2;Q91XM9-7;E9Q2L2;Q91XM9-3;Q91XM9-8;D3YWU0,Q91XM9;Q91XM9-2;Q91XM9-7;E9Q2L2;Q91XM9-3;Q91XM9-8;D3YWU0,Disks large homolog 2,Dlg2,,3.960960384,0.328067701,4.013248582,0.300668111,0.799441008,0.986971104,5.537419525,0.812028726,6.123425141,1.269371292,0.414152249,0.904301007,2.571583785,0.405387043,2.893124847,0.558766686,0.330911025,0.888860288
P70175;Q52KF7;A2BEE9;A2BEF2,P70175;Q52KF7;A2BEE9;A2BEF2,Disks large homolog 3,Dlg3,,2.119695719,0.257734038,3.59585977,0.217155459,1.20747E-05,0.589482309,2.84939458,1.094628235,2.626602094,0.361224589,0.684102552,1.084821559,0.70339068,0.435008227,0.51071951,0.083186042,0.382248834,1.377254375
Q62108;Q62108-3;Q62108-2;G3UZL5;B1AR31;E9Q3Z8;F6TPQ6,Q62108;Q62108-3;Q62108-2,Disks large homolog 4,Dlg4/PSD95,PSD 95,8.364701491,0.365120758,8.487472417,0.562485999,0.69474198,0.985535043,10.93402133,0.515998401,13.51019643,1.850310303,0.033310068,0.809316236,2.818480743,0.464773746,2.441325124,0.41734697,0.214346168,1.154488075
E9Q9I2;E9Q9R9;F6YZU5,E9Q9I2;E9Q9R9;F6YZU5,,Dlg5,,0.005881292,0.000550114,0.007745961,0.000879035,0.005505626,0.759272067,0.003798028,0.00355324,0.00699223,0.01155343,0.58157908,0.543178391,0.002537949,0.00235865,0.001065025,0.002381469,0.354576279,2.382993648
Q9D415;D3Z709;Q9D415-3;Q9D415-5;Q9D415-6,Q9D415;D3Z709;Q9D415-3;Q9D415-5,Disks large-associated protein 1,Dlgap1,,0.707197088,0.097926671,0.833349912,0.068503971,0.049532234,0.848619622,0.749236135,0.153804691,0.846096882,0.32580217,0.570852944,0.885520501,0.366430733,0.136947463,0.36486171,0.065744785,0.982354589,1.004300324
Q8BJ42;Q8BJ42-2,Q8BJ42;Q8BJ42-2,Disks large-associated protein 2,Dlgap2,,0.613312278,0.064363859,0.778353255,0.06825896,0.00436446,0.787961346,1.121501885,0.100530321,1.423166609,0.193681106,0.021312825,0.788032741,0.067951581,0.006397207,0.045787616,0.033481901,0.214959142,1.48406024
Q6PFD5;B1AS06,Q6PFD5;B1AS06,Disks large-associated protein 3,Dlgap3,,0.692113825,0.090111739,0.647949973,0.086851569,0.452854848,1.068159355,0.948911809,0.299920693,1.192175405,0.513829292,0.393504429,0.795949829,0.133331439,0.040883032,0.13429737,0.046987456,0.973201834,0.992807521
B1AZP2-2,B1AZP2-2,Disks large-associated protein 4,Dlgap4,,0.483338868,0.126353758,0.676444821,0.058181295,0.02287129,0.714528152,0.542338706,0.19964444,0.732271216,0.247449182,0.219958407,0.74062546,0.278509509,0.068386944,0.308890858,0.118916341,0.6370202,0.901643742
O70589;O70589-5;O70589-4;O70589-2;F6Y9I5;F6ZQR2;F7CD87;B1AUH6,O70589;O70589-5;O70589-4;O70589-2,Peripheral plasma membrane protein CASK,Cask,,0.88100997,0.110196353,1.197026156,0.12195168,0.002681018,0.73599893,1.925568301,0.220374756,2.464516972,0.532031507,0.087100239,0.781316714,1.199401857,0.110805362,1.305050417,0.077279618,0.122947239,0.919046376
D3YZU5,D3YZU5,,Shank1,,0.91552109,0.083334329,1.146979622,0.102017211,0.004712493,0.798201706,0.771250065,0.058686905,1.199871815,0.258912581,0.019087864,0.64277705,2.231193538,0.211718207,1.874700203,0.382383574,0.116093943,1.190160184
D3Z5K8,D3Z5K8,,Shank2,,0.456849349,0.047378553,0.622203836,0.041193159,0.000393891,0.734243865,0.804717492,0.070210848,1.167717366,0.261003607,0.033545974,0.689137214,0.672475327,0.15284191,0.847073297,0.226717107,0.196308263,0.793880918
A0A0A0MQD5;Q4ACU6-3;Q4ACU6-7;Q4ACU6-11;Q4ACU6-8;Q4ACU6-12;Q4ACU6-2;Q4ACU6-6,A0A0A0MQD5;Q4ACU6-3;Q4ACU6-7;Q4ACU6-11;Q4ACU6-8,SH3 and multiple ankyrin repeat domains protein 3,Shank3,,1.062923019,0.141054055,0.973229136,0.130053734,0.326607552,1.092161116,1.312565463,0.217830819,1.428559699,0.310567247,0.515628147,0.918803368,0.367960793,0.057322825,0.201478297,0.03888318,0.001018427,1.826304863
F6SEU4;J3QQ18,F6SEU4;J3QQ18,Ras/Rap GTPase-activating protein SynGAP,Syngap1,,7.702435147,1.090725132,6.950182247,0.710966326,0.238081711,1.108234989,4.079992409,0.531454988,4.749855225,0.29282008,0.047126703,0.858971951,0.433086923,0.061594719,0.369903601,0.058327098,0.134490054,1.170810239
Q9Z2Y3;Q9Z2Y3-3;Q9Z2Y3-2;D3Z6A7;E9Q0I7;E9Q0I8;Q3UVL6;D3Z6A8;D3Z6A9;Q9Z2Y3-5;Q9Z2Y3-4,Q9Z2Y3;Q9Z2Y3-3;Q9Z2Y3-2;D3Z6A7;E9Q0I7;E9Q0I8,Homer protein homolog 1,Homer1,,5.588701187,0.666404423,6.14891135,0.631906065,0.209800722,0.908892789,13.22080549,0.827540758,12.02348513,3.722657734,0.518063307,1.099581805,0.974671785,0.170343262,0.887480766,0.26725506,0.558484711,1.09824553
Q9QWW1;Q9QWW1-2;E9Q4F9,Q9QWW1;Q9QWW1-2;E9Q4F9,Homer protein homolog 2,Homer2,,0.689637761,0.155523381,0.752797725,0.174920204,0.563185064,0.916099689,0.615379288,0.16795106,0.851938542,0.142290728,0.043776133,0.722328264,0.02215966,0.034998697,0.030182871,0.04490272,0.761199343,0.73417997
Q99JP6-2;Q99JP6;Q501M9;J3QQ00,Q99JP6-2;Q99JP6,Homer protein homolog 3,Homer3,,0.246619286,0.065571699,0.265955924,0.108177634,0.743137351,0.927293826,0.002324641,0.005198056,0,0,0.373900966,,7.891615716,1.465280613,7.550976249,2.799561166,0.817489398,1.045111977
Q3V3R4,Q3V3R4,Integrin alpha-1,Itga1,Cell adhesion molecule CAM,0.022171211,0.009164368,0.023122467,0.004766547,0.843647923,0.958860108,0.040135757,0.015296166,0.052194997,0.033632101,0.494938521,0.768957929,0.063896935,0.017108208,0.051539269,0.011926242,0.225974604,1.239771843
Q62470;Q62470-2;Q62470-3;F6UD16,Q62470;Q62470-2;Q62470-3,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,Itga3,Cell adhesion molecule CAM,0.007400445,0.010315256,0.021415328,0.015129741,0.130393327,0.345567672,0.017508101,0.007546681,0.060865849,0.025916754,0.017598526,0.287650641,0.043025832,0.02442604,0.032307,0.015810695,0.43781694,1.331780497
Q61739;Q61739-2;F6VSK8,Q61739;Q61739-2;F6VSK8,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain,Itga6,Cell adhesion molecule CAM,0.046842948,0.057879515,0.148544256,0.051525707,0.019139369,0.315346746,0.467621597,0.246098999,0.402696273,0.285351563,0.710287833,1.161226532,0.216879525,0.396915338,0.195540007,0.215977748,0.9192472,1.109131213
Q61738;G3X9Q1;Q61738-5;Q61738-3;Q61738-4;Q61738-2;Q61738-6,Q61738;G3X9Q1;Q61738-5;Q61738-3;Q61738-4;Q61738-2;Q61738-6,Integrin alpha-7;Integrin alpha-7 heavy chain;Integrin alpha-7 light chain,Itga7,Cell adhesion molecule CAM,0.04193975,0.022011057,0.036271455,0.008903465,0.615193899,1.156274257,0.016149327,0.00971405,0.040801943,0.022921916,0.073775374,0.395797991,0.063943102,0.010718993,0.042103471,0.010496842,0.011619414,1.518713313
Q3U1U4;F6YBY4;G5E8F1;E9Q604;E9Q5K8;P05555;P05555-2;F6YXU0,Q3U1U4;F6YBY4;G5E8F1;E9Q604;E9Q5K8;P05555;P05555-2,Integrin alpha-M,Itgam,Cell adhesion molecule CAM,0.026385027,0.01542515,0.013494832,0.008094199,0.148693208,1.955194988,0.023199379,0.011635842,0.04136412,0.024236569,0.183693748,0.560857552,0.005802362,0.0054431,0.003733219,0.005259215,0.557991944,1.554251558
P43406;A2AKI5;F6W6Q6;F6RWM8;B7ZCI9,P43406;A2AKI5,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,Itgav,Cell adhesion molecule CAM,0.174430903,0.035591124,0.132707471,0.012468444,0.056581536,1.314401529,0.237042858,0.049363275,0.27309523,0.063566179,0.347574628,0.867986082,0.251397691,0.063592017,0.20398069,0.067664668,0.28666715,1.23245828
P09055;P09055-2,P09055;P09055-2,Integrin beta-1,Itgb1,Cell adhesion molecule CAM,0.333746368,0.113024837,0.544872006,0.079243331,0.010738621,0.612522509,0.343533592,0.047366834,0.47217648,0.184432918,0.19724773,0.727553375,0.438403076,0.054927741,0.608033449,0.074464831,0.00411389,0.721018024
O70309;Q6PE70;G5E8F8;O70309-2,O70309;Q6PE70;G5E8F8;O70309-2,Integrin beta-5;Integrin beta,Itgb5,Cell adhesion molecule CAM,0.016328402,0.013106782,0.004583879,0.0065066,0.124042543,3.562135963,0.001010229,0.002258942,0,0,0.373900966,,0.112231807,0.032947128,0.021606005,0.014260741,0.00183064,5.194472761
Q0VBD0,Q0VBD0,Integrin beta,Itgb8,Cell adhesion molecule CAM,0.159383707,0.093966031,0.100096335,0.038384778,0.245353221,1.592303119,0.241055839,0.058016758,0.159204169,0.054174719,0.050166119,1.514130196,0.110493997,0.033648003,0.064121065,0.024805303,0.040579419,1.723209029
P15116;D3YYT0,P15116;D3YYT0,Cadherin-2,Cdh2,Cell adhesion molecule CAM,0.587702055,0.089993031,0.667525839,0.057269865,0.139552572,0.880418436,0.437093986,0.193919215,0.420043866,0.083354555,0.863213657,1.040591286,0.277449526,0.051649272,0.324225253,0.08390128,0.325437081,0.855730771
P97291;E9Q451;E9PYB2;Q8C449;D6RG94;E9PZC1,P97291;E9Q451;E9PYB2;Q8C449;D6RG94,Cadherin-8,Cdh8,Cell adhesion molecule CAM,0.025794696,0.01705525,0.100661657,0.013303478,7.54934E-05,0.256251452,0.032363259,0.016915608,0.099378018,0.042491842,0.020595917,0.325658127,0,0,0.001834859,0.004102869,0.373900966,0
P70408;H3BKV8,P70408;H3BKV8,Cadherin-10,Cdh10,Cell adhesion molecule CAM,0.09864077,0.016371445,0.139929468,0.031535677,0.040690448,0.704932074,0.149482943,0.069289549,0.255195004,0.088642239,0.07084409,0.585759677,0.021957397,0.00292997,0.014500626,0.008769734,0.132609398,1.514237822
P55288;D3Z1Y8;J3QPW4,P55288,Cadherin-11,Cdh11,Cell adhesion molecule CAM,0.287777075,0.132215324,0.369150402,0.08002194,0.279853335,0.779565925,0.149468273,0.078371967,0.578144846,0.518478938,0.138419819,0.25853084,0.017685052,0.003017013,0.049276987,0.060651428,0.309085527,0.3588907
Q5RJH3,Q5RJH3,Cadherin-12,Cdh12,Cell adhesion molecule CAM,0.009418683,0.005822327,0.006237198,0.006729683,0.447583929,1.510082478,0.027340589,0.004843961,0.049026143,0.038543557,0.278081341,0.55767366,0,0,0,0,,
Q9WTR5,Q9WTR5,Cadherin-13,Cdh13,Cell adhesion molecule CAM,0.385326182,0.109404109,0.831671547,0.151055343,0.000930487,0.463315336,0.473262643,0.249733165,0.967100324,0.47259986,0.083812315,0.489362511,0.130406414,0.029608322,0.146364273,0.088609788,0.718564501,0.890971621
P33146,P33146,Cadherin-15,Cdh15,Cell adhesion molecule CAM,0,0,0,0,,,0,0,0,0,,,0.321753049,0.078510175,0.260393503,0.103022472,0.322507279,1.235641617
E9PVD3;F6TP58;F6PYJ6,E9PVD3;F6TP58,Protocadherin-16,Dchs1,Cell adhesion molecule CAM,0.002712147,0.002063977,0.009611157,0.003899972,0.01261971,0.282187394,0.000478699,0.001070403,0.003744159,0.002214123,0.026174085,0.127852208,0.027533537,0.008821971,0.037031004,0.013798592,0.236986216,0.743526629
Q5F226,Q5F226,Protocadherin Fat 2,Fat2,Cell adhesion molecule CAM,0.000511882,0.000902383,0.00359883,0.006010296,0.316956138,0.142235725,0,0,0.004369042,0.009769476,0.373900966,0,0.202447938,0.028076653,0.541854472,0.130407032,0.003591849,0.373620499
Q2PZL6;Q2PZL6-2,Q2PZL6,Protocadherin Fat 4,Fat4,Cell adhesion molecule CAM,0.000255131,0.000570491,0.002022145,0.001087784,0.018019681,0.126168695,0,0,0,0,,,0,0,0,0,,
P26231,P26231,Catenin alpha-1,Ctnna1,Cell adhesion molecule CAM,0.391247456,0.141730215,0.372420812,0.08901985,0.808911853,1.050552075,0.30066275,0.121545128,0.455008641,0.169051052,0.13980951,0.660784705,0.229050099,0.067009221,0.716282353,0.120112603,0.000172164,0.31977627
Q61301-3;E0CXB9,Q61301-3;E0CXB9,Catenin alpha-2,Ctnna2,Cell adhesion molecule CAM,3.538826182,0.301200118,4.797858613,0.672296957,0.010161524,0.737584508,5.07564862,0.824593344,5.768283445,0.57710782,0.166792218,0.87992358,1.683624804,0.218035953,1.893346596,0.199502907,0.151517461,0.889232224
Q65CL1,Q65CL1,Catenin alpha-3,Ctnna3,Cell adhesion molecule CAM,0.015013395,0.011724778,0.005336954,0.006110705,0.152655776,2.813101521,0.009705331,0.005625614,0.003397418,0.004830554,0.094485289,2.856678225,0.504336881,0.131977779,0.289696406,0.1125484,0.024991311,1.740915216
Q02248;E9Q6A9;F7CRC6;F7BAC9;D3YUH4;F6QZ47;D3Z5Q1;E9PW26;D3Z7S6,Q02248;E9Q6A9,Catenin beta-1,Ctnnb1,Cell adhesion molecule CAM,5.240424938,0.31928968,5.617735601,0.246151015,0.071962848,0.93283581,4.609826965,0.853604644,6.721546096,1.56097442,0.036682719,0.685828364,4.396115655,0.722926861,4.660492746,0.696988122,0.572330595,0.943272717
Q9CWL8,Q9CWL8,Beta-catenin-like protein 1,Ctnnbl1,Cell adhesion molecule CAM,0.096639694,0.032955352,0.128967473,0.031649865,0.152357066,0.749333856,0.168967229,0.064196316,0.373940268,0.070341473,0.001364913,0.451856202,0.296640818,0.070790108,0.425733944,0.068029049,0.01873804,0.696775115
P30999;D3Z2H2;E9Q904;E9Q8Z8;D3Z7H6;E9Q905;E9Q8Z4;E9Q8Z9;E9Q901;G3X9V2;E9Q8Z6;E9Q986;E9Q907;D3Z2H7,P30999;D3Z2H2;E9Q904;E9Q8Z8;D3Z7H6;E9Q905;E9Q8Z4;E9Q8Z9;E9Q901;G3X9V2;E9Q8Z6;E9Q986;E9Q907;D3Z2H7,Catenin delta-1,Ctnnd1,Cell adhesion molecule CAM,0.224185535,0.047160022,0.434676176,0.039828189,7.13481E-05,0.515752983,0.442645542,0.04104325,1.196208166,0.388635407,0.011939847,0.370040562,0.215449803,0.056794003,0.453352875,0.079394429,0.000852618,0.475236433
O35927;E9QKH8;O35927-2,O35927;E9QKH8;O35927-2,Catenin delta-2,Ctnnd2,Cell adhesion molecule CAM,0.711549767,0.079300797,0.945851958,0.148474287,0.02029112,0.7522845,0.835547166,0.086085192,1.238262997,0.271472021,0.026520464,0.674773588,0.830120884,0.075566806,0.788679244,0.076468208,0.413803887,1.05254562
B2RXW8;B2RXQ2,B2RXW8;B2RXQ2,,Ppfia1,adhesion-synaptic cleft,0.00353402,0.002797586,0.005969437,0.006241275,0.458628909,0.592018956,0,0,0.067291671,0.081760632,0.139540657,0,0.049191478,0.031613373,0.042051076,0.030474674,0.72557954,1.169803081
B8QI34;Q8BSS9,B8QI34;Q8BSS9,Liprin-alpha-2,Ppfia2,adhesion-synaptic cleft,0.77842609,0.053209063,1.058070177,0.080009335,0.000340001,0.735703649,1.034278786,0.091611753,1.80826671,0.192808104,0.000240937,0.571972475,0.488450785,0.089219252,0.764350886,0.087972443,0.001159165,0.639039993
B8QI35;P60469;F6UYF1;S4R1I7,B8QI35;P60469;F6UYF1,Liprin-alpha-3,Ppfia3,adhesion-synaptic cleft,1.662244039,0.308420682,1.502657439,0.065823143,0.316155634,1.106202915,1.881768472,0.408408626,2.843502499,0.653646717,0.028091533,0.661778378,0.568179395,0.094006852,0.653818475,0.107247267,0.216819173,0.86901704
A0A087WPM2;B8QI36;A0A087WPJ3,A0A087WPM2;B8QI36;A0A087WPJ3,,Ppfia4,adhesion-synaptic cleft,0.139696526,0.023342758,0.195617616,0.042485569,0.040509659,0.714130602,0.081814508,0.026930307,0.226863952,0.052720184,0.00158413,0.360632472,0.357566221,0.062670586,0.568023176,0.084923011,0.002598254,0.62949231
Q8K377;E0CX41,Q8K377,Leucine-rich repeat transmembrane neuronal protein 1,Lrrtm1,adhesion-synaptic cleft,0.464339286,0.057868275,0.521612244,0.165185765,0.497403142,0.890200127,0.399167292,0.093589934,0.556850613,0.166367879,0.111897081,0.716830121,0.027833918,0.02594904,0.006314002,0.014118537,0.153034339,4.408284937
Q8BGA3,Q8BGA3,Leucine-rich repeat transmembrane neuronal protein 2,Lrrtm2,adhesion-synaptic cleft,0.169693701,0.044232075,0.117224939,0.041987962,0.090690682,1.447590438,0.204151367,0.065870631,0.345702177,0.107078637,0.041669876,0.590541166,0.009256768,0.006450275,0.00665658,0.003991544,0.469626701,1.390619167
Q8BZ81;Q8BZ81-2,Q8BZ81;Q8BZ81-2,Leucine-rich repeat transmembrane neuronal protein 3,Lrrtm3,adhesion-synaptic cleft,0.01318396,0.009675784,0.025593576,0.012984814,0.128035007,0.515127688,0.064489227,0.024741126,0.198634456,0.087645081,0.024208542,0.32466284,0.023460026,0.009590702,0.02471478,0.009253582,0.838525629,0.949230615
Q80XG9;E9Q8Y9;Q80XG9-2,Q80XG9;E9Q8Y9;Q80XG9-2,Leucine-rich repeat transmembrane neuronal protein 4,Lrrtm4,adhesion-synaptic cleft,0.037139387,0.032036148,0.034773953,0.019587987,0.892168262,1.068023156,0.038363867,0.043009702,0.118190134,0.075617283,0.083481674,0.324594494,0.011837129,0.012931662,0.009034039,0.001420691,0.654563036,1.310280817
