Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
tr|F7CYX4|F7CYX4_MOUSE,1.7,161.13,241,297.292,1,1.23,1,7,1,TMT6plex,143246,Liprin-alpha-2 OS=Mus musculus GN=Ppfia2 PE=1 SV=1
tr|B8QI34|B8QI34_MOUSE,1.7,161.13,241,297.292,1,1.23,1,7,1,TMT6plex,143333,Liprin-alpha 2 OS=Mus musculus GN=Ppfia2 PE=1 SV=1
Q8BSS9|LIPA2_MOUSE,1.7,161.13,241,297.292,1,1.23,1,7,1,TMT6plex,143234,Liprin-alpha-2 OS=Mus musculus GN=Ppfia2 PE=1 SV=2
Q61137|ASTN1_MOUSE,2.37,160.96,1.21E+03,1.04E+03,1,0.85,3,4,3,Carbamidomethylation; TMT6plex,144883,Astrotactin-1 OS=Mus musculus GN=Astn1 PE=1 SV=4
Q8C0E2|VP26B_MOUSE,3.6,160.94,1.66E+03,1.32E+03,1,0.79,11,5,3,TMT6plex,39125,Vacuolar protein sorting-associated protein 26B OS=Mus musculus GN=Vps26b PE=1 SV=1
Q9R1P4|PSA1_MOUSE,1.68,160.93,7.44E+03,7.82E+03,1,1.05,25,6,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),29547,Proteasome subunit alpha type-1 OS=Mus musculus GN=Psma1 PE=1 SV=1
P70699|LYAG_MOUSE,2.07,160.88,1.42E+03,1.54E+03,1,1.09,4,4,3,TMT6plex,106248,Lysosomal alpha-glucosidase OS=Mus musculus GN=Gaa PE=1 SV=2
Q9WUL7|ARL3_MOUSE,1.71,160.78,807,736.663,1,0.91,12,4,2,Carbamidomethylation; TMT6plex,20487,ADP-ribosylation factor-like protein 3 OS=Mus musculus GN=Arl3 PE=1 SV=1
Q8R191|SNG3_MOUSE,2.62,160.65,7.14E+03,8.86E+03,1,1.24,8,2,2,TMT6plex,24561,Synaptogyrin-3 OS=Mus musculus GN=Syngr3 PE=1 SV=1
Q9D7X3|DUS3_MOUSE,3,160.57,1.06E+03,1.22E+03,1,1.15,18,4,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),20472,Dual specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1
tr|B1AQF4|B1AQF4_MOUSE,3,160.57,1.06E+03,1.22E+03,1,1.15,16,4,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),23223,Dual-specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1
P54728|RD23B_MOUSE,5.28,160.52,4.42E+03,3.39E+03,1,0.77,10,6,4,TMT6plex,43513,UV excision repair protein RAD23 homolog B OS=Mus musculus GN=Rad23b PE=1 SV=2
Q9D0E1|HNRPM_MOUSE,2.78,160.23,2.27E+03,1.84E+03,1,0.81,7,6,5,TMT6plex,77649,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3
tr|D3YYT0|D3YYT0_MOUSE,2.19,160.23,2.05E+03,1.83E+03,1,0.89,10,5,4,TMT6plex,93857,Cadherin-2 OS=Mus musculus GN=Cdh2 PE=1 SV=1
P15116|CADH2_MOUSE,2.19,160.23,2.05E+03,1.83E+03,1,0.89,9,5,4,TMT6plex,99796,Cadherin-2 OS=Mus musculus GN=Cdh2 PE=1 SV=2
Q8K0E8|FIBB_MOUSE,3.03,160.21,1.79E+03,2.20E+03,1,1.22,9,6,4,Carbamidomethylation; TMT6plex,54753,Fibrinogen beta chain OS=Mus musculus GN=Fgb PE=1 SV=1
Q8K3H0|DP13A_MOUSE,2.44,160.21,2.62E+03,2.91E+03,1,1.11,10,8,6,Carbamidomethylation; TMT6plex,79328,DCC-interacting protein 13-alpha OS=Mus musculus GN=Appl1 PE=1 SV=1
Q9D892|ITPA_MOUSE,2.02,160.15,3.64E+03,4.26E+03,1,1.17,24,4,4,TMT6plex,21897,Inosine triphosphate pyrophosphatase OS=Mus musculus GN=Itpa PE=1 SV=2
tr|D3YYK8|D3YYK8_MOUSE,1.26,160.08,9.96E+03,9.27E+03,1,0.93,27,9,7,TMT6plex,29425,Microtubule-associated protein RP/EB family member 2 (Fragment) OS=Mus musculus GN=Mapre2 PE=1 SV=1
tr|E9Q6X0|E9Q6X0_MOUSE,1.26,160.08,9.96E+03,9.27E+03,1,0.93,25,9,7,TMT6plex,32265,Microtubule-associated protein RP/EB family member 2 OS=Mus musculus GN=Mapre2 PE=1 SV=1
Q8R001|MARE2_MOUSE,1.26,160.08,9.96E+03,9.27E+03,1,0.93,21,9,7,TMT6plex,36946,Microtubule-associated protein RP/EB family member 2 OS=Mus musculus GN=Mapre2 PE=1 SV=1
Q8CG76|ARK72_MOUSE,2.39,160.02,2.41E+03,2.53E+03,1,1.05,14,4,4,TMT6plex,40612,Aflatoxin B1 aldehyde reductase member 2 OS=Mus musculus GN=Akr7a2 PE=1 SV=3
Q9CZY3|UB2V1_MOUSE,2.36,160.02,1.39E+03,1.30E+03,1,0.94,16,8,2,TMT6plex; Deamidation (NQ),16355,Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=1 SV=1
tr|B7ZBY7|B7ZBY7_MOUSE,2.36,160.02,1.39E+03,1.30E+03,1,0.94,14,8,2,TMT6plex; Deamidation (NQ),19339,Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=3 SV=1
tr|E9PY39|E9PY39_MOUSE,2.36,160.02,1.39E+03,1.30E+03,1,0.94,6,8,2,TMT6plex; Deamidation (NQ),42096,Uncharacterized protein OS=Mus musculus GN=Gm20431 PE=3 SV=1
Q925N0|SFXN5_MOUSE,4.01,159.97,7.44E+03,7.23E+03,1,0.97,22,7,7,TMT6plex,37329,Sideroflexin-5 OS=Mus musculus GN=Sfxn5 PE=1 SV=2
Q9WUM4|COR1C_MOUSE,2.33,159.88,5.73E+03,4.81E+03,1,0.84,14,10,6,Carbamidomethylation; TMT6plex,53121,Coronin-1C OS=Mus musculus GN=Coro1c PE=1 SV=2
P15864|H12_MOUSE,10.17,159.65,1.04E+03,485.338,1,0.47,3,5,1,TMT6plex,21267,Histone H1.2 OS=Mus musculus GN=Hist1h1c PE=1 SV=2
Q6PDL0|DC1L2_MOUSE,2.38,159.47,461,368.928,1,0.8,1,2,1,TMT6plex,54219,Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus GN=Dync1li2 PE=1 SV=2
P49615|CDK5_MOUSE,2.71,159.37,8.87E+03,7.91E+03,1,0.89,34,11,8,Carbamidomethylation; TMT6plex,33288,Cyclin-dependent-like kinase 5 OS=Mus musculus GN=Cdk5 PE=1 SV=1
O54984|ASNA_MOUSE,2.91,159.37,1.68E+03,2.01E+03,1,1.19,13,6,4,TMT6plex,38823,ATPase Asna1 OS=Mus musculus GN=Asna1 PE=1 SV=2
P70670|NACAM_MOUSE,1.81,159.33,4.21E+03,3.79E+03,1,0.9,3,6,4,TMT6plex; Deamidation (NQ),220497,Nascent polypeptide-associated complex subunit alpha  muscle-specific form OS=Mus musculus GN=Naca PE=1 SV=2
Q8R050|ERF3A_MOUSE,1.48,159.12,2.77E+03,2.46E+03,1,0.89,8,8,5,Carbamidomethylation; TMT6plex,68626,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1 PE=1 SV=2
tr|E9QAN4|E9QAN4_MOUSE,1.62,159.12,279,328.334,1,1.18,1,5,1,TMT6plex,190975,Kinesin-like protein KIF1A OS=Mus musculus GN=Kif1a PE=1 SV=1
tr|G3UW47|G3UW47_MOUSE,1.62,159.12,279,328.334,1,1.18,1,5,1,TMT6plex,191852,Kinesin family member 1A OS=Mus musculus GN=Kif1a PE=1 SV=1
tr|Q6TA13|Q6TA13_MOUSE,1.62,159.12,279,328.334,1,1.18,1,5,1,TMT6plex,191809,Kinesin-like protein KIF1A OS=Mus musculus GN=Kif1a PE=1 SV=1
tr|E9Q9G6|E9Q9G6_MOUSE,1.62,159.12,279,328.334,1,1.18,1,5,1,TMT6plex,192047,Kinesin-like protein KIF1A OS=Mus musculus GN=Kif1a PE=1 SV=1
P33173|KIF1A_MOUSE,1.62,159.12,279,328.334,1,1.18,1,5,1,TMT6plex,191724,Kinesin-like protein KIF1A OS=Mus musculus GN=Kif1a PE=1 SV=2
tr|A0A087WQE8|A0A087WQE8_MOUSE,1.62,159.12,279,328.334,1,1.18,1,5,1,TMT6plex,202173,Kinesin-like protein KIF1A OS=Mus musculus GN=Kif1a PE=1 SV=1
Q9D6P8|CALL3_MOUSE,1.56,158.95,1.10E+03,1.13E+03,1,1.02,13,8,2,TMT6plex; Deamidation (NQ),16701,Calmodulin-like protein 3 OS=Mus musculus GN=Calml3 PE=2 SV=1
Q62048|PEA15_MOUSE,2.09,158.93,2.26E+04,2.06E+04,1,0.91,65,8,7,Carbamidomethylation; TMT6plex; Oxidation (M),15054,Astrocytic phosphoprotein PEA-15 OS=Mus musculus GN=Pea15 PE=1 SV=1
Q9WTX5|SKP1_MOUSE,1.88,158.91,1.45E+04,1.32E+04,1,0.91,30,6,5,Carbamidomethylation; TMT6plex,18672,S-phase kinase-associated protein 1 OS=Mus musculus GN=Skp1 PE=1 SV=3
Q9QZ06|TOLIP_MOUSE,2.22,158.87,2.82E+03,2.52E+03,1,0.89,13,4,4,Carbamidomethylation; TMT6plex,30345,Toll-interacting protein OS=Mus musculus GN=Tollip PE=1 SV=1
Q8VED9|LEGL_MOUSE,1.59,158.83,5.58E+03,6.20E+03,1,1.11,34,6,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),18956,Galectin-related protein OS=Mus musculus GN=Lgalsl PE=1 SV=1
Q7TMF3|NDUAC_MOUSE,4.33,158.8,5.03E+03,4.56E+03,1,0.91,48,9,6,Carbamidomethylation; TMT6plex,17086,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Mus musculus GN=Ndufa12 PE=1 SV=2
tr|A0A0R4J275|A0A0R4J275_MOUSE,4.33,158.8,5.03E+03,4.56E+03,1,0.91,46,9,6,Carbamidomethylation; TMT6plex,17633,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Mus musculus GN=Ndufa12 PE=1 SV=1
tr|E9Q175|E9Q175_MOUSE,2.07,158.71,3.20E+03,2.72E+03,1,0.85,7,13,8,TMT6plex,144773,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|E9Q3L1|E9Q3L1_MOUSE,2.07,158.71,3.20E+03,2.72E+03,1,0.85,7,13,8,TMT6plex,145805,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|E9PVU0|E9PVU0_MOUSE,2.07,158.71,3.20E+03,2.72E+03,1,0.85,7,13,8,TMT6plex,146307,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|V9GXM4|V9GXM4_MOUSE,2.07,158.71,3.20E+03,2.72E+03,1,0.85,6,13,8,TMT6plex,148423,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|E9Q174|E9Q174_MOUSE,2.07,158.71,3.20E+03,2.72E+03,1,0.85,6,13,8,TMT6plex,148145,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
tr|V9GX76|V9GX76_MOUSE,2.07,158.71,3.20E+03,2.72E+03,1,0.85,6,13,8,TMT6plex,149229,Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1
Q9JM76|ARPC3_MOUSE,1.74,158.67,1.81E+04,1.69E+04,1,0.93,35,9,8,Carbamidomethylation; TMT6plex; Oxidation (M),20525,Actin-related protein 2/3 complex subunit 3 OS=Mus musculus GN=Arpc3 PE=1 SV=3
P42125|ECI1_MOUSE,0.29,158.66,1.65E+03,1.61E+03,1,0.98,11,5,3,TMT6plex,32250,Enoyl-CoA delta isomerase 1  mitochondrial OS=Mus musculus GN=Eci1 PE=1 SV=2
Q9QYF9|NDRG3_MOUSE,2.76,158.6,3.92E+03,3.62E+03,1,0.92,11,5,3,Carbamidomethylation; TMT6plex,41555,Protein NDRG3 OS=Mus musculus GN=Ndrg3 PE=1 SV=1
tr|Q8VCV2|Q8VCV2_MOUSE,2.76,158.6,3.92E+03,3.62E+03,1,0.92,10,5,3,Carbamidomethylation; TMT6plex,42983,Ndrg3 protein OS=Mus musculus GN=Ndrg3 PE=1 SV=1
tr|A0A140T8J4|A0A140T8J4_MOUSE,2.31,158.44,3.16E+03,3.72E+03,1,1.18,27,4,4,TMT6plex,21053,Heme binding protein 1 OS=Mus musculus GN=Hebp1 PE=1 SV=1
Q9R257|HEBP1_MOUSE,2.31,158.44,3.16E+03,3.72E+03,1,1.18,27,4,4,TMT6plex,21067,Heme-binding protein 1 OS=Mus musculus GN=Hebp1 PE=1 SV=2
P97370|AT1B3_MOUSE,1.46,158.4,3.78E+03,3.68E+03,1,0.97,16,6,4,Carbamidomethylation; TMT6plex,31776,Sodium/potassium-transporting ATPase subunit beta-3 OS=Mus musculus GN=Atp1b3 PE=1 SV=1
Q3TMH2|SCRN3_MOUSE,2.82,158.27,595,651.893,1,1.1,5,5,2,TMT6plex,47661,Secernin-3 OS=Mus musculus GN=Scrn3 PE=1 SV=1
P07758|A1AT1_MOUSE,3.54,158.25,3.09E+03,4.13E+03,1,1.34,5,6,2,TMT6plex,46003,Alpha-1-antitrypsin 1-1 OS=Mus musculus GN=Serpina1a PE=1 SV=4
tr|A0A0A0MQA3|A0A0A0MQA3_MOUSE,3.54,158.25,3.09E+03,4.13E+03,1,1.34,5,6,2,TMT6plex,48796,Alpha-1-antitrypsin 1-1 OS=Mus musculus GN=Serpina1a PE=1 SV=1
Q8BHL5|ELMO2_MOUSE,2.81,158.12,1.16E+03,1.07E+03,1,0.92,5,8,3,TMT6plex,83887,Engulfment and cell motility protein 2 OS=Mus musculus GN=Elmo2 PE=1 SV=1
Q9CQR4|ACO13_MOUSE,5.6,158.11,1.26E+04,1.71E+04,1,1.36,46,6,6,Carbamidomethylation; TMT6plex,15183,Acyl-coenzyme A thioesterase 13 OS=Mus musculus GN=Acot13 PE=1 SV=1
Q9ET01|PYGL_MOUSE,1.86,158.08,253,279.98,1,1.11,2,10,1,TMT6plex; Deamidation (NQ),97463,Glycogen phosphorylase  liver form OS=Mus musculus GN=Pygl PE=1 SV=4
Q8VHW2|CCG8_MOUSE,2.93,158.02,5.34E+03,5.47E+03,1,1.02,18,6,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),43453,Voltage-dependent calcium channel gamma-8 subunit OS=Mus musculus GN=Cacng8 PE=1 SV=1
tr|F7CZ64|F7CZ64_MOUSE,2.93,158.02,5.34E+03,5.47E+03,1,1.02,18,6,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),43419,Multifunctional fusion protein OS=Mus musculus GN=Cacng8 PE=1 SV=2
Q9JKC6|CEND_MOUSE,0.8,158,3.12E+03,2.99E+03,1,0.96,25,4,4,TMT6plex,14987,Cell cycle exit and neuronal differentiation protein 1 OS=Mus musculus GN=Cend1 PE=1 SV=1
O08919|NUMBL_MOUSE,3.12,157.85,1.08E+03,1.07E+03,1,0.99,7,7,3,Carbamidomethylation; TMT6plex,64130,Numb-like protein OS=Mus musculus GN=Numbl PE=1 SV=3
P14869|RLA0_MOUSE,2.02,157.78,8.56E+03,7.34E+03,1,0.86,38,9,9,Carbamidomethylation; TMT6plex,34216,60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3
Q91Z67|SRGP2_MOUSE,3.09,157.27,735,814.269,1,1.11,2,3,2,TMT6plex; Deamidation (NQ),120798,SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus GN=Srgap2 PE=1 SV=2
Q9D1X0|NOL3_MOUSE,3.31,157.24,291,388.032,1,1.33,4,1,1,TMT6plex,24568,Nucleolar protein 3 OS=Mus musculus GN=Nol3 PE=1 SV=1
Q9ER72|SYCC_MOUSE,4.76,157.22,811,764.721,1,0.94,4,3,3,TMT6plex,94860,Cysteine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Cars PE=1 SV=2
tr|Q3USC7|Q3USC7_MOUSE,5.24,157.17,2.84E+03,2.38E+03,1,0.84,13,5,5,TMT6plex,41920,Ganglioside-induced differentiation-associated protein 1-like 1 OS=Mus musculus GN=Gdap1l1 PE=1 SV=1
Q8VE33|GD1L1_MOUSE,5.24,157.17,2.84E+03,2.38E+03,1,0.84,13,5,5,TMT6plex,42318,Ganglioside-induced differentiation-associated protein 1-like 1 OS=Mus musculus GN=Gdap1l1 PE=1 SV=1
tr|V9GX06|V9GX06_MOUSE,2.4,157.12,266,362.959,1,1.36,13,5,1,TMT6plex; Oxidation (M); Deamidation (NQ),19865,Uncharacterized protein (Fragment) OS=Mus musculus GN=Gm11214 PE=1 SV=1
Q9DCJ5|NDUA8_MOUSE,5.57,157.08,1.21E+04,1.34E+04,1,1.11,44,8,7,Carbamidomethylation; TMT6plex; Deamidation (NQ),19992,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus GN=Ndufa8 PE=1 SV=3
Q9CXZ1|NDUS4_MOUSE,2.53,156.86,1.22E+04,1.20E+04,1,0.98,29,6,5,TMT6plex,19785,NADH dehydrogenase [ubiquinone] iron-sulfur protein 4  mitochondrial OS=Mus musculus GN=Ndufs4 PE=1 SV=3
tr|E9QPX3|E9QPX3_MOUSE,2.53,156.86,1.22E+04,1.20E+04,1,0.98,29,6,5,TMT6plex,19803,NADH dehydrogenase [ubiquinone] iron-sulfur protein 4  mitochondrial OS=Mus musculus GN=Ndufs4 PE=1 SV=1
Q78PY7|SND1_MOUSE,2.89,156.69,3.41E+03,2.97E+03,1,0.87,9,12,9,Carbamidomethylation; TMT6plex,102088,Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus GN=Snd1 PE=1 SV=1
Q9WTL7|LYPA2_MOUSE,1.82,156.69,5.14E+03,5.21E+03,1,1.01,23,7,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),24794,Acyl-protein thioesterase 2 OS=Mus musculus GN=Lypla2 PE=1 SV=1
P50171|DHB8_MOUSE,1.9,156.65,279,244.758,1,0.88,5,2,1,TMT6plex,26588,Estradiol 17-beta-dehydrogenase 8 OS=Mus musculus GN=Hsd17b8 PE=1 SV=2
tr|D3Z2Q2|D3Z2Q2_MOUSE,2.1,156.61,2.00E+03,1.97E+03,1,0.99,6,5,4,Carbamidomethylation; TMT6plex,121707,Syntaxin-binding protein 5 OS=Mus musculus GN=Stxbp5 PE=1 SV=1
tr|D3Z079|D3Z079_MOUSE,2.1,156.61,2.00E+03,1.97E+03,1,0.99,6,5,4,Carbamidomethylation; TMT6plex,123602,Syntaxin-binding protein 5 OS=Mus musculus GN=Stxbp5 PE=1 SV=1
Q8K400|STXB5_MOUSE,2.1,156.61,2.00E+03,1.97E+03,1,0.99,6,5,4,Carbamidomethylation; TMT6plex,127650,Syntaxin-binding protein 5 OS=Mus musculus GN=Stxbp5 PE=1 SV=3
P63321|RALA_MOUSE,2.32,156.52,2.64E+03,3.00E+03,1,1.13,17,7,3,TMT6plex; Deamidation (NQ),23553,Ras-related protein Ral-A OS=Mus musculus GN=Rala PE=1 SV=1
P60904|DNJC5_MOUSE,3.48,156.51,8.84E+03,7.52E+03,1,0.85,16,5,4,TMT6plex; Deamidation (NQ),22101,DnaJ homolog subfamily C member 5 OS=Mus musculus GN=Dnajc5 PE=1 SV=1
Q6PHN9|RAB35_MOUSE,1.81,156.4,4.54E+03,3.94E+03,1,0.87,19,8,4,TMT6plex,23025,Ras-related protein Rab-35 OS=Mus musculus GN=Rab35 PE=1 SV=1
P28658|ATX10_MOUSE,4.34,156.4,2.92E+03,2.57E+03,1,0.88,14,11,6,Carbamidomethylation; TMT6plex,53707,Ataxin-10 OS=Mus musculus GN=Atxn10 PE=1 SV=2
Q8JZN5|ACAD9_MOUSE,0.98,156.25,1.54E+03,1.41E+03,1,0.91,5,5,3,TMT6plex; Deamidation (NQ),68722,Acyl-CoA dehydrogenase family member 9  mitochondrial OS=Mus musculus GN=Acad9 PE=1 SV=2
P14148|RL7_MOUSE,8.71,156.2,8.01E+03,4.96E+03,1,0.62,37,11,10,Carbamidomethylation; TMT6plex; Deamidation (NQ),31420,60S ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=1 SV=2
P36916|GNL1_MOUSE,2.11,156.15,1.55E+03,1.74E+03,1,1.13,7,4,4,Carbamidomethylation; TMT6plex,68771,Guanine nucleotide-binding protein-like 1 OS=Mus musculus GN=Gnl1 PE=1 SV=4
P17563|SBP1_MOUSE,2.96,156.03,266,311.619,1,1.17,4,5,1,TMT6plex; Deamidation (NQ),52514,Selenium-binding protein 1 OS=Mus musculus GN=Selenbp1 PE=1 SV=2
Q3V132|ADT4_MOUSE,0.98,155.79,1.21E+03,1.16E+03,1,0.96,5,7,2,TMT6plex,35258,ADP/ATP translocase 4 OS=Mus musculus GN=Slc25a31 PE=1 SV=1
Q9CQ75|NDUA2_MOUSE,8.63,155.64,2.88E+03,4.05E+03,1,1.41,30,5,3,TMT6plex,10916,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Mus musculus GN=Ndufa2 PE=1 SV=3
Q99K48|NONO_MOUSE,2.29,155.56,5.12E+03,4.25E+03,1,0.83,11,8,7,TMT6plex,54541,Non-POU domain-containing octamer-binding protein OS=Mus musculus GN=Nono PE=1 SV=3
Q8BKC5|IPO5_MOUSE,0.54,155.45,697,667.414,1,0.96,1,2,1,TMT6plex,123591,Importin-5 OS=Mus musculus GN=Ipo5 PE=1 SV=3
Q9DAS9|GBG12_MOUSE,2.48,155.34,6.61E+03,7.16E+03,1,1.08,54,4,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),7997,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus GN=Gng12 PE=1 SV=3
tr|A0A0N4SW28|A0A0N4SW28_MOUSE,2.48,155.34,6.61E+03,7.16E+03,1,1.08,47,4,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),9182,Guanine nucleotide-binding protein subunit gamma OS=Mus musculus GN=Gng12 PE=1 SV=1
Q9CQI3|GMFB_MOUSE,2.24,155.28,1.98E+04,1.72E+04,1,0.87,41,7,5,Carbamidomethylation; TMT6plex; Oxidation (M),16723,Glia maturation factor beta OS=Mus musculus GN=Gmfb PE=1 SV=3
tr|A2AIM4|A2AIM4_MOUSE,14.18,155.26,862,835.163,1,0.97,10,11,3,TMT6plex; Deamidation (NQ),32994,Tropomyosin beta chain OS=Mus musculus GN=Tpm2 PE=1 SV=1
Q9ESJ4|SPN90_MOUSE,2.55,155.18,2.57E+03,2.69E+03,1,1.05,6,5,4,Carbamidomethylation; TMT6plex,78572,NCK-interacting protein with SH3 domain OS=Mus musculus GN=Nckipsd PE=1 SV=2
Q9WUM3|COR1B_MOUSE,1.4,155.17,8.16E+03,7.47E+03,1,0.92,17,9,8,Carbamidomethylation; TMT6plex,53912,Coronin-1B OS=Mus musculus GN=Coro1b PE=1 SV=1
P35293|RAB18_MOUSE,3.17,155.07,981,806.509,1,0.82,13,5,2,Carbamidomethylation; TMT6plex,23035,Ras-related protein Rab-18 OS=Mus musculus GN=Rab18 PE=1 SV=2
Q06185|ATP5I_MOUSE,2.29,154.95,1.98E+04,1.97E+04,1,1,61,6,4,TMT6plex,8236,ATP synthase subunit e  mitochondrial OS=Mus musculus GN=Atp5i PE=1 SV=2
O70252|HMOX2_MOUSE,2.05,154.84,1.27E+03,1.19E+03,1,0.94,15,3,3,TMT6plex,35739,Heme oxygenase 2 OS=Mus musculus GN=Hmox2 PE=1 SV=1
O08547|SC22B_MOUSE,6.29,154.78,701,801.136,1,1.14,13,3,2,TMT6plex,24741,Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=3
tr|A2AE27|A2AE27_MOUSE,12.78,154.69,2.33E+03,2.47E+03,1,1.06,5,6,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),94696,AMP deaminase OS=Mus musculus GN=Ampd2 PE=1 SV=1
P70372|ELAV1_MOUSE,2.2,154.46,854,639.357,1,0.75,2,1,1,TMT6plex,36169,ELAV-like protein 1 OS=Mus musculus GN=Elavl1 PE=1 SV=2
Q8BL65|ABLM2_MOUSE,4.04,154.32,1.85E+03,2.05E+03,1,1.11,6,7,4,TMT6plex,68107,Actin-binding LIM protein 2 OS=Mus musculus GN=Ablim2 PE=1 SV=1
tr|E9Q4K0|E9Q4K0_MOUSE,4.04,154.32,1.85E+03,2.05E+03,1,1.11,6,7,4,TMT6plex,73650,Actin-binding LIM protein 2 OS=Mus musculus GN=Ablim2 PE=1 SV=1
P10639|THIO_MOUSE,2.2,154.15,2.93E+04,2.57E+04,1,0.88,41,5,5,Carbamidomethylation; TMT6plex; Oxidation (M),11675,Thioredoxin OS=Mus musculus GN=Txn PE=1 SV=3
P28740|KIF2A_MOUSE,1.59,154.09,2.96E+03,2.73E+03,1,0.92,8,9,6,Carbamidomethylation; TMT6plex,79756,Kinesin-like protein KIF2A OS=Mus musculus GN=Kif2a PE=1 SV=2
tr|E0CZ72|E0CZ72_MOUSE,1.59,154.09,2.96E+03,2.73E+03,1,0.92,8,9,6,Carbamidomethylation; TMT6plex,83861,Kinesin-like protein OS=Mus musculus GN=Kif2a PE=1 SV=1
Q9DAW9|CNN3_MOUSE,5.95,154.09,1.97E+03,1.54E+03,1,0.78,14,4,3,Carbamidomethylation; TMT6plex; Deamidation (NQ),36429,Calponin-3 OS=Mus musculus GN=Cnn3 PE=1 SV=1
Q80UW2|FBX2_MOUSE,2.62,154.04,4.09E+03,3.84E+03,1,0.94,23,7,6,Carbamidomethylation; TMT6plex,33676,F-box only protein 2 OS=Mus musculus GN=Fbxo2 PE=1 SV=1
P62754|RS6_MOUSE,7.72,153.95,2.46E+03,1.60E+03,1,0.65,14,5,3,Carbamidomethylation; TMT6plex,28681,40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=1 SV=1
Q3V3I2|GNAT3_MOUSE,1.27,153.73,478,468.026,1,0.98,2,5,1,TMT6plex,40316,Guanine nucleotide-binding protein G(t) subunit alpha-3 OS=Mus musculus GN=Gnat3 PE=1 SV=2
Q9JJU8|SH3L1_MOUSE,4.19,153.67,6.18E+03,4.74E+03,1,0.77,52,5,5,Carbamidomethylation; TMT6plex,12811,SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus GN=Sh3bgrl PE=1 SV=1
P60122|RUVB1_MOUSE,2.16,153.67,1.01E+03,825.612,1,0.82,6,2,2,TMT6plex,50214,RuvB-like 1 OS=Mus musculus GN=Ruvbl1 PE=1 SV=1
P46664|PURA2_MOUSE,2.74,153.57,3.15E+03,3.19E+03,1,1.01,11,5,5,TMT6plex,50021,Adenylosuccinate synthetase isozyme 2 OS=Mus musculus GN=Adss PE=1 SV=2
Q61425|HCDH_MOUSE,0.9,153.36,3.39E+03,3.56E+03,1,1.05,14,7,5,Carbamidomethylation; TMT6plex,34464,Hydroxyacyl-coenzyme A dehydrogenase  mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2
Q3ULD5|MCCB_MOUSE,2.96,153.3,1.12E+03,961.721,1,0.86,6,3,3,TMT6plex; Deamidation (NQ),61379,Methylcrotonoyl-CoA carboxylase beta chain  mitochondrial OS=Mus musculus GN=Mccc2 PE=1 SV=1
Q9EPL2|CSTN1_MOUSE,3.08,152.92,1.52E+03,1.44E+03,1,0.94,3,3,3,TMT6plex,108900,Calsyntenin-1 OS=Mus musculus GN=Clstn1 PE=1 SV=1
