Supplemental Table 1 - List and annotation of quantified proteins,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,t-test Difference_14vs96 (=log2 foldchange LFQ[14w/96w]),-Log t-test p value_14vs96,Significance,LFQ intensity 141031_1_0138-141022FaBrS01TQ,LFQ intensity 141031_1_0138-141022FaBrS02TQ,LFQ intensity 141031_1_0138-141022FaBrS03TQ,LFQ intensity 141031_1_0138-141022FaBrS04TQ,LFQ intensity 141031_1_0138-141022FaBrS05TQ,LFQ intensity 141031_1_0138-141022FaBrS06TQ,LFQ intensity 141031_1_0138-141022FaBrS07TQ,LFQ intensity 141031_1_0138-141022FaBrS08TQ,LFQ intensity 141031_1_0138-141022FaBrS09TQ,LFQ intensity 141031_1_0138-141022FaBrS10TQ,LFQ intensity 141031_1_0138-141022FaBrS11TQ,LFQ intensity 141031_1_0138-141022FaBrS12TQ
Ddx17,Q501J6;Q3U741,Probable ATP-dependent RNA helicase DDX17,-0.164026,0.178288,nonsig,25.2801,25.1378,25.5412,26.2731,26.0668,24.9012,26.2853,25.343,26.1611,25.9789,25.437,25.6752
Xpnpep1,Q6P1B1;Q3UE92;S4R1I3,Xaa-Pro aminopeptidase 1,-0.177035,0.768733,nonsig,28.6885,29.3699,29.103,29.1891,28.5901,28.4574,28.625,28.4174,28.5105,28.8464,28.9029,28.5383
Agxt2,Q3UEG6;H7BWY3,"Alanine--glyoxylate aminotransferase 2, mitochondrial",-0.193954,0.519053,nonsig,29.1927,28.7121,28.5936,28.8347,28.2763,28.064,28.2026,28.6847,28.7701,28.2751,28.5719,28.3863
Uroc1,Q8VC12;Q3UEL5,Urocanate hydratase,0.171253,0.235518,nonsig,26.3886,24.7565,25.6772,25.7057,25.1806,25.6641,25.2778,24.6914,25.3916,24.4812,25.3576,24.8985
Parva,Q3UF75;Q9EPC1,Alpha-parvin,-0.702814,0.303894,nonsig,25.1946,26.1122,25.4691,25.7897,26.4614,22.4909,25.836,26.0936,26.2526,25.1422,25.7146,26.5836
Dazap1,Q9JII5;Q3UGB5,DAZ-associated protein 1,-1.18186,1.03824,sig,24.6768,24.5229,23.9078,25.8037,24.4908,24.3829,25.6344,22.8716,25.1763,25.7232,25.346,25.8616
Myh10,Q61879;Q5SV64;Q3UH59,Myosin-10,-0.677691,1.22968,nonsig,26.4754,26.4238,26.433,26.6501,26.3993,26.2388,26.4681,26.6292,27.1403,27.0068,26.4694,27.8296
Snx27,Q3UHD6;D6RE54;E9PW30,Sorting nexin-27,-0.0677438,0.196137,nonsig,24.3609,24.2022,23.4903,24.3367,24.3261,24.4349,24.3915,24.3437,24.6639,24.6808,24.1756,24.2467
Mccc2,Q3ULD5,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",0.0301166,0.0495522,nonsig,29.391,29.1285,29.051,29.426,29.5669,29.6185,29.3363,28.9836,29.1649,29.3515,29.0842,29.7842
Gpd1l,Q3ULJ0,Glycerol-3-phosphate dehydrogenase 1-like protein,0.408367,0.342391,nonsig,26.7212,27.1463,26.862,27.272,25.7707,26.3256,26.8137,26.2509,26.0906,25.9637,24.6201,26.8531
Ppp1r7,Q3UM45,Protein phosphatase 1 regulatory subunit 7,0.0957985,0.0465664,nonsig,24.0525,23.9521,24.0769,25.5071,25.7956,24.1417,23.4636,25.4787,25.266,23.4698,24.2981,25.4626
Acsm3,Q3UNX5,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",0.493766,1.07317,nonsig,29.7019,29.1325,29.5161,29.6743,30.2945,30.62,31.0837,31.0031,30.3856,29.8896,30.1444,30.6066
,Q3UNZ8,Quinone oxidoreductase-like protein 2,-0.141452,0.397696,nonsig,29.5975,29.468,29.8041,29.3584,29.8214,30.3822,29.7984,30.2863,30.1458,30.1703,30.2511,30.2868
Sec31a,Q3UPL0;S4R2A9,Protein transport protein Sec31A,-0.130497,0.649163,nonsig,27.5714,27.2821,27.3423,27.7605,27.4855,27.5881,27.4261,27.5165,27.5739,27.4986,27.5651,27.9005
Acsf3,Q3URE1,"Acyl-CoA synthetase family member 3, mitochondrial",-0.563582,0.649953,nonsig,24.9105,25.0924,24.9239,24.4488,23.9713,25.166,24.9191,23.8449,25.1866,25.4013,24.3022,25.2655
Mpst,Q99J99;Q3UW66,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,-0.364659,0.720113,nonsig,28.4105,27.8436,28.0335,27.6136,28.13,28.1878,27.6054,27.6937,28.5323,28.6194,28.1707,27.7532
Pecr,Q3UXD9;Q99MZ7,Peroxisomal trans-2-enoyl-CoA reductase,0.782702,1.69042,nonsig,31.3762,30.9218,31.6271,30.8643,31.2328,32.3594,31.8716,31.5185,31.0247,31.1,30.8305,30.8963
Sult1d1,Q3UZZ6,Sulfotransferase 1 family member D1,0.148094,0.459719,nonsig,31.9536,31.6806,32.0622,31.9926,32.3201,32.0885,31.9367,31.7528,31.7851,31.8009,32.1209,31.7988
Pls1,Q3V0K9,Plastin-1,0.458741,1.72275,nonsig,27.5782,26.9266,27.1586,28.3265,27.6771,27.6002,27.8392,28.0584,27.2625,27.0802,27.5291,27.4682
Acly,Q91V92;Q3V117,ATP-citrate synthase,-0.0674863,0.0743847,nonsig,27.992,30.7591,28.4367,28.8682,29.2315,28.3362,29.4832,29.1307,28.7509,29.7158,28.9184,29.0663
Ccdc110,Q3V125,Coiled-coil domain-containing protein 110,-1.09044,0.748046,nonsig,24.9023,24.3127,24.192,25.5095,23.559,23.3022,25.517,25.644,25.1972,24.9271,25.7342,26.5255
Dync2h1,Q45VK7,Cytoplasmic dynein 2 heavy chain 1,1.13562,0.662373,nonsig,31.8982,28.4849,27.7994,31.309,26.3803,25.7383,27.4277,24.8568,25.5779,26.2649,23.398,24.6197
Cdv3,Q4VAA2,Protein CDV3,-0.7502,0.989306,nonsig,23.6182,23.3828,24.9158,23.9255,24.1382,23.3507,23.2551,23.1933,25.1439,23.7292,24.2264,23.8387
Arhgap1,Q5FWK3;A2AH25,Rho GTPase-activating protein 1,-0.804375,0.366557,nonsig,26.8994,27.7116,27.3962,27.568,27.6782,23.8068,27.4141,27.4741,26.8147,27.6218,27.547,27.6071
Sdr39u1,Q5M8N4,Epimerase family protein SDR39U1,0.188884,0.145505,nonsig,24.7857,24.2296,24.9857,23.5086,25.6829,23.5747,25.0989,25.1137,24.2107,25.0339,24.9852,24.4848
Crk,Q8JZR2;Q5ND50;Q64010;F7D232,Adapter molecule crk,-0.914326,0.735294,nonsig,25.1834,24.8892,24.3271,25.4124,26.3174,24.141,25.2492,23.5993,25.7079,25.6383,25.6469,25.9711
Clint1,Q5SUH7;Q99KN9;Q5SUH6,Clathrin interactor 1,-0.115604,0.544717,nonsig,26.5919,26.7086,26.1148,26.7767,26.2622,26.2074,26.1299,26.3055,26.3058,26.2223,26.2303,26.6089
Ewsr1,Q5SUT0;Q61545;Q5SUS9,RNA-binding protein EWS,-0.0897636,0.166822,nonsig,24.7899,25.0978,25.5839,25.2446,25.3092,25.313,25.509,24.8092,25.6897,24.983,25.2954,25.3313
Cluh,Q5SW19,Clustered mitochondria protein homolog,0.0239525,0.0314482,nonsig,26.3872,26.2783,25.7312,26.35,25.5995,26.0991,26.1328,25.2033,26.0245,25.9175,25.5507,25.4463
Acaca,Q5SWU9,Acetyl-CoA carboxylase 1;Biotin carboxylase,-0.0780158,0.0416859,nonsig,24.306,28.5021,24.7748,25.8785,25.3192,23.2772,25.6839,25.0826,24.9401,25.9431,24.5393,24.2526
Cltc,Q68FD5;Q5SXR6,Clathrin heavy chain 1,-0.0721302,0.197021,nonsig,32.7732,32.9611,33.0125,32.5898,32.629,32.9951,32.83,32.8236,32.8893,32.6998,33.241,32.7359
Myo1d,Q5SYD0,Unconventional myosin-Id,0.0897007,0.0776504,nonsig,24.034,23.9054,24.0702,24.1784,25.0481,24.045,24.2787,24.4863,24.5244,25.1103,23.4001,24.4644
Agphd1,Q5U5V2,Hydroxylysine kinase,0.0876818,0.167716,nonsig,29.0277,28.6327,29.0084,29.1041,29.1007,29.6268,29.1793,29.1557,29.4818,29.3358,28.7357,29.1586
Rpl10a,Q5XJF6;P53026,Ribosomal protein;60S ribosomal protein L10a,0.0227661,0.0241132,nonsig,28.5208,27.5413,27.9489,27.5001,27.7288,27.5005,27.9628,26.5889,27.6384,27.3766,27.1149,27.5601
Arcn1,Q5XJY5,Coatomer subunit delta,-0.0309401,0.0378608,nonsig,27.184,27.1242,26.4151,27.3201,26.8465,26.5541,27.1154,26.5088,27.1752,26.5815,26.1897,27.2021
Ogdh,Q60597,"2-oxoglutarate dehydrogenase, mitochondrial",0.133005,0.548447,nonsig,32.0612,32.4252,31.8106,31.9048,31.8529,32.1477,31.8203,31.8888,32.0287,31.8046,31.654,31.6903
Cttn,Q921L6;Q60598,Src substrate cortactin,-0.437965,0.436041,nonsig,27.4375,27.3743,26.6701,26.9444,26.8252,26.0584,26.5796,25.8195,27.1103,26.2284,26.0263,27.6696
Scin,Q60604,Adseverin,-0.704313,0.645793,nonsig,26.2699,25.6843,25.5065,27.874,26.0956,25.4587,26.4832,26.8679,26.8134,26.175,26.5855,28.1488
Myl6,Q60605,Myosin light polypeptide 6,-0.385612,1.77516,nonsig,30.5636,30.4831,30.5614,30.8966,30.8542,30.5421,30.5405,30.8327,30.8927,31.273,31.0439,31.1023
Psmb6,Q60692,Proteasome subunit beta type-6,-0.127641,0.122884,nonsig,26.4527,26.5375,26.9776,27.0995,26.2516,26.674,26.6534,25.2776,26.12,26.9404,26.3084,25.9982
Gcdh,Q60759,"Glutaryl-CoA dehydrogenase, mitochondrial",0.238053,1.16323,nonsig,30.3011,29.9611,30.0034,30.0375,30.0346,30.2791,30.1388,30.3466,29.8592,29.829,29.9698,30.1888
Slc34a1,Q9D2V6;Q60825,Sodium-dependent phosphate transport protein 2A,0.164209,0.283498,nonsig,24.9735,25.987,24.9814,24.6399,24.4881,24.2225,24.541,24.4263,24.3953,24.584,23.5739,24.4679
Stip1,Q60864,Stress-induced-phosphoprotein 1,-0.0296059,0.0481562,nonsig,28.0837,27.8589,27.9001,28.422,27.7102,28.1999,28.0743,27.5769,27.6636,28.3244,27.6806,28.0112
Caprin1,Q60865,Caprin-1,0.00263453,0.00344492,nonsig,26.7734,26.3905,26.8019,25.8671,26.3595,26.2201,26.3274,25.4612,26.226,26.4037,25.7608,25.9672
Pter,Q60866;A2AUR5,Phosphotriesterase-related protein,-0.0119739,0.0254351,nonsig,30.7209,30.4498,30.6443,30.4189,30.4493,30.562,30.4606,30.3224,30.1687,30.5555,30.8492,30.269
Vdac1,Q60932,Voltage-dependent anion-selective channel protein 1,0.132195,0.267333,nonsig,29.9138,29.6671,29.9137,29.8663,29.9156,30.2172,29.9342,30.2908,30.0764,29.8856,29.5056,30.3614
Adck3,Q60936;E0CYD3;E0CYT4;E0CYG7;E0CZ05;E0CXT4;E0CXR6;E0CYC1;E0CXR1,"Chaperone activity of bc1 complex-like, mitochondrial",0.117887,0.14621,nonsig,28.2008,27.6268,28.5919,28.2749,28.9528,28.1907,28.1748,28.3086,28.2201,28.8142,28.4712,27.6499
Rbbp4,Q60972,Histone-binding protein RBBP4,-0.236533,0.470376,nonsig,25.6779,25.2332,24.9957,25.5227,24.8294,25.0091,25.0477,24.3335,25.0202,25.4178,25.0789,24.649
Tmpo,Q61029,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",0.843059,0.533388,nonsig,23.3344,25.4505,25.6376,24.3443,25.5362,25.1451,25.6555,24.7533,25.6817,23.261,25.6078,23.1672
Hars;Hars2,Q61035;G5E823;Q99KK9,"Histidine--tRNA ligase, cytoplasmic;Probable histidine--tRNA ligase, mitochondrial",-0.180189,0.122673,nonsig,25.2193,24.8712,23.368,25.3271,24.9745,23.8855,25.0745,22.9584,23.879,24.3092,24.4488,24.9766
Cdc37,Q61081,Hsp90 co-chaperone Cdc37,0.0236111,0.0887438,nonsig,26.4378,25.4555,24.2205,26.2288,25.8366,26.2635,26.0077,26.0913,25.9484,26.0483,26.1227,25.9852
Gstt2,Q61133,Glutathione S-transferase theta-2,-0.562059,2.23838,nonsig,29.1949,28.9478,28.684,28.895,29.0185,29.4173,29.0975,29.2417,29.9925,29.7917,29.7411,29.4979
Mapre1,Q61166,Microtubule-associated protein RP/EB family member 1,-0.416247,1.1321,nonsig,25.4163,25.223,25.4729,25.7996,25.1842,25.2215,25.7671,25.5879,26.1026,25.4968,25.8587,25.9676
Prdx2,Q61171;D3Z4A4,Peroxiredoxin-2,0.0510201,0.139826,nonsig,30.2543,30.2748,30.2562,30.4667,29.9951,30.1966,30.2021,30.4442,29.8992,30.093,30.3642,30.2775
Lcp1,Q61233,Plastin-2,-1.43752,1.59867,sig,24.1287,24.2722,23.8016,24.5236,24.7329,23.2877,24.5869,25.1112,25.8758,25.256,25.7299,26.6071
Igbp1,Q61249,Immunoglobulin-binding protein 1,-0.179999,0.176876,nonsig,24.827,23.9089,24.2449,25.2543,25.2325,23.8785,25.2413,25.4768,25.0218,24.8254,25.1383,25.5636
Bcap31,Q61335,B-cell receptor-associated protein 31,0.00681734,0.0127529,nonsig,26.7038,26.6866,26.8351,27.1052,27.0709,27.119,27.2466,26.7813,27.1789,27.274,26.6027,27.135
Hadh,Q61425,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",0.236867,1.06986,nonsig,32.9077,32.8741,32.8298,32.6559,32.9409,33.0867,32.9644,32.8667,32.5214,32.8183,32.981,32.5906
Gdi2,Q61598,Rab GDP dissociation inhibitor beta,-0.192155,0.569022,nonsig,30.8137,30.8524,30.9096,30.9993,30.7453,31.1232,30.9777,31.1558,31.1199,30.8853,31.4899,31.2756
Ddx5,Q61656;Q8BTS0;S4R1I6,Probable ATP-dependent RNA helicase DDX5,-0.0939722,0.169721,nonsig,26.5922,26.8957,26.9726,26.6014,26.7737,26.6391,26.8097,26.3169,26.8376,27.0902,26.222,26.7653
Phgdh,Q61753,D-3-phosphoglycerate dehydrogenase,-0.307569,0.108158,nonsig,27.4277,24.2405,22.6169,27.3702,25.8511,23.2142,26.3341,26.0151,23.3761,26.3813,26.2789,26.6084
Hsd3b4;Gm4450;Hsd3b5,Q61767;E9Q007;Q61694,3 beta-hydroxysteroid dehydrogenase type 4;3 beta-hydroxysteroid dehydrogenase type 5,-0.127335,0.267212,nonsig,28.6396,28.2218,28.2881,28.4974,28.5188,27.9096,27.8659,28.0808,28.5845,28.0171,28.0735,28.2093
Kif5b,Q61768;E9QAK5,Kinesin-1 heavy chain,-0.200916,0.263848,nonsig,26.0974,26.37,26.565,26.747,26.5126,26.346,27.0158,26.3564,27.0164,26.577,26.0976,27.3436
Lasp1,Q61792;A2A6G9;A2A6H0;A2A6G7;A2A6G8;A2A6G6,LIM and SH3 domain protein 1,-0.25199,0.46171,nonsig,27.4013,28.1703,28.2258,27.6195,27.9227,27.7567,27.814,27.0191,27.9727,28.0833,27.4827,27.9816
Mep1b,Q61847,Meprin A subunit beta,0.582774,0.989242,nonsig,28.0317,27.0603,27.501,28.4889,28.3112,28.1538,28.4617,28.7158,27.8088,27.3409,27.5507,28.6111
Npm1,Q61937;Q9DAY9;Q5SQB0;Q5SQB5,Nucleophosmin,-0.182965,0.253467,nonsig,28.1873,28.3036,27.868,28.3113,28.3134,28.1749,28.2795,27.9135,28.7597,27.9251,27.8178,28.9105
Pcbp2;Pcbp3,Q61990;E9Q7D8;P57722,Poly(rC)-binding protein 2;Poly(rC)-binding protein 3,-0.980085,0.764394,nonsig,24.1979,26.2484,26.2613,26.1723,25.7465,24.1199,24.302,24.0621,26.1608,26.2164,25.656,24.1176
Srsf2,Q62093,Serine/arginine-rich splicing factor 2,-0.143759,0.0896621,nonsig,27.1016,26.7976,27.3262,27.7056,27.5241,26.0404,26.5271,27.3604,27.2429,25.7081,27.1517,27.9244
Ddx3x;Ddx3y;D1Pas1,Q62167;Q62095;P16381,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y;Putative ATP-dependent RNA helicase Pl10,0.0528679,0.141466,nonsig,28.1984,28.4969,28.4926,28.6127,28.5413,28.1901,28.3742,28.3657,28.1165,28.5574,28.4933,28.0926
Sptbn1,Q62261,"Spectrin beta chain, non-erythrocytic 1",-0.0738544,0.262396,nonsig,31.4035,31.0695,31.3313,31.4562,31.3181,31.1726,31.3193,31.3526,31.5407,31.3758,31.0559,31.4855
Thrsp,Q62264,Thyroid hormone-inducible hepatic protein,0.788666,0.720405,nonsig,22.5735,27.7845,24.0835,24.6891,24.9665,24.3194,25.2646,25.2547,23.6152,25.6104,23.5804,23.8446
Trim28,Q62318,Transcription intermediary factor 1-beta,0.264846,0.197157,nonsig,25.6504,25.2646,24.3673,25.3072,24.3853,25.3695,23.5792,24.717,23.7349,23.5856,24.4385,25.2327
Snrnp70,Q62376,U1 small nuclear ribonucleoprotein 70 kDa,-0.00037384,0.000280973,nonsig,25.1286,25.396,25.8998,25.5484,25.3682,25.9766,25.5754,24.6605,25.4741,24.4495,26.1128,25.5458
Dbnl,Q62418,Drebrin-like protein,-0.474524,3.67593,nonsig,26.9148,26.9086,26.6804,27.374,26.7209,26.7437,26.7141,26.7643,27.1708,27.1259,27.1607,27.3837
Ndufa4,Q62425,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4,1.11836,0.495114,nonsig,27.6247,28.3984,27.6677,28.3333,27.6867,27.5408,28.3748,28.0752,27.7123,23.7964,27.4711,28.2243
Cstb,Q62426,Cystatin-B,-0.484207,0.532715,nonsig,26.6569,26.7591,26.9306,26.3147,26.2112,27.3127,25.9201,27.0149,27.1908,27.3724,27.4988,26.3337
Ndrg1,Q62433,Protein NDRG1,-0.0705891,0.19127,nonsig,31.7593,31.338,31.9058,31.479,31.3727,31.4608,31.452,31.4197,31.899,31.2562,31.3295,31.5029
Fkbp3,Q62446,Peptidyl-prolyl cis-trans isomerase FKBP3,-0.156953,0.226075,nonsig,26.6016,26.6381,26.7304,26.8934,27.0978,26.1819,27.0423,26.3617,26.4987,27.2183,26.8893,26.7052
Vil1,Q62468,Villin-1,-0.0795245,0.355425,nonsig,30.8539,30.3172,30.7809,30.8942,31.0349,31.3017,31.1607,31.0996,31.1011,31.0934,31.4022,31.3182
Sdpr,Q63918,Serum deprivation-response protein,-0.582954,0.880326,nonsig,24.88,25.7895,24.8279,25.3517,25.1,24.7833,25.1687,25.1376,25.0876,25.9856,25.0891,26.3592
Btf3,Q64152,Transcription factor BTF3,-0.222915,0.108276,nonsig,25.3351,26.4813,26.4099,25.5054,23.4383,22.7551,25.4401,25.578,24.1895,24.0395,25.2467,24.6273
Svs6,Q9D268;Q64356,Seminal vesicle secretory protein 6,-1.57729,0.683199,sig,24.0592,24.3928,23.5785,22.7721,24.2799,24.3823,23.7898,24.5148,25.7483,25.5154,23.3148,28.6976
Hspe1,Q64433,"10 kDa heat shock protein, mitochondrial",0.493512,2.01148,nonsig,30.9515,30.4245,30.276,30.8107,31.0351,30.8144,30.9584,30.7505,30.4245,30.7087,30.2604,30.1907
Sord,Q64442,Sorbitol dehydrogenase,-0.0116682,0.0281638,nonsig,32.7635,32.4974,32.7918,32.6799,32.56,32.7359,32.5711,32.2149,32.5015,32.6821,32.6564,32.2885
Cyp4b1,Q64462;F6X6A4,Cytochrome P450 4B1,0.199946,0.391226,nonsig,30.4069,31.136,31.5083,30.0765,31.8539,32.0566,32.1576,32.4863,31.5194,31.9313,32.4027,31.9012
Gstt1,Q64471;D3Z3X5,Glutathione S-transferase theta-1,-0.49068,0.777673,nonsig,28.3306,28.2489,28.5949,28.2263,28.4942,28.5241,28.5279,27.4584,28.8692,28.7056,29.0886,28.304
Gk,Q64516,Glycerol kinase,0.0151443,0.071858,nonsig,30.6006,30.2966,30.9282,30.5612,30.7583,30.8403,30.8358,30.6152,30.5944,30.7482,30.8339,30.8125
Gpd2,Q64521;A2AQR0,"Glycerol-3-phosphate dehydrogenase, mitochondrial",0.350268,0.387988,nonsig,26.3491,27.2403,26.1251,26.761,26.4985,26.6169,26.466,27.7277,26.1254,26.2291,26.3224,27.2313
Nqo1,Q64669,NAD(P)H dehydrogenase [quinone] 1,-0.301367,2.43644,nonsig,26.1377,25.6378,25.9877,26.221,26.3921,26.1752,26.253,26.1233,26.568,26.5966,26.4627,26.5216
Vcl,Q64727,Vinculin,-0.270052,0.569441,nonsig,28.9432,28.9053,29.1135,29.0883,29.4267,28.8523,28.9307,29.6511,29.4786,29.6243,29.6598,29.1783
FAM120A,Q6A0A9,Constitutive coactivator of PPAR-gamma-like protein 1,-0.0192156,0.104342,nonsig,25.1056,24.7098,25.6524,25.3069,25.1264,25.2033,25.2905,25.185,25.0623,25.2059,25.2829,25.331
Prdx6,Q6GT24;D3Z0Y2;O08709,Peroxiredoxin-6,0.261573,1.7698,nonsig,30.5701,30.4616,30.9356,30.7526,30.9719,30.929,30.9263,30.7103,30.492,30.6596,30.592,30.7476
Parpbp,Q6IRT3,PCNA-interacting partner,-0.327203,0.083314,nonsig,24.3467,23.6933,24.1096,24.2099,27.3148,24.5118,27.3214,24.1868,28.4369,23.1392,27.1455,25.9221
Tpm4,Q6IRU2,Tropomyosin alpha-4 chain,-0.50545,2.4648,nonsig,29.5716,28.8106,29.2422,29.6972,29.5144,29.1863,29.4987,29.1728,29.9385,29.6959,29.8845,29.8752
Cltb,Q6IRU5;F7BHJ0,Clathrin light chain B,-0.0293865,0.0484829,nonsig,24.8571,24.5806,24.5479,24.5364,24.5866,24.1746,24.5499,23.6964,24.3217,24.1709,24.3812,24.2513
Npepl1,Q6NSR8,Probable aminopeptidase NPEPL1,-0.788846,0.705125,nonsig,24.7947,24.3351,23.5277,24.9345,22.6966,23.4077,24.0326,24.191,25.5926,24.0285,24.2188,23.6434
Snx1,Q6NZD2;Q9WV80,Sorting nexin-1,-0.0216556,0.0467498,nonsig,27.2071,26.622,27.0688,26.8822,26.9974,27.1361,27.2572,26.9322,27.052,27.3407,26.7133,27.3036
Sri,Q6P069,Sorcin,-0.284679,1.30967,nonsig,26.9346,27.1428,27.7372,26.8361,26.8986,27.153,27.1551,26.7766,27.217,27.4426,27.3253,27.137
Ppp2r2a,Q6P1F6,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,0.312795,1.02264,nonsig,23.5476,24.6942,24.1567,26.0794,25.3521,25.6064,25.3805,25.9508,25.3794,25.3787,25.2195,25.0611
Bckdhb,Q6P3A8,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",-0.361947,1.11382,nonsig,26.5433,26.5382,26.0348,26.2546,26.6529,26.3096,26.1937,26.1857,26.8018,26.8451,26.8335,26.3095
Clpx,Q6P8N8;Q9JHS4,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",-0.678843,0.413119,nonsig,24.0856,25.9627,24.8193,26.1551,26.5785,23.5691,26.1844,26.4487,26.4823,26.7053,26.2284,26.08
Snx6,Q6P8X1,Sorting nexin-6,-0.326188,0.815346,nonsig,28.1106,27.352,27.9838,27.9274,28.0619,27.7334,27.652,27.8227,28.4828,28.3166,27.6565,28.1189
Lrpprc,Q6PB66,"Leucine-rich PPR motif-containing protein, mitochondrial",0.186221,0.651742,nonsig,29.781,30.0201,29.7993,29.6941,30.0131,29.7808,29.6135,30.0388,29.6427,29.4539,29.9037,29.7011
Etfdh,Q6PF96;Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",0.279469,0.97422,nonsig,30.1387,30.2188,29.7516,30.1647,30.4238,30.4259,30.4225,29.8651,30.1072,30.0437,29.9743,29.8942
,Q6PIU9,Uncharacterized protein FLJ45252 homolog,-0.0976992,0.0549679,nonsig,23.4961,22.3223,23.1557,24.3876,24.1447,24.8546,23.1334,23.2703,24.1181,25.2163,23.0192,23.4402
Tardbp,Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4;Q921F2,TAR DNA-binding protein 43,-0.158038,0.211834,nonsig,28.2264,27.9318,28.2752,28.3878,28.168,27.7779,28.2473,26.9719,28.0146,27.9108,28.0632,27.8086
Cand1,Q6ZQ38,Cullin-associated NEDD8-dissociated protein 1,0.14338,0.363518,nonsig,28.149,27.6084,28.2432,28.3939,28.1209,27.977,28.2598,28.3119,27.9316,28.0346,27.6978,28.4321
Mlec,Q6ZQI3;D3Z1M3,Malectin,0.287284,0.53855,nonsig,25.8577,25.7374,26.1046,26.1963,26.2699,26.0962,26.8099,26.8916,25.8558,26.5648,26.1582,26.3398
Ugt1a7c,Q6ZQM8,UDP-glucuronosyltransferase 1-7C,0.187135,0.345819,nonsig,29.995,30.3898,30.5451,29.8401,30.6773,31.004,30.9771,31.6867,30.7441,31.1266,30.9678,30.758
Myl12a,Q6ZWQ9;D3YV37,,-0.346521,0.164898,nonsig,24.1334,26.1773,25.5841,24.4883,27.054,23.4156,25.1468,26.3312,25.7715,25.5063,25.7723,26.2835
Eif2s1,Q6ZWX6,Eukaryotic translation initiation factor 2 subunit 1,0.944961,0.515088,nonsig,26.2681,26.5743,26.4282,26.4299,26.6652,26.1779,26.2993,25.8269,25.8422,22.8479,26.0638,26.4355
Tmsb10,Q6ZWY8,Thymosin beta-10,-0.982296,0.531554,nonsig,26.7754,25.331,25.4554,27.0327,25.4097,25.6502,26.7742,24.4129,27.499,27.4147,24.4901,26.7724
Rpl36,Q6ZWZ4,60S ribosomal protein L36,0.648649,0.384517,nonsig,27.2465,26.2941,25.6877,23.7149,24.425,24.5173,26.5492,24.1139,23.3881,25.5296,23.6331,24.46
Rps12,Q6ZWZ6;P63323,40S ribosomal protein S12,-0.331694,0.414468,nonsig,28.9746,29.3032,29.7203,29.2624,28.1005,29.4463,28.0561,28.9275,29.0536,29.2224,28.8418,28.7394
Rpl17,Q9CPR4;Q6ZWZ7,60S ribosomal protein L17,0.489709,0.729017,nonsig,27.1597,27.1836,27.4236,26.7899,26.4607,27.0042,26.4005,26.9008,25.8794,26.1478,27.0373,25.7429
Ccbl2,Q71RI9,Kynurenine--oxoglutarate transaminase 3,1.05279,0.82397,nonsig,26.0214,26.443,24.8411,26.2691,26.2196,26.2455,26.515,26.9542,25.7836,25.4869,26.6966,23.756
Ppp2r1a,Q76MZ3,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,-0.0288019,0.0634604,nonsig,28.0992,28.7798,28.3839,28.8833,28.6692,28.8213,28.5619,28.9661,28.4725,28.8135,29.1252,28.7226
Usmg5,Q78IK2,Up-regulated during skeletal muscle growth protein 5,-0.311237,0.205056,nonsig,24.8266,22.9056,25.9544,26.612,26.2381,25.2767,24.0216,25.7053,25.3997,25.7182,24.7888,26.5799
Apool,Q78IK4;B1AV14,Apolipoprotein O-like,-0.137222,0.52756,nonsig,25.4869,25.301,24.7798,25.9575,25.6132,25.4894,25.4198,25.7086,25.6035,25.8015,25.4597,25.9152
Eci3,Q78JN3;E9PY42,,1.44535,3.15051,sig,27.911,28.2051,27.7903,28.7193,28.6903,29.2516,29.2536,29.3926,27.7277,27.7204,27.2756,28.0829
Haao,Q78JT3,"3-hydroxyanthranilate 3,4-dioxygenase",0.477273,0.186221,nonsig,25.9901,26.025,26.6058,24.2355,27.5805,24.0193,26.8231,26.4604,26.2458,23.8185,26.393,26.517
Slc22a18,Q78KK3,Solute carrier family 22 member 18,0.105124,0.0852412,nonsig,26.1514,25.9221,25.7968,26.1182,26.2224,25.0298,26.8045,26.1877,26.0628,26.213,25.2296,26.3185
Snd1,Q78PY7;Q3TJ56,Staphylococcal nuclease domain-containing protein 1,-0.109553,0.278239,nonsig,27.3983,27.2732,27.5731,27.8627,27.5237,27.3471,27.8841,27.3869,27.7022,27.6079,27.3748,27.895
