,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
tr|D3YYT1|D3YYT1_MOUSE,Glyr1,Putative oxidoreductase GLYR1 OS=Mus musculus OX=10090 GN=Glyr1 PE=1 SV=1,2,8.2,12.3,11.2,9.1,10.9,8.9,9.0,10.3,9.6,10.4,0.44007,0.83200
tr|E9Q236|E9Q236_MOUSE,Abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4 OS=Mus musculus OX=10090 GN=Abcc4 PE=1 SV=1",1,10.8,9.7,9.6,8.1,9.6,11.1,10.1,10.8,11.4,8.8,0.19186,0.74626
sp|Q8CEZ1|SMCO1_MOUSE,Smco1,Single-pass membrane and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Smco1 PE=2 SV=3,1,10.2,9.7,11.6,9.2,9.9,9.2,9.2,9.9,11.3,9.8,0.66048,0.87782
sp|Q9CYV5|TM135_MOUSE,Tmem135,Transmembrane protein 135 OS=Mus musculus OX=10090 GN=Tmem135 PE=2 SV=1,1,11.0,6.8,9.3,9.5,10.1,11.6,10.3,11.3,9.7,10.4,0.15072,0.72425
tr|E0CYV0|E0CYV0_MOUSE,Pcmt1,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1,8,8.7,9.5,10.2,9.7,9.1,9.8,10.5,11.0,10.2,11.3,0.01916,0.44130
sp|Q3TMH2|SCRN3_MOUSE,Scrn3,Secernin-3 OS=Mus musculus OX=10090 GN=Scrn3 PE=1 SV=1,7,9.9,9.4,9.8,10.0,10.1,9.7,10.4,10.3,9.8,10.6,0.16687,0.73238
sp|Q60737|CSK21_MOUSE,Csnk2a1,Casein kinase II subunit alpha OS=Mus musculus OX=10090 GN=Csnk2a1 PE=1 SV=2,13,10.9,9.1,10.7,9.6,10.4,10.1,10.1,9.2,9.7,10.3,0.54605,0.85590
sp|O54833|CSK22_MOUSE,Csnk2a2,Casein kinase II subunit alpha' OS=Mus musculus OX=10090 GN=Csnk2a2 PE=1 SV=1,1,13.4,12.9,9.7,11.3,7.0,8.9,8.5,12.3,7.1,9.0,0.27912,0.79147
sp|Q499X9|SYMM_MOUSE,Mars2,"Methionine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Mars2 PE=1 SV=2",4,9.5,12.3,11.9,14.8,9.0,9.8,8.7,7.3,7.9,8.9,0.04413,0.57732
sp|O35250|EXOC7_MOUSE,Exoc7,Exocyst complex component 7 OS=Mus musculus OX=10090 GN=Exoc7 PE=1 SV=2,4,9.0,10.8,9.7,10.1,9.5,9.4,10.2,10.1,10.1,11.1,0.45494,0.83442
tr|F8VPP8|F8VPP8_MOUSE,Zc3h7b,Zinc finger CCCH type-containing 7B OS=Mus musculus OX=10090 GN=Zc3h7b PE=1 SV=1,1,10.5,11.7,9.8,10.7,8.0,8.7,11.2,10.2,10.4,8.9,0.76577,0.89282
sp|Q8N7N5|DCAF8_MOUSE,Dcaf8,DDB1- and CUL4-associated factor 8 OS=Mus musculus OX=10090 GN=Dcaf8 PE=1 SV=1,1,9.6,9.3,12.0,9.7,9.9,10.1,9.8,9.2,10.1,10.2,0.68595,0.88182
tr|E9QAU9|E9QAU9_MOUSE,Lrch3,Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Mus musculus OX=10090 GN=Lrch3 PE=1 SV=1,1,8.4,9.4,11.3,8.9,9.9,8.2,10.4,10.9,11.8,10.8,0.31136,0.80254
sp|O08529|CAN2_MOUSE,Capn2,Calpain-2 catalytic subunit OS=Mus musculus OX=10090 GN=Capn2 PE=1 SV=4,22,10.7,9.9,10.0,9.8,9.8,10.2,9.9,9.6,9.6,10.4,0.62692,0.87211
sp|Q9CRB6|TPPP3_MOUSE,Tppp3,Tubulin polymerization-promoting protein family member 3 OS=Mus musculus OX=10090 GN=Tppp3 PE=1 SV=1,8,7.9,17.0,9.8,10.3,8.5,8.7,7.7,10.0,10.0,10.0,0.44870,0.83343
tr|Q8C405|Q8C405_MOUSE,Sp100,Nuclear autoantigen Sp-100 OS=Mus musculus OX=10090 GN=Sp100 PE=1 SV=1,1,8.5,10.1,11.6,9.3,8.8,9.8,10.9,9.9,11.3,9.7,0.34443,0.81198
sp|Q8BIL5|HOOK1_MOUSE,Hook1,Protein Hook homolog 1 OS=Mus musculus OX=10090 GN=Hook1 PE=1 SV=2,2,9.4,10.4,10.4,11.1,9.0,9.7,10.7,8.5,10.0,10.8,0.83903,0.90125
sp|Q8BMK4|CKAP4_MOUSE,Ckap4,Cytoskeleton-associated protein 4 OS=Mus musculus OX=10090 GN=Ckap4 PE=1 SV=2,7,9.9,14.6,13.0,10.0,9.4,7.4,8.6,7.6,10.3,9.3,0.05634,0.61307
sp|Q8R5A6|TB22A_MOUSE,Tbc1d22a,TBC1 domain family member 22A OS=Mus musculus OX=10090 GN=Tbc1d22a PE=1 SV=3,1,7.7,12.5,8.7,10.4,8.3,11.7,8.4,12.3,9.5,10.6,0.40975,0.82657
sp|Q8K013|GTPBA_MOUSE,Gtpbp10,GTP-binding protein 10 OS=Mus musculus OX=10090 GN=Gtpbp10 PE=2 SV=1,3,10.2,10.6,10.6,10.0,9.7,9.7,9.4,10.3,10.0,9.5,0.07618,0.65268
sp|P70698|PYRG1_MOUSE,Ctps1,CTP synthase 1 OS=Mus musculus OX=10090 GN=Ctps1 PE=1 SV=2,6,9.3,8.6,11.2,9.4,10.0,11.7,10.2,8.4,9.1,12.1,0.48422,0.84044
sp|P80313|TCPH_MOUSE,Cct7,T-complex protein 1 subunit eta OS=Mus musculus OX=10090 GN=Cct7 PE=1 SV=1,16,10.3,10.3,10.9,10.0,10.2,9.5,9.2,9.4,10.0,10.3,0.03711,0.54995
sp|Q8K0Z7|TACO1_MOUSE,Taco1,Translational activator of cytochrome c oxidase 1 OS=Mus musculus OX=10090 GN=Taco1 PE=1 SV=1,15,10.9,9.7,10.4,10.6,9.7,9.6,9.4,9.9,10.1,9.5,0.08181,0.66122
sp|P04247|MYG_MOUSE,Mb,Myoglobin OS=Mus musculus OX=10090 GN=Mb PE=1 SV=3,57,10.0,9.7,9.9,10.7,9.4,9.3,10.2,10.9,10.7,9.3,0.72079,0.88688
sp|Q9Z0X4|PDE3A_MOUSE,Pde3a,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A OS=Mus musculus OX=10090 GN=Pde3a PE=1 SV=1",3,8.9,8.8,8.9,10.6,12.6,12.2,10.2,10.5,7.1,10.2,0.94246,0.91112
sp|Q8VDC1|FYCO1_MOUSE,Fyco1,FYVE and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fyco1 PE=1 SV=1,19,9.2,10.7,10.0,11.0,10.1,9.4,8.9,10.1,10.9,9.6,0.39131,0.82289
sp|Q8BGC0|HTSF1_MOUSE,Htatsf1,HIV Tat-specific factor 1 homolog OS=Mus musculus OX=10090 GN=Htatsf1 PE=1 SV=1,5,9.1,10.2,11.4,9.6,9.9,10.8,9.5,9.2,9.2,11.1,0.88959,0.90634
sp|P27773|PDIA3_MOUSE,Pdia3,Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2,31,9.3,12.8,10.1,10.1,8.9,9.0,8.7,9.5,11.4,10.3,0.60177,0.86748
sp|Q9CX34|SGT1_MOUSE,Sugt1,Protein SGT1 homolog OS=Mus musculus OX=10090 GN=Sugt1 PE=1 SV=3,6,10.1,10.5,10.8,10.8,9.7,9.3,9.4,9.3,10.4,9.6,0.03400,0.53583
sp|Q80U78|PUM1_MOUSE,Pum1,Pumilio homolog 1 OS=Mus musculus OX=10090 GN=Pum1 PE=1 SV=2,1,8.5,10.3,10.3,12.5,9.9,10.1,8.5,11.7,9.2,9.0,0.50428,0.84581
sp|P60122|RUVB1_MOUSE,Ruvbl1,RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1,9,9.4,10.2,10.8,10.3,10.1,10.2,10.0,9.5,9.2,10.3,0.32297,0.80605
sp|Q9CZR8|EFTS_MOUSE,Tsfm,"Elongation factor Ts, mitochondrial OS=Mus musculus OX=10090 GN=Tsfm PE=1 SV=1",15,10.5,8.8,10.8,9.5,11.0,9.8,10.0,9.7,10.0,9.9,0.58778,0.86475
sp|Q9ESX5|DKC1_MOUSE,Dkc1,H/ACA ribonucleoprotein complex subunit DKC1 OS=Mus musculus OX=10090 GN=Dkc1 PE=1 SV=4,5,9.7,10.4,10.6,10.3,9.8,10.3,9.4,9.5,9.5,10.7,0.43658,0.83141
sp|Q9JII6|AK1A1_MOUSE,Akr1a1,Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3,13,8.9,10.4,9.5,9.1,10.2,9.8,10.0,10.0,11.7,10.4,0.13980,0.71781
sp|Q9DCT1|AKCL2_MOUSE,Akr1e2,"1,5-anhydro-D-fructose reductase OS=Mus musculus OX=10090 GN=Akr1e2 PE=1 SV=1",5,9.2,9.4,10.4,9.1,10.4,11.0,9.6,9.8,9.7,11.4,0.24486,0.77698
sp|E9Q401|RYR2_MOUSE,Ryr2,Ryanodine receptor 2 OS=Mus musculus OX=10090 GN=Ryr2 PE=1 SV=1,64,11.3,10.3,10.5,10.6,11.3,10.0,8.8,9.5,8.7,8.9,0.00130,0.15706
sp|E9PZQ0|RYR1_MOUSE,Ryr1,Ryanodine receptor 1 OS=Mus musculus OX=10090 GN=Ryr1 PE=1 SV=1,6,11.4,10.1,11.2,10.1,10.0,10.4,9.4,9.3,8.4,9.7,0.03258,0.52874
tr|A0A1Y7VK09|A0A1Y7VK09_MOUSE,Ryr2,Ryanodine receptor 2 (Fragment) OS=Mus musculus OX=10090 GN=Ryr2 PE=1 SV=1,1,11.5,12.3,13.0,11.5,8.8,11.3,5.9,7.8,8.1,9.7,0.03943,0.55944
sp|Q9JLI8|SART3_MOUSE,Sart3,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Mus musculus OX=10090 GN=Sart3 PE=1 SV=1,2,8.0,11.0,11.4,10.6,10.3,9.7,9.9,9.8,9.7,9.5,0.41100,0.82681
sp|Q8C8U0|LIPB1_MOUSE,Ppfibp1,Liprin-beta-1 OS=Mus musculus OX=10090 GN=Ppfibp1 PE=1 SV=3,1,9.3,12.0,8.6,9.7,9.8,7.8,9.0,11.8,12.6,9.3,0.81695,0.89885
sp|Q9CQF3|CPSF5_MOUSE,Nudt21,Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus OX=10090 GN=Nudt21 PE=1 SV=1,5,8.9,10.1,11.4,9.8,9.7,11.0,9.4,8.8,8.7,12.2,0.97208,0.91360
sp|Q8CC27|CACB2_MOUSE,Cacnb2,Voltage-dependent L-type calcium channel subunit beta-2 OS=Mus musculus OX=10090 GN=Cacnb2 PE=1 SV=1,9,9.7,9.0,9.7,10.4,9.9,10.6,9.7,10.3,10.4,10.2,0.10065,0.68513
sp|Q64010|CRK_MOUSE,Crk,Adapter molecule crk OS=Mus musculus OX=10090 GN=Crk PE=1 SV=1,5,9.8,10.2,10.6,8.9,9.7,9.3,9.8,10.3,10.8,10.6,0.45263,0.83406
tr|G3UVV6|G3UVV6_MOUSE,Mmrn1,MCG123217 OS=Mus musculus OX=10090 GN=Mmrn1 PE=1 SV=1,1,3.9,8.1,8.3,19.7,6.6,6.8,11.5,13.7,10.0,11.4,0.66493,0.87854
tr|D3Z4B2|D3Z4B2_MOUSE,Napg,Gamma-soluble NSF attachment protein (Fragment) OS=Mus musculus OX=10090 GN=Napg PE=1 SV=1,9,10.4,10.6,9.5,9.3,10.3,9.8,9.0,10.4,11.0,9.6,0.89463,0.90682
sp|Q64735|CR1L_MOUSE,Cr1l,Complement component receptor 1-like protein OS=Mus musculus OX=10090 GN=Cr1l PE=1 SV=1,8,9.2,10.2,10.1,9.9,9.5,10.6,9.5,10.3,10.3,10.4,0.12830,0.71001
sp|Q8R1S0|COQ6_MOUSE,Coq6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Mus musculus OX=10090 GN=Coq6 PE=1 SV=3",14,11.2,7.2,9.5,10.1,10.9,11.4,10.0,10.5,8.8,10.3,0.62544,0.87185
sp|Q9CQN7|RM41_MOUSE,Mrpl41,"39S ribosomal protein L41, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl41 PE=1 SV=1",6,10.1,10.5,10.4,9.1,10.4,9.0,9.1,9.5,11.9,9.9,0.69535,0.88323
sp|O54692|ZW10_MOUSE,Zw10,Centromere/kinetochore protein zw10 homolog OS=Mus musculus OX=10090 GN=Zw10 PE=1 SV=3,2,10.5,10.4,10.4,9.7,8.4,9.8,12.4,8.7,10.7,9.0,0.75861,0.89191
sp|Q9DBL9|ABHD5_MOUSE,Abhd5,1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus OX=10090 GN=Abhd5 PE=1 SV=1,2,10.9,8.0,8.5,10.7,10.2,12.4,9.2,13.7,7.1,9.4,0.62311,0.87143
sp|Q3UI43|BABA1_MOUSE,Babam1,BRISC and BRCA1-A complex member 1 OS=Mus musculus OX=10090 GN=Babam1 PE=1 SV=1,4,10.0,9.1,10.8,10.6,9.8,9.1,9.6,9.5,10.8,10.6,0.76254,0.89241
sp|Q9CWD8|NUBPL_MOUSE,Nubpl,Iron-sulfur protein NUBPL OS=Mus musculus OX=10090 GN=Nubpl PE=1 SV=2,6,9.6,9.4,9.9,9.8,9.3,10.4,9.7,11.1,10.8,10.2,0.02105,0.45612
sp|P49443|PPM1A_MOUSE,Ppm1a,Protein phosphatase 1A OS=Mus musculus OX=10090 GN=Ppm1a PE=1 SV=1,7,9.6,9.5,9.3,10.6,10.0,11.6,9.5,10.9,8.5,10.5,0.51547,0.84865
tr|Q99NF7|Q99NF7_MOUSE,Ppm1b,Ppm1b protein OS=Mus musculus OX=10090 GN=Ppm1b PE=1 SV=1,11,9.3,9.6,10.6,9.8,10.0,10.0,10.3,10.1,9.7,10.7,0.39574,0.82381
sp|P36993|PPM1B_MOUSE,Ppm1b,Protein phosphatase 1B OS=Mus musculus OX=10090 GN=Ppm1b PE=1 SV=1,1,9.9,9.9,9.2,9.4,9.1,10.3,10.1,10.5,11.0,10.5,0.00260,0.21585
tr|A0A0G2JH12|A0A0G2JH12_MOUSE,Fam126a,Hyccin OS=Mus musculus OX=10090 GN=Fam126a PE=1 SV=1,1,10.4,7.4,10.9,12.5,15.0,10.5,8.4,8.9,8.1,7.9,0.12354,0.70641
sp|Q6P9N1|HYCCI_MOUSE,Fam126a,Hyccin OS=Mus musculus OX=10090 GN=Fam126a PE=1 SV=3,3,10.7,7.9,9.3,10.4,9.8,10.8,11.7,10.8,9.3,9.2,0.30384,0.80014
sp|Q3U2A8|SYVM_MOUSE,Vars2,"Valine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Vars2 PE=1 SV=2",5,9.8,8.5,10.1,10.0,11.1,10.2,9.8,9.8,9.9,10.8,0.64420,0.87512
sp|P58269|DPF3_MOUSE,Dpf3,Zinc finger protein DPF3 OS=Mus musculus OX=10090 GN=Dpf3 PE=1 SV=2,1,6.1,9.7,14.8,7.2,13.4,11.3,7.3,6.5,6.6,17.0,0.84488,0.90187
sp|Q61103|REQU_MOUSE,Dpf2,Zinc finger protein ubi-d4 OS=Mus musculus OX=10090 GN=Dpf2 PE=1 SV=1,2,10.3,10.5,10.0,9.4,10.0,9.6,9.5,9.0,10.1,11.6,0.85633,0.90305
sp|Q9DAW6|PRP4_MOUSE,Prpf4,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus OX=10090 GN=Prpf4 PE=1 SV=1,1,8.1,12.0,10.2,9.2,10.5,9.3,9.8,9.9,10.2,10.7,0.97631,0.91394
tr|D3YU39|D3YU39_MOUSE,Chpt1,Cholinephosphotransferase 1 OS=Mus musculus OX=10090 GN=Chpt1 PE=1 SV=1,2,10.2,7.4,8.6,10.2,11.2,12.9,9.6,10.7,9.0,10.3,0.34787,0.81287
sp|Q9R1K9|CETN2_MOUSE,Cetn2,Centrin-2 OS=Mus musculus OX=10090 GN=Cetn2 PE=1 SV=1,2,23.3,10.6,8.6,8.0,6.8,6.2,9.3,8.3,9.9,9.1,0.39631,0.82392
sp|P22437|PGH1_MOUSE,Ptgs1,Prostaglandin G/H synthase 1 OS=Mus musculus OX=10090 GN=Ptgs1 PE=1 SV=1,2,11.7,9.5,9.9,12.3,11.0,8.5,8.5,10.0,8.1,10.6,0.04037,0.56319
sp|Q3ULJ0|GPD1L_MOUSE,Gpd1l,Glycerol-3-phosphate dehydrogenase 1-like protein OS=Mus musculus OX=10090 GN=Gpd1l PE=1 SV=2,8,10.9,9.6,11.1,10.3,10.8,8.8,9.4,9.4,10.2,9.5,0.01432,0.40128
sp|P13707|GPDA_MOUSE,Gpd1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Mus musculus OX=10090 GN=Gpd1 PE=1 SV=3",14,10.5,13.6,9.6,9.2,9.4,9.1,8.9,9.7,11.1,8.9,0.35587,0.81488
sp|Q9DBB9|CPN2_MOUSE,Cpn2,Carboxypeptidase N subunit 2 OS=Mus musculus OX=10090 GN=Cpn2 PE=1 SV=2,6,7.8,7.8,8.8,9.0,10.5,13.1,13.1,8.8,7.7,13.4,0.12238,0.70550
sp|Q64378|FKBP5_MOUSE,Fkbp5,Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Mus musculus OX=10090 GN=Fkbp5 PE=1 SV=1,1,7.4,12.3,10.9,8.3,8.2,11.0,9.7,7.8,12.2,12.1,0.38243,0.82101
tr|H3BLL2|H3BLL2_MOUSE,Atpaf1,ATP synthase mitochondrial F1 complex assembly factor 1 OS=Mus musculus OX=10090 GN=Atpaf1 PE=1 SV=1,10,10.5,9.4,9.5,10.2,9.4,11.8,9.6,10.3,9.0,10.2,0.48494,0.84064
sp|P55096|ABCD3_MOUSE,Abcd3,ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=2,21,11.3,8.1,8.9,10.0,10.8,12.8,8.5,10.6,9.9,9.1,0.72314,0.88721
sp|Q76LL6|FHOD3_MOUSE,Fhod3,FH1/FH2 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Fhod3 PE=1 SV=1,14,9.1,10.5,10.4,10.0,11.9,9.9,8.6,9.5,10.2,9.7,0.18102,0.73843
tr|E9Q912|E9Q912_MOUSE,Rap1gds1,"RAP1, GTP-GDP dissociation stimulator 1 OS=Mus musculus OX=10090 GN=Rap1gds1 PE=1 SV=1",2,8.1,10.1,10.2,11.8,10.9,9.3,10.2,9.5,10.1,9.7,0.51764,0.84919
sp|Q99JR6|NMNA3_MOUSE,Nmnat3,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 OS=Mus musculus OX=10090 GN=Nmnat3 PE=1 SV=1,11,10.4,8.4,9.0,9.6,10.6,10.6,10.1,11.3,9.7,10.4,0.13848,0.71698
sp|Q99J77|SIAS_MOUSE,Nans,Sialic acid synthase OS=Mus musculus OX=10090 GN=Nans PE=1 SV=1,2,8.7,12.1,9.9,10.1,10.7,8.7,10.0,9.5,9.3,10.9,0.38526,0.82162
sp|Q9Z2I0|LETM1_MOUSE,Letm1,Mitochondrial proton/calcium exchanger protein OS=Mus musculus OX=10090 GN=Letm1 PE=1 SV=1,39,10.7,9.5,10.7,9.7,9.2,9.7,10.1,10.2,10.9,9.3,0.92094,0.90924
sp|Q8K297|GT251_MOUSE,Colgalt1,Procollagen galactosyltransferase 1 OS=Mus musculus OX=10090 GN=Colgalt1 PE=1 SV=2,1,11.4,9.5,10.5,11.0,10.5,8.0,12.2,9.2,6.5,11.2,0.33272,0.80882
sp|Q9D8T7|SLIRP_MOUSE,Slirp,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=Slirp PE=1 SV=2",4,10.7,8.2,9.8,10.4,10.3,10.8,10.8,10.2,10.2,8.7,0.67233,0.87971
sp|Q8BH15|CNO10_MOUSE,Cnot10,CCR4-NOT transcription complex subunit 10 OS=Mus musculus OX=10090 GN=Cnot10 PE=1 SV=1,3,10.2,10.6,10.8,11.9,9.6,9.1,9.9,9.2,10.2,8.5,0.03736,0.55100
sp|P27641|XRCC5_MOUSE,Xrcc5,X-ray repair cross-complementing protein 5 OS=Mus musculus OX=10090 GN=Xrcc5 PE=1 SV=4,1,6.5,10.0,11.2,12.3,10.5,9.3,9.0,12.7,7.3,11.3,0.89923,0.90725
sp|Q91ZB0|ALPK2_MOUSE,Alpk2,Alpha-protein kinase 2 OS=Mus musculus OX=10090 GN=Alpk2 PE=2 SV=3,3,9.5,8.6,10.2,10.2,10.1,10.3,9.8,9.4,11.9,10.1,0.30681,0.80110
sp|O54901|OX2G_MOUSE,Cd200,OX-2 membrane glycoprotein OS=Mus musculus OX=10090 GN=Cd200 PE=1 SV=1,1,10.2,11.4,9.5,9.2,10.7,10.8,9.5,9.5,9.1,10.0,0.44997,0.83363
sp|Q9JM13|RABX5_MOUSE,Rabgef1,Rab5 GDP/GTP exchange factor OS=Mus musculus OX=10090 GN=Rabgef1 PE=1 SV=1,1,4.8,12.3,16.3,6.4,14.1,12.5,6.1,5.7,5.3,16.4,0.62599,0.87195
sp|Q9Z2I9|SUCB1_MOUSE,Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Sucla2 PE=1 SV=2",57,10.1,9.5,10.7,9.9,10.1,10.3,9.4,10.4,9.4,10.1,0.64412,0.87510
sp|P97823|LYPA1_MOUSE,Lypla1,Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1,12,10.5,9.1,10.2,10.0,9.4,9.6,10.4,10.8,10.1,10.0,0.30819,0.80154
sp|Q9D8U8|SNX5_MOUSE,Snx5,Sorting nexin-5 OS=Mus musculus OX=10090 GN=Snx5 PE=1 SV=1,8,8.6,12.4,10.4,9.6,9.1,9.9,9.7,9.3,10.4,10.7,0.98074,0.91430
sp|Q6P8X1|SNX6_MOUSE,Snx6,Sorting nexin-6 OS=Mus musculus OX=10090 GN=Snx6 PE=1 SV=2,5,9.4,12.3,11.0,9.6,9.4,9.7,9.6,9.4,9.9,9.7,0.29239,0.79628
sp|Q9WTL7|LYPA2_MOUSE,Lypla2,Acyl-protein thioesterase 2 OS=Mus musculus OX=10090 GN=Lypla2 PE=1 SV=1,7,10.6,9.5,9.3,11.0,9.5,9.4,9.8,10.3,10.8,9.8,0.93835,0.91077
sp|Q8K411|PREP_MOUSE,Pitrm1,"Presequence protease, mitochondrial OS=Mus musculus OX=10090 GN=Pitrm1 PE=1 SV=1",31,10.2,9.7,10.4,10.1,10.2,9.2,9.9,10.9,9.8,9.5,0.45027,0.83368
tr|D3YYS6|D3YYS6_MOUSE,Mgll,Monoglyceride lipase OS=Mus musculus OX=10090 GN=Mgll PE=1 SV=1,5,11.7,6.7,8.3,10.1,9.5,11.8,11.4,10.2,10.4,9.9,0.16358,0.73084
sp|Q9CR62|M2OM_MOUSE,Slc25a11,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus OX=10090 GN=Slc25a11 PE=1 SV=3,37,11.9,7.5,9.8,10.6,10.2,10.8,10.7,10.2,8.6,9.6,0.99779,0.91564
tr|A0A0R4J0S3|A0A0R4J0S3_MOUSE,Rtn4ip1,Reticulon 4 interacting protein 1 OS=Mus musculus OX=10090 GN=Rtn4ip1 PE=1 SV=1,15,11.7,7.8,9.8,10.3,10.4,10.1,10.9,10.7,9.6,8.6,0.99066,0.91508
sp|Q8BTZ7|GMPPB_MOUSE,Gmppb,Mannose-1-phosphate guanyltransferase beta OS=Mus musculus OX=10090 GN=Gmppb PE=1 SV=1,2,12.4,8.6,7.5,11.5,11.9,10.8,10.8,8.9,9.5,8.1,0.50104,0.84496
sp|Q64669|NQO1_MOUSE,Nqo1,NAD(P)H dehydrogenase [quinone] 1 OS=Mus musculus OX=10090 GN=Nqo1 PE=1 SV=3,14,8.9,5.8,7.2,9.3,8.3,14.5,13.1,12.0,11.1,9.8,0.00390,0.25529
sp|Q9QXK7|CPSF3_MOUSE,Cpsf3,Cleavage and polyadenylation specificity factor subunit 3 OS=Mus musculus OX=10090 GN=Cpsf3 PE=1 SV=2,1,11.7,8.6,11.3,10.1,10.9,9.3,9.3,6.5,10.4,11.8,0.34470,0.81205
sp|Q91YM4|FAKD4_MOUSE,Tbrg4,FAST kinase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tbrg4 PE=1 SV=1,13,10.9,8.8,10.8,9.4,9.8,10.9,9.9,10.1,9.8,9.5,0.88136,0.90555
sp|P05125|ANF_MOUSE,Nppa,Natriuretic peptides A OS=Mus musculus OX=10090 GN=Nppa PE=1 SV=2,7,2.0,64.6,14.8,0.7,1.0,0.3,0.5,3.2,0.5,12.5,0.34556,0.81227
sp|Q9JJL8|SYSM_MOUSE,Sars2,"Serine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Sars2 PE=1 SV=2",7,10.9,10.0,11.0,10.1,10.4,10.5,9.0,9.0,9.5,9.5,0.02267,0.46748
sp|P40124|CAP1_MOUSE,Cap1,Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4,14,8.4,12.2,9.5,10.9,8.7,9.0,10.4,9.3,10.6,11.1,0.88063,0.90548
sp|Q9CYT6|CAP2_MOUSE,Cap2,Adenylyl cyclase-associated protein 2 OS=Mus musculus OX=10090 GN=Cap2 PE=1 SV=1,13,9.2,11.3,10.3,10.1,9.7,11.1,8.7,10.0,8.7,10.9,0.65786,0.87739
sp|Q8BVY0|RL1D1_MOUSE,Rsl1d1,Ribosomal L1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rsl1d1 PE=1 SV=1,5,9.6,10.2,10.5,10.3,10.0,9.4,9.6,9.5,10.8,10.1,0.43361,0.83090
tr|E9Q3X0|E9Q3X0_MOUSE,Mvp,Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=1,17,8.5,8.9,9.6,9.2,8.9,10.8,10.7,10.7,11.4,11.3,0.00006,0.03104
sp|Q8VBT1|TXLNB_MOUSE,Txlnb,Beta-taxilin OS=Mus musculus OX=10090 GN=Txlnb PE=1 SV=2,20,10.8,10.6,9.5,10.9,9.7,8.0,9.3,11.8,11.3,8.3,0.52795,0.85169
sp|Q6NXI6|RPRD2_MOUSE,Rprd2,Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rprd2 PE=1 SV=1,1,9.7,6.6,9.8,9.3,12.9,9.5,8.2,10.2,9.7,14.1,0.65237,0.87649
sp|Q8K2T1|NMRL1_MOUSE,Nmral1,NmrA-like family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nmral1 PE=1 SV=1,1,8.1,13.0,10.7,9.9,10.6,9.0,9.9,8.9,9.9,10.0,0.34700,0.81264
sp|Q8K0Q5|RHG18_MOUSE,Arhgap18,Rho GTPase-activating protein 18 OS=Mus musculus OX=10090 GN=Arhgap18 PE=1 SV=1,2,9.1,9.9,10.3,10.1,10.1,9.4,10.0,8.6,11.4,11.0,0.74928,0.89072
sp|Q9Z0Y1|DCTN3_MOUSE,Dctn3,Dynactin subunit 3 OS=Mus musculus OX=10090 GN=Dctn3 PE=1 SV=2,7,9.8,9.4,10.9,9.3,9.5,10.3,10.2,9.9,10.1,10.6,0.21175,0.75929
