Protein Group,Protein ID,Accession,Significance -10logP,Coverage (%),#Peptides,#Unique,PTM,Young 1 Area,Young 2 Area,Young 3 Area,Young 4 Area,Young 5 Area,Young 6 Area,Old 1 Area,Old 2 Area,Old 3 Area,Old 4 Area,Old 5 Area,Old 6 Area,Sample Profile (Ratio),Young Area,Old Area,Group Profile (Ratio),Avg. Mass,FoldChange (FC),Log2(FC),Description
1087,741,Q8BW75|AOFB_MOUSE,4.7,10,3,3,,2.40E+05,6.11E+05,1.44E+05,1.06E+05,2.55E+05,1.56E+05,2.05E+05,2.03E+05,8.80E+04,9.87E+04,2.11E+05,2.11E+05,1.00:2.55:0.60:0.44:1.06:0.65:0.86:0.85:0.37:0.41:0.88:0.88,2.52E+05,1.69E+05,1.00:0.67,0.67,-0.58,58544,Amine oxidase [flavin-containing] B OS=Mus musculus GN=Maob PE=1 SV=3
798,843,P60867|RS20_MOUSE,4.69,15,2,2,N-ethylmaleimide on cysteines,7.47E+05,3.56E+05,2.62E+05,0,0,5.74E+05,3.52E+05,2.20E+05,8.18E+05,1.05E+05,1.98E+05,2.94E+05,1.00:0.48:0.35:0:0:0.77:0.47:0.30:1.10:0.14:0.26:0.39,3.23E+05,3.31E+05,1.00:1.02,1.02,0.04,13373,40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1
664,998,P46460|NSF_MOUSE,4.68,1,1,1,,0,3.64E+05,2.02E+05,2.85E+05,3.78E+05,3.61E+05,3.15E+05,3.74E+05,5.47E+05,2.33E+05,3.41E+05,4.30E+05,0:1.00:0.55:0.78:1.04:0.99:0.86:1.03:1.50:0.64:0.94:1.18,2.65E+05,3.73E+05,1.00:1.41,1.41,0.49,82613,Vesicle-fusing ATPase OS=Mus musculus GN=Nsf PE=1 SV=2
568,898,P46656|ADX_MOUSE,4.65,20,3,3,,8.89E+05,7.33E+05,9.22E+05,9.64E+05,9.44E+05,9.39E+05,9.65E+05,9.49E+05,7.71E+05,9.40E+05,1.16E+06,9.73E+05,1.00:0.82:1.04:1.08:1.06:1.06:1.09:1.07:0.87:1.06:1.31:1.09,8.99E+05,9.60E+05,1.00:1.07,1.07,0.09,20123,Adrenodoxin  mitochondrial OS=Mus musculus GN=Fdx1 PE=2 SV=1
1372,4354,O70325|GPX41_MOUSE,4.63,6,1,1,,6.47E+05,7.50E+05,4.19E+05,2.21E+05,-,3.93E+05,5.32E+05,7.68E+05,4.44E+05,6.46E+05,5.59E+05,6.13E+05,1.00:1.16:0.65:0.34:-:0.61:0.82:1.19:0.69:1.00:0.86:0.95,4.86E+05,5.94E+05,1.00:1.22,1.22,0.29,22229,Phospholipid hydroperoxide glutathione peroxidase  mitochondrial OS=Mus musculus GN=Gpx4 PE=1 SV=4
221,545,P16045|LEG1_MOUSE,4.59,51,6,6,N-ethylmaleimide on cysteines,1.63E+07,9.82E+06,1.05E+07,8.92E+06,8.84E+06,1.04E+07,7.71E+06,1.16E+07,8.40E+06,7.96E+06,9.01E+06,1.19E+07,1.00:0.60:0.65:0.55:0.54:0.64:0.47:0.71:0.52:0.49:0.55:0.73,1.08E+07,9.44E+06,1.00:0.87,0.87,-0.19,14866,Galectin-1 OS=Mus musculus GN=Lgals1 PE=1 SV=3
1015,711,Q5M8N4|D39U1_MOUSE,4.59,18,4,4,,2.40E+05,3.73E+05,2.02E+05,1.93E+05,1.97E+05,3.15E+05,2.75E+05,3.94E+05,2.28E+05,3.16E+05,2.49E+05,2.89E+05,1.00:1.56:0.84:0.81:0.82:1.32:1.15:1.65:0.95:1.32:1.04:1.20,2.54E+05,2.90E+05,1.00:1.15,1.14,0.19,32995,Epimerase family protein SDR39U1 OS=Mus musculus GN=Sdr39u1 PE=1 SV=1
984,657,Q9CR57|RL14_MOUSE,4.58,17,3,3,,5.90E+05,6.77E+05,1.36E+05,1.98E+05,2.04E+05,4.00E+05,4.51E+05,4.93E+05,1.24E+06,2.08E+05,3.12E+05,5.45E+05,1.00:1.15:0.23:0.34:0.35:0.68:0.76:0.84:2.10:0.35:0.53:0.92,3.67E+05,5.41E+05,1.00:1.47,1.47,0.56,23564,60S ribosomal protein L14 OS=Mus musculus GN=Rpl14 PE=2 SV=3
1357,4743,Q91W18|TDRD3_MOUSE,4.57,1,1,1,,1.64E+06,8.31E+05,4.68E+05,3.61E+05,1.34E+06,8.02E+05,0,7.82E+05,2.49E+05,8.46E+05,0,0,1.00:0.51:0.28:0.22:0.82:0.49:0:0.48:0.15:0.52:0:0,9.08E+05,3.13E+05,1.00:0.34,0.34,-1.54,82273,Tudor domain-containing protein 3 OS=Mus musculus GN=Tdrd3 PE=1 SV=3
592,494,Q62446|FKBP3_MOUSE,4.54,13,3,3,,1.12E+06,4.99E+05,8.30E+05,7.50E+05,7.53E+05,1.15E+06,8.55E+05,6.95E+05,5.18E+05,7.40E+05,8.15E+05,8.07E+05,1.00:0.45:0.74:0.67:0.67:1.03:0.76:0.62:0.46:0.66:0.73:0.72,8.51E+05,7.38E+05,1.00:0.87,0.87,-0.21,25148,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus GN=Fkbp3 PE=1 SV=2
758,643,Q9CQC9|SAR1B_MOUSE,4.48,33,5,3,,1.69E+06,1.33E+06,1.18E+06,8.31E+05,9.43E+05,2.34E+06,9.43E+05,1.22E+06,5.47E+05,9.62E+05,1.51E+06,1.52E+06,1.00:0.79:0.70:0.49:0.56:1.39:0.56:0.72:0.32:0.57:0.90:0.90,1.38E+06,1.12E+06,1.00:0.81,0.81,-0.30,22382,GTP-binding protein SAR1b OS=Mus musculus GN=Sar1b PE=1 SV=1
1573,4000,Q8VDK1|NIT1_MOUSE,4.48,3,1,1,,5.39E+05,4.66E+05,4.07E+05,0,6.21E+05,4.06E+05,4.57E+05,4.86E+05,2.99E+05,0,4.85E+05,4.47E+05,1.00:0.87:0.76:0:1.15:0.75:0.85:0.90:0.55:0:0.90:0.83,4.06E+05,3.62E+05,1.00:0.89,0.89,-0.17,35695,Nitrilase homolog 1 OS=Mus musculus GN=Nit1 PE=2 SV=1
1109,4394,P56379|68MP_MOUSE,4.47,14,1,1,,2.55E+06,3.36E+06,1.64E+06,1.14E+06,1.35E+06,1.92E+06,9.98E+05,1.89E+06,1.46E+06,2.10E+06,1.65E+06,1.65E+06,1.00:1.32:0.64:0.45:0.53:0.75:0.39:0.74:0.57:0.82:0.65:0.65,1.99E+06,1.63E+06,1.00:0.82,0.82,-0.29,6698,6.8 kDa mitochondrial proteolipid OS=Mus musculus GN=Mp68 PE=2 SV=1
701,777,Q9QZ57|HSPB3_MOUSE,4.47,31,4,4,,5.63E+05,4.90E+05,6.57E+05,6.22E+05,4.57E+05,7.15E+05,6.36E+05,6.66E+05,5.30E+05,8.11E+05,6.43E+05,5.50E+05,1.00:0.87:1.17:1.11:0.81:1.27:1.13:1.18:0.94:1.44:1.14:0.98,5.84E+05,6.39E+05,1.00:1.10,1.09,0.13,17230,Heat shock protein beta-3 OS=Mus musculus GN=Hspb3 PE=2 SV=1
1486,3482,P62307|RUXF_MOUSE,4.47,15,1,1,,2.18E+05,1.14E+05,7.08E+04,5.87E+04,0,5.74E+04,9.38E+04,1.43E+05,1.77E+05,1.25E+05,7.02E+04,2.46E+05,1.00:0.52:0.32:0.27:0:0.26:0.43:0.66:0.81:0.57:0.32:1.13,8.66E+04,1.43E+05,1.00:1.65,1.65,0.72,9725,Small nuclear ribonucleoprotein F OS=Mus musculus GN=Snrpf PE=2 SV=1
238,291,A2AAJ9|OBSCN_MOUSE,4.45,1,10,9,N-ethylmaleimide on cysteines,8.64E+05,1.41E+06,8.25E+05,4.78E+05,1.06E+06,1.67E+06,6.75E+05,9.09E+05,3.78E+05,8.41E+05,1.26E+06,9.94E+05,1.00:1.63:0.95:0.55:1.22:1.93:0.78:1.05:0.44:0.97:1.46:1.15,1.08E+06,8.43E+05,1.00:0.78,0.78,-0.36,966386,Obscurin OS=Mus musculus GN=Obscn PE=2 SV=2
250,137,Q60936|ADCK3_MOUSE,4.44,32,14,14,Oxidation (M); N-ethylmaleimide on cysteines,9.23E+06,7.08E+06,7.12E+06,5.47E+06,7.41E+06,9.43E+06,5.74E+06,7.66E+06,4.05E+06,6.31E+06,9.23E+06,7.31E+06,1.00:0.77:0.77:0.59:0.80:1.02:0.62:0.83:0.44:0.68:1.00:0.79,7.63E+06,6.71E+06,1.00:0.88,0.88,-0.19,71743,Chaperone activity of bc1 complex-like  mitochondrial OS=Mus musculus GN=Cabc1 PE=2 SV=2
797,599,Q91Z53|GRHPR_MOUSE,4.44,19,5,5,,3.05E+05,5.30E+05,5.46E+05,4.56E+05,1.21E+06,1.47E+06,4.44E+05,4.03E+05,1.15E+05,2.88E+05,1.08E+06,7.98E+05,1.00:1.74:1.79:1.49:3.97:4.81:1.45:1.32:0.38:0.94:3.54:2.61,7.53E+05,5.22E+05,1.00:0.69,0.69,-0.53,35329,Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus GN=Grhpr PE=1 SV=1
745,2285,Q9D4H8|CUL2_MOUSE,4.44,1,1,1,,1.74E+07,1.48E+07,1.46E+07,1.13E+07,1.50E+07,1.03E+07,1.03E+07,1.72E+07,1.29E+07,1.97E+07,1.85E+07,1.53E+07,1.00:0.85:0.83:0.65:0.86:0.59:0.59:0.98:0.74:1.13:1.06:0.88,1.39E+07,1.56E+07,1.00:1.13,1.12,0.17,86877,Cullin-2 OS=Mus musculus GN=Cul2 PE=1 SV=2
68,9,Q8BWT1|THIM_MOUSE,4.4,81,25,24,Oxidation (M); N-ethylmaleimide on cysteines,1.65E+07,3.01E+07,2.55E+07,2.20E+07,3.18E+07,3.99E+07,2.10E+07,2.48E+07,1.26E+07,2.24E+07,2.96E+07,3.06E+07,1.00:1.83:1.55:1.34:1.93:2.43:1.28:1.51:0.77:1.36:1.80:1.86,2.76E+07,2.35E+07,1.00:0.85,0.85,-0.23,41858,3-ketoacyl-CoA thiolase  mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=2
223,87,Q05920|PYC_MOUSE,4.38,24,24,24,N-ethylmaleimide on cysteines,2.98E+06,1.54E+06,1.54E+06,1.54E+06,1.67E+06,2.27E+06,2.12E+06,2.07E+06,2.30E+06,2.38E+06,2.09E+06,2.04E+06,1.00:0.52:0.52:0.52:0.56:0.76:0.71:0.70:0.77:0.80:0.70:0.69,1.92E+06,2.17E+06,1.00:1.13,1.13,0.18,129684,Pyruvate carboxylase  mitochondrial OS=Mus musculus GN=Pc PE=1 SV=1
406,517,Q9CQR4|ACO13_MOUSE,4.38,59,7,7,N-ethylmaleimide on cysteines,1.30E+07,7.79E+06,6.13E+06,4.04E+06,6.27E+06,1.23E+07,5.05E+06,7.29E+06,3.06E+06,7.71E+06,9.12E+06,7.39E+06,1.00:0.60:0.47:0.31:0.48:0.95:0.39:0.56:0.24:0.59:0.70:0.57,8.26E+06,6.61E+06,1.00:0.80,0.80,-0.32,15183,Acyl-coenzyme A thioesterase 13 OS=Mus musculus GN=Acot13 PE=1 SV=1
677,342,Q8K0D5|EFGM_MOUSE,4.36,10,6,6,,1.04E+06,8.09E+05,5.46E+05,3.38E+05,5.77E+05,9.72E+05,4.16E+05,4.21E+05,1.41E+05,6.40E+05,1.13E+06,5.47E+05,1.00:0.78:0.53:0.33:0.56:0.94:0.40:0.41:0.14:0.62:1.08:0.53,7.14E+05,5.48E+05,1.00:0.77,0.77,-0.38,83550,Elongation factor G  mitochondrial OS=Mus musculus GN=Gfm1 PE=2 SV=1
1002,4386,Q9CPU2|NDUB2_MOUSE,4.35,9,1,1,,1.53E+06,2.77E+06,9.37E+05,6.11E+05,0,1.61E+06,1.31E+06,1.17E+06,7.97E+05,1.00E+06,1.01E+06,1.36E+06,1.00:1.81:0.61:0.40:0:1.05:0.86:0.77:0.52:0.66:0.66:0.89,1.24E+06,1.11E+06,1.00:0.89,0.90,-0.16,11967,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2  mitochondrial OS=Mus musculus GN=Ndufb2 PE=2 SV=1
151,375,Q5EBG6|HSPB6_MOUSE,4.33,88,9,8,N-ethylmaleimide on cysteines,3.16E+07,3.24E+07,2.71E+07,2.20E+07,2.02E+07,3.01E+07,2.61E+07,2.71E+07,2.12E+07,2.92E+07,2.23E+07,2.35E+07,1.00:1.02:0.86:0.69:0.64:0.95:0.83:0.86:0.67:0.92:0.71:0.74,2.72E+07,2.49E+07,1.00:0.91,0.92,-0.13,17521,Heat shock protein beta-6 OS=Mus musculus GN=Hspb6 PE=1 SV=1
216,54,O08553|DPYL2_MOUSE,4.3,51,19,15,N-ethylmaleimide on cysteines,3.79E+06,3.20E+06,2.77E+06,1.87E+06,2.00E+06,3.65E+06,2.71E+06,2.77E+06,2.30E+06,2.41E+06,2.39E+06,2.69E+06,1.00:0.84:0.73:0.49:0.53:0.96:0.71:0.73:0.61:0.63:0.63:0.71,2.88E+06,2.55E+06,1.00:0.89,0.89,-0.18,62278,Dihydropyrimidinase-related protein 2 OS=Mus musculus GN=Dpysl2 PE=1 SV=2
867,1889,P62855|RS26_MOUSE,4.28,21,2,2,,1.13E+06,9.15E+05,5.06E+05,5.64E+05,6.32E+05,9.74E+05,1.03E+06,9.33E+05,1.12E+06,5.42E+05,8.19E+05,1.03E+06,1.00:0.81:0.45:0.50:0.56:0.86:0.91:0.83:0.99:0.48:0.73:0.91,7.87E+05,9.20E+05,1.00:1.17,1.17,0.23,13015,40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=2 SV=3
528,795,P03911|NU4M_MOUSE,4.27,10,3,3,,1.33E+06,2.96E+06,1.57E+06,1.36E+06,1.79E+06,2.22E+06,1.72E+06,1.95E+06,1.86E+06,1.59E+06,1.02E+06,1.45E+06,1.00:2.22:1.18:1.02:1.34:1.66:1.29:1.46:1.40:1.20:0.77:1.09,1.89E+06,1.60E+06,1.00:0.85,0.85,-0.24,51882,NADH-ubiquinone oxidoreductase chain 4 OS=Mus musculus GN=Mtnd4 PE=1 SV=1
1354,3318,Q9D8B4|NDUAB_MOUSE,4.24,8,1,1,,0,5.93E+06,2.25E+06,0,0,3.32E+06,2.31E+06,2.81E+06,1.86E+06,3.43E+06,2.51E+06,2.68E+06,0:1.00:0.38:0:0:0.56:0.39:0.47:0.31:0.58:0.42:0.45,1.92E+06,2.60E+06,1.00:1.36,1.35,0.44,14982,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Mus musculus GN=Ndufa11 PE=2 SV=2
1363,2746,Q91VR5|DDX1_MOUSE,4.23,4,2,2,,1.75E+05,6.21E+04,8.75E+04,0,0,2.33E+05,2.12E+05,1.85E+05,6.99E+04,2.13E+05,2.40E+05,1.83E+05,1.00:0.36:0.50:0:0:1.33:1.21:1.06:0.40:1.22:1.37:1.05,9.28E+04,1.84E+05,1.00:1.98,1.98,0.99,82500,ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1
1348,1773,Q91VI7|RINI_MOUSE,4.23,2,1,1,,0,2.48E+05,1.95E+05,3.15E+05,3.73E+05,5.80E+05,0,3.87E+05,0,0,3.40E+05,6.51E+05,0:1.00:0.79:1.27:1.50:2.34:0:1.56:0:0:1.37:2.62,2.85E+05,2.30E+05,1.00:0.80,0.81,-0.31,49817,Ribonuclease inhibitor OS=Mus musculus GN=Rnh1 PE=1 SV=1
1241,842,P04370|MBP_MOUSE,4.19,6,2,2,,3.56E+05,6.31E+05,2.93E+04,0,0,0,1.41E+05,0,1.57E+05,0,1.36E+05,0,1.00:1.77:0.08:0:0:0:0.40:0:0.44:0:0.38:0,1.69E+05,7.24E+04,1.00:0.43,0.43,-1.22,27168,Myelin basic protein OS=Mus musculus GN=Mbp PE=1 SV=2
338,330,P36993|PPM1B_MOUSE,4.18,23,8,8,N-ethylmaleimide on cysteines,1.26E+06,1.37E+06,1.30E+06,1.05E+06,1.13E+06,1.26E+06,1.28E+06,1.47E+06,1.10E+06,1.44E+06,1.21E+06,1.26E+06,1.00:1.09:1.03:0.83:0.90:1.00:1.02:1.17:0.87:1.14:0.96:1.00,1.23E+06,1.29E+06,1.00:1.06,1.05,0.07,42795,Protein phosphatase 1B OS=Mus musculus GN=Ppm1b PE=2 SV=1
647,669,Q9CQC7|NDUB4_MOUSE,4.17,50,6,6,,1.91E+06,2.77E+06,1.11E+06,8.83E+05,9.63E+05,1.59E+06,1.07E+06,1.32E+06,1.02E+06,1.39E+06,1.24E+06,1.46E+06,1.00:1.45:0.58:0.46:0.50:0.83:0.56:0.69:0.54:0.73:0.65:0.76,1.54E+06,1.25E+06,1.00:0.81,0.81,-0.30,15081,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Mus musculus GN=Ndufb4 PE=1 SV=3
791,640,Q99JI4|PSMD6_MOUSE,4.17,10,4,4,,2.18E+06,1.85E+06,1.19E+06,1.24E+06,1.44E+06,1.55E+06,1.16E+06,1.96E+06,1.48E+06,2.48E+06,1.79E+06,1.92E+06,1.00:0.85:0.55:0.57:0.66:0.71:0.53:0.90:0.68:1.13:0.82:0.88,1.58E+06,1.80E+06,1.00:1.14,1.14,0.19,45536,26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus GN=Psmd6 PE=2 SV=1
273,202,Q8QZS1|HIBCH_MOUSE,4.17,35,10,10,N-ethylmaleimide on cysteines,2.68E+06,2.95E+06,2.81E+06,1.64E+06,3.75E+06,4.47E+06,2.35E+06,2.76E+06,9.01E+05,1.97E+06,4.04E+06,3.06E+06,1.00:1.10:1.05:0.61:1.40:1.67:0.88:1.03:0.34:0.74:1.51:1.14,3.05E+06,2.51E+06,1.00:0.82,0.82,-0.28,43038,3-hydroxyisobutyryl-CoA hydrolase  mitochondrial OS=Mus musculus GN=Hibch PE=1 SV=1
236,254,P23953|ESTN_MOUSE,4.14,27,12,9,,4.89E+06,2.90E+06,3.54E+06,3.30E+06,3.16E+06,3.47E+06,3.65E+06,4.06E+06,2.46E+06,4.39E+06,5.41E+06,3.95E+06,1.00:0.59:0.72:0.68:0.65:0.71:0.75:0.83:0.50:0.90:1.11:0.81,3.54E+06,3.99E+06,1.00:1.12,1.13,0.17,61172,Liver carboxylesterase N OS=Mus musculus GN=Es1 PE=1 SV=3
1554,3170,P58501|GCFC1_MOUSE,4.12,1,1,1,,0,2.51E+05,2.90E+05,2.55E+05,5.74E+05,3.94E+05,2.36E+05,3.30E+05,2.48E+05,2.93E+05,3.20E+05,3.26E+05,0:1.00:1.16:1.02:2.29:1.57:0.94:1.32:0.99:1.17:1.28:1.30,2.94E+05,2.92E+05,1.00:0.99,0.99,-0.01,104601,GC-rich sequence DNA-binding factor 1 OS=Mus musculus GN=Gcfc1 PE=1 SV=2
958,1171,P03921|NU5M_MOUSE,4.11,6,2,2,,2.96E+05,3.24E+06,9.62E+05,1.32E+06,1.60E+06,1.95E+06,1.50E+06,9.77E+05,1.67E+06,1.15E+06,6.54E+05,1.00E+06,1.00:10.96:3.25:4.47:5.40:6.58:5.06:3.30:5.64:3.89:2.21:3.38,1.56E+06,1.16E+06,1.00:0.74,0.74,-0.43,68441,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus GN=Mtnd5 PE=2 SV=2
379,222,Q71RI9|KAT3_MOUSE,4.1,29,10,10,N-ethylmaleimide on cysteines,7.42E+06,1.07E+07,6.06E+06,4.81E+05,5.33E+06,6.54E+06,3.88E+06,7.30E+06,5.90E+06,3.55E+06,2.06E+06,5.31E+06,1.00:1.44:0.82:0.06:0.72:0.88:0.52:0.98:0.80:0.48:0.28:0.72,6.09E+06,4.67E+06,1.00:0.77,0.77,-0.38,51126,Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus GN=Ccbl2 PE=1 SV=1
1157,1013,Q01149|CO1A2_MOUSE,4.08,2,2,2,,8.20E+04,7.63E+04,0,1.62E+05,8.72E+04,8.44E+04,3.00E+05,8.31E+04,4.24E+05,8.06E+04,3.60E+04,4.50E+04,1.00:0.93:0:1.98:1.06:1.03:3.65:1.01:5.17:0.98:0.44:0.55,8.20E+04,1.61E+05,1.00:1.97,1.96,0.97,129557,Collagen alpha-2(I) chain OS=Mus musculus GN=Col1a2 PE=2 SV=2
864,567,Q8K0E8|FIBB_MOUSE,4.07,9,4,4,,5.37E+05,5.82E+05,1.07E+05,3.06E+04,1.39E+05,4.49E+05,4.73E+05,4.34E+05,1.58E+05,4.74E+05,2.79E+05,6.98E+05,1.00:1.08:0.20:0.06:0.26:0.84:0.88:0.81:0.29:0.88:0.52:1.30,3.07E+05,4.28E+05,1.00:1.39,1.39,0.48,54753,Fibrinogen beta chain OS=Mus musculus GN=Fgb PE=2 SV=1
483,778,Q9CPQ8|ATP5L_MOUSE,4.06,50,4,4,,9.73E+06,1.27E+07,6.64E+06,5.35E+06,6.39E+06,8.36E+06,4.69E+06,8.51E+06,5.00E+06,8.22E+06,8.00E+06,7.70E+06,1.00:1.31:0.68:0.55:0.66:0.86:0.48:0.87:0.51:0.84:0.82:0.79,8.29E+06,7.02E+06,1.00:0.85,0.85,-0.24,11425,ATP synthase subunit g  mitochondrial OS=Mus musculus GN=Atp5l PE=1 SV=1
1602,4489,Q9CPR4|RL17_MOUSE,4.05,8,1,1,,6.83E+05,4.08E+05,1.34E+05,2.18E+05,2.38E+05,4.69E+05,4.96E+05,4.93E+05,7.64E+05,2.91E+05,2.34E+05,4.74E+05,1.00:0.60:0.20:0.32:0.35:0.69:0.73:0.72:1.12:0.43:0.34:0.69,3.58E+05,4.59E+05,1.00:1.28,1.28,0.36,21423,60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=2 SV=3
31,77,Q5SX39|MYH4_MOUSE,4.03,33,60,1,N-ethylmaleimide on cysteines,9.83E+04,0,0,4.61E+05,1.56E+05,0,8.15E+04,0,1.52E+05,0,0,0,1.00:0:0:4.69:1.59:0:0.83:0:1.55:0:0:0,1.19E+05,3.89E+04,1.00:0.33,0.33,-1.61,222857,Myosin-4 OS=Mus musculus GN=Myh4 PE=1 SV=1
503,225,Q99MR8|MCCA_MOUSE,4.02,22,13,12,N-ethylmaleimide on cysteines,1.36E+06,1.42E+06,8.28E+05,1.96E+05,1.63E+05,2.21E+06,5.43E+05,6.38E+05,3.91E+05,8.25E+05,6.92E+05,1.21E+06,1.00:1.05:0.61:0.14:0.12:1.63:0.40:0.47:0.29:0.61:0.51:0.89,1.03E+06,7.35E+05,1.00:0.71,0.71,-0.49,79344,Methylcrotonoyl-CoA carboxylase subunit alpha  mitochondrial OS=Mus musculus GN=Mccc1 PE=2 SV=2
15,3,P08249|MDHM_MOUSE,4.02,84,26,26,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,3.29E+08,2.78E+08,2.86E+08,2.53E+08,2.74E+08,3.11E+08,2.93E+08,3.15E+08,2.42E+08,3.21E+08,3.67E+08,3.01E+08,1.00:0.85:0.87:0.77:0.83:0.95:0.89:0.96:0.74:0.98:1.12:0.92,2.88E+08,3.06E+08,1.00:1.06,1.06,0.09,35611,Malate dehydrogenase  mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3
1493,2752,P47757|CAPZB_MOUSE,3.99,8,2,2,,4.02E+05,1.47E+05,2.86E+05,0,1.47E+05,0,1.46E+05,3.27E+05,3.73E+05,2.63E+05,0,5.00E+05,1.00:0.37:0.71:0:0.37:0:0.36:0.81:0.93:0.65:0:1.24,1.64E+05,2.68E+05,1.00:1.64,1.63,0.71,31345,F-actin-capping protein subunit beta OS=Mus musculus GN=Capzb PE=1 SV=3
44,36,P97807|FUMH_MOUSE,3.98,64,31,31,Oxidation (M); N-ethylmaleimide on cysteines,5.01E+07,5.99E+07,5.59E+07,6.47E+07,5.77E+07,6.30E+07,6.12E+07,4.97E+07,5.68E+07,4.76E+07,6.08E+07,5.85E+07,1.00:1.20:1.12:1.29:1.15:1.26:1.22:0.99:1.13:0.95:1.21:1.17,5.86E+07,5.58E+07,1.00:0.95,0.95,-0.07,54371,Fumarate hydratase  mitochondrial OS=Mus musculus GN=Fh PE=1 SV=2
1233,884,P59999|ARPC4_MOUSE,3.98,11,2,2,,8.26E+05,3.35E+05,4.31E+05,0,1.21E+05,4.51E+05,5.87E+05,5.02E+05,5.87E+05,3.05E+05,3.81E+05,1.08E+06,1.00:0.41:0.52:0:0.15:0.55:0.71:0.61:0.71:0.37:0.46:1.31,3.61E+05,5.74E+05,1.00:1.59,1.59,0.67,19667,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3
1173,734,Q8K1M6|DNM1L_MOUSE,3.97,6,3,3,,1.93E+04,9.39E+04,6.37E+04,1.46E+04,1.88E+05,2.73E+05,3.35E+04,6.15E+04,0,3.45E+04,1.07E+05,1.05E+05,1.00:4.88:3.31:0.76:9.77:14.21:1.74:3.19:0:1.79:5.58:5.47,1.09E+05,5.70E+04,1.00:0.52,0.52,-0.94,82658,Dynamin-1-like protein OS=Mus musculus GN=Dnm1l PE=1 SV=2
644,589,P61089|UBE2N_MOUSE,3.97,36,4,4,,1.54E+06,9.37E+05,9.92E+05,7.69E+05,9.32E+05,1.43E+06,1.35E+06,9.52E+05,6.30E+05,9.64E+05,1.16E+06,6.39E+05,1.00:0.61:0.64:0.50:0.60:0.93:0.88:0.62:0.41:0.62:0.75:0.41,1.10E+06,9.50E+05,1.00:0.86,0.86,-0.21,17138,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus GN=Ube2n PE=1 SV=1
57,23,P50544|ACADV_MOUSE,3.97,70,34,34,Oxidation (M); N-ethylmaleimide on cysteines,2.93E+07,2.47E+07,2.07E+07,1.44E+07,1.59E+07,2.49E+07,1.57E+07,2.63E+07,1.44E+07,2.02E+07,2.45E+07,1.11E+07,1.00:0.84:0.71:0.49:0.54:0.85:0.54:0.90:0.49:0.69:0.83:0.38,2.17E+07,1.87E+07,1.00:0.86,0.86,-0.21,70876,Very long-chain specific acyl-CoA dehydrogenase  mitochondrial OS=Mus musculus GN=Acadvl PE=1 SV=3
298,217,Q9WV06|ANKR2_MOUSE,3.96,39,13,13,N-ethylmaleimide on cysteines,3.36E+06,2.47E+06,2.12E+06,6.11E+05,8.07E+05,2.95E+06,1.52E+06,2.25E+06,1.81E+06,2.35E+06,9.54E+05,5.63E+05,1.00:0.73:0.63:0.18:0.24:0.88:0.45:0.67:0.54:0.70:0.28:0.17,2.13E+06,1.57E+06,1.00:0.74,0.74,-0.44,39858,Ankyrin repeat domain-containing protein 2 OS=Mus musculus GN=Ankrd2 PE=2 SV=2
1427,2737,Q9D1E6|TBCB_MOUSE,3.95,4,1,1,,8.33E+04,1.69E+05,1.74E+05,1.54E+05,2.06E+05,1.78E+05,1.74E+05,1.44E+05,0,0,1.22E+05,1.30E+05,1.00:2.03:2.09:1.85:2.47:2.14:2.09:1.73:0:0:1.46:1.57,1.61E+05,9.51E+04,1.00:0.59,0.59,-0.76,27386,Tubulin-folding cofactor B OS=Mus musculus GN=Tbcb PE=1 SV=2
983,2458,Q9QZE7|TSNAX_MOUSE,3.94,3,1,1,,2.41E+05,2.62E+05,1.13E+05,1.09E+05,-,1.51E+05,1.87E+05,2.68E+05,1.50E+05,2.20E+05,1.94E+05,2.28E+05,1.00:1.08:0.47:0.45:-:0.63:0.78:1.11:0.62:0.91:0.80:0.94,1.75E+05,2.08E+05,1.00:1.18,1.19,0.25,32926,Translin-associated protein X OS=Mus musculus GN=Tsnax PE=1 SV=1
