Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
tr|A0A1L1SQZ2|A0A1L1SQZ2_MOUSE,1.66,158.92,9.348,10.872,1,1.16,0,3,1,TMT6plex,263522,Voltage-dependent P/Q-type calcium channel subunit alpha (Fragment) OS=Mus musculus GN=Cacna1a PE=1 SV=1
P97445|CAC1A_MOUSE,1.66,158.92,9.348,10.872,1,1.16,0,3,1,TMT6plex,267645,Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Mus musculus GN=Cacna1a PE=1 SV=2
Q8VCT3|AMPB_MOUSE,4.71,158.79,71.575,62.988,1,0.88,7,5,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),72416,Aminopeptidase B OS=Mus musculus GN=Rnpep PE=1 SV=2
tr|E9PYF1|E9PYF1_MOUSE,4.71,158.79,71.575,62.988,1,0.88,8,5,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),68002,Aminopeptidase B OS=Mus musculus GN=Rnpep PE=1 SV=1
Q99L04|DHRS1_MOUSE,1.24,158.79,40.182,43.897,1,1.09,12,3,3,TMT6plex,34005,Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=1 SV=1
Q80U63|MFN2_MOUSE,1.13,158.7,79.662,83.662,1,1.05,12,9,7,TMT6plex,86188,Mitofusin-2 OS=Mus musculus GN=Mfn2 PE=1 SV=3
Q8K0E8|FIBB_MOUSE,6.93,158.67,15.712,21.978,1,1.40,4,3,2,TMT6plex,54753,Fibrinogen beta chain OS=Mus musculus GN=Fgb PE=1 SV=1
tr|Q7TMG8|Q7TMG8_MOUSE,0.85,158.58,331.952,349.828,1,1.05,26,9,7,Carbamidomethylation; TMT6plex,32899,Glioblastoma amplified sequence OS=Mus musculus GN=Nipsnap2 PE=1 SV=1
tr|D3Z645|D3Z645_MOUSE,0.77,158.4,380.03,361.667,1,0.95,58,8,7,Carbamidomethylation; TMT6plex,16138,Vacuolar protein sorting-associated protein 29 OS=Mus musculus GN=Vps29 PE=1 SV=1
Q9QZ88|VPS29_MOUSE,0.77,158.4,380.03,361.667,1,0.95,46,8,7,Carbamidomethylation; TMT6plex,20496,Vacuolar protein sorting-associated protein 29 OS=Mus musculus GN=Vps29 PE=1 SV=1
Q91VN4|MIC25_MOUSE,5.16,158.38,4.243,6.549,1,1.54,3,6,1,TMT6plex,29852,MICOS complex subunit Mic25 OS=Mus musculus GN=Chchd6 PE=1 SV=2
Q9QXV0|PCSK1_MOUSE,1.7,158.34,128.793,125.186,1,0.97,11,3,3,TMT6plex,27270,ProSAAS OS=Mus musculus GN=Pcsk1n PE=1 SV=2
Q9Z1Z0|USO1_MOUSE,0.76,158.32,107.833,104.79,1,0.97,10,15,7,TMT6plex; Deamidation (NQ),106983,General vesicular transport factor p115 OS=Mus musculus GN=Uso1 PE=1 SV=2
P28665|MUG1_MOUSE,1.97,158.26,52.529,57.963,1,1.10,1,6,2,TMT6plex,165297,Murinoglobulin-1 OS=Mus musculus GN=Mug1 PE=1 SV=3
tr|H7BX15|H7BX15_MOUSE,2.51,158.23,32.796,28.967,1,0.88,2,5,3,Carbamidomethylation; TMT6plex,162283,Adhesion G protein-coupled receptor L1 OS=Mus musculus GN=Adgrl1 PE=1 SV=1
tr|E9Q3V9|E9Q3V9_MOUSE,2.51,158.23,32.796,28.967,1,0.88,2,5,3,Carbamidomethylation; TMT6plex,167042,Adhesion G protein-coupled receptor L1 OS=Mus musculus GN=Adgrl1 PE=1 SV=1
tr|B2RQC7|B2RQC7_MOUSE,3.84,158.21,34.073,42.593,1,1.25,3,5,4,TMT6plex,146697,DIP2 disco-interacting protein 2 homolog B (Drosophila) OS=Mus musculus GN=Dip2b PE=1 SV=1
tr|D3Z5G8|D3Z5G8_MOUSE,3.84,158.21,34.073,42.593,1,1.25,3,5,4,TMT6plex,146768,Disco-interacting protein 2 homolog B OS=Mus musculus GN=Dip2b PE=1 SV=1
Q3UH60|DIP2B_MOUSE,3.84,158.21,34.073,42.593,1,1.25,3,5,4,TMT6plex,171125,Disco-interacting protein 2 homolog B OS=Mus musculus GN=Dip2b PE=1 SV=1
Q78ZA7|NP1L4_MOUSE,3.62,158.19,58.032,63.941,1,1.10,10,5,3,TMT6plex,42679,Nucleosome assembly protein 1-like 4 OS=Mus musculus GN=Nap1l4 PE=1 SV=1
tr|B7ZNL2|B7ZNL2_MOUSE,3.62,158.19,58.032,63.941,1,1.10,10,5,3,TMT6plex,43935,Nap1l4 protein OS=Mus musculus GN=Nap1l4 PE=1 SV=1
Q8BJH1|ZC21A_MOUSE,1.57,158.16,169.167,160.042,1,0.95,8,3,3,TMT6plex,35152,Zinc finger C2HC domain-containing protein 1A OS=Mus musculus GN=Zc2hc1a PE=1 SV=1
tr|G5E8G6|G5E8G6_MOUSE,2.85,158.13,19.844,25.582,1,1.29,1,11,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),210545,Myosin Vb  isoform CRA_c OS=Mus musculus GN=Myo5b PE=1 SV=1
P21271|MYO5B_MOUSE,2.85,158.13,19.844,25.582,1,1.29,1,11,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),210569,Unconventional myosin-Vb OS=Mus musculus GN=Myo5b PE=1 SV=2
tr|G3X9Y9|G3X9Y9_MOUSE,2.85,158.13,19.844,25.582,1,1.29,1,11,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),213412,Myosin Vb  isoform CRA_a OS=Mus musculus GN=Myo5b PE=1 SV=1
O88441|MTX2_MOUSE,1.82,158.05,114.612,111.75,1,0.98,32,6,6,Carbamidomethylation; TMT6plex,29758,Metaxin-2 OS=Mus musculus GN=Mtx2 PE=1 SV=1
Q99L13|3HIDH_MOUSE,4.34,158,58.016,66.93,1,1.15,28,6,6,TMT6plex; Deamidation (NQ),35440,3-hydroxyisobutyrate dehydrogenase  mitochondrial OS=Mus musculus GN=Hibadh PE=1 SV=1
Q9CZX8|RS19_MOUSE,0.27,158,434.776,437.153,1,1.01,32,7,7,TMT6plex,16085,40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3
tr|E9Q4P0|E9Q4P0_MOUSE,1.36,158,30.244,27.428,1,0.91,4,7,1,TMT6plex,22234,KxDL motif-containing protein 1 (Fragment) OS=Mus musculus GN=Kxd1 PE=1 SV=1
tr|E9QNP0|E9QNP0_MOUSE,1.36,158,30.244,27.428,1,0.91,3,7,1,TMT6plex,26856,KxDL motif-containing protein 1 OS=Mus musculus GN=Kxd1 PE=1 SV=1
P62984|RL40_MOUSE,1.36,158,30.244,27.428,1,0.91,5,7,1,TMT6plex,14728,Ubiquitin-60S ribosomal protein L40 OS=Mus musculus GN=Uba52 PE=1 SV=2
tr|E9Q9J0|E9Q9J0_MOUSE,1.36,158,30.244,27.428,1,0.91,7,7,1,TMT6plex,10914,Ubiquitin-60S ribosomal protein L40 (Fragment) OS=Mus musculus GN=Uba52 PE=1 SV=1
P63137|GBRB2_MOUSE,3.61,157.91,29.096,21.89,1,0.75,5,8,2,TMT6plex,59197,Gamma-aminobutyric acid receptor subunit beta-2 OS=Mus musculus GN=Gabrb2 PE=1 SV=2
O70251|EF1B_MOUSE,2.29,157.89,485.997,448.494,1,0.92,56,9,9,Carbamidomethylation; TMT6plex; Deamidation (NQ),24694,Elongation factor 1-beta OS=Mus musculus GN=Eef1b PE=1 SV=5
P10518|HEM2_MOUSE,0.86,157.88,135.413,135.134,1,1.00,26,7,6,TMT6plex,36024,Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1
Q8R2R9|AP3M2_MOUSE,3.49,157.76,235.397,235.954,1,1.00,17,7,6,TMT6plex,46916,AP-3 complex subunit mu-2 OS=Mus musculus GN=Ap3m2 PE=1 SV=1
Q9DB41|GHC2_MOUSE,1.7,157.72,58.654,60.585,1,1.03,14,9,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),34166,Mitochondrial glutamate carrier 2 OS=Mus musculus GN=Slc25a18 PE=1 SV=4
tr|Q8CFR5|Q8CFR5_MOUSE,6.51,157.71,13.336,13.831,1,1.04,5,3,2,TMT6plex,76948,Dystrobrevin OS=Mus musculus GN=Dtna PE=1 SV=1
Q9D2N4|DTNA_MOUSE,6.51,157.71,13.336,13.831,1,1.04,4,3,2,TMT6plex,84067,Dystrobrevin alpha OS=Mus musculus GN=Dtna PE=1 SV=2
O70503|DHB12_MOUSE,1.59,157.67,240.677,220.569,1,0.92,25,6,6,Carbamidomethylation; TMT6plex,34742,Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus GN=Hsd17b12 PE=1 SV=1
Q9QZM0|UBQL2_MOUSE,0.72,157.6,52.576,52.6,1,1.00,2,6,1,TMT6plex,67351,Ubiquilin-2 OS=Mus musculus GN=Ubqln2 PE=1 SV=2
Q91VR8|BRK1_MOUSE,1.79,157.56,100.559,91.091,1,0.91,65,7,7,Carbamidomethylation; TMT6plex,8761,Protein BRICK1 OS=Mus musculus GN=Brk1 PE=1 SV=1
Q9CQX2|CYB5B_MOUSE,2.91,157.52,149.466,130.431,1,0.87,18,4,3,TMT6plex,16318,Cytochrome b5 type B OS=Mus musculus GN=Cyb5b PE=1 SV=1
Q80UP3|DGKZ_MOUSE,2.87,157.19,35.125,30.696,1,0.87,4,4,3,Carbamidomethylation; TMT6plex,104031,Diacylglycerol kinase zeta OS=Mus musculus GN=Dgkz PE=1 SV=2
tr|A2AHJ7|A2AHJ7_MOUSE,2.87,157.19,35.125,30.696,1,0.87,4,4,3,Carbamidomethylation; TMT6plex,105900,Diacylglycerol kinase OS=Mus musculus GN=Dgkz PE=1 SV=1
tr|A2AHK0|A2AHK0_MOUSE,2.87,157.19,35.125,30.696,1,0.87,4,4,3,Carbamidomethylation; TMT6plex,125128,Diacylglycerol kinase OS=Mus musculus GN=Dgkz PE=1 SV=1
Q7TT50|MRCKB_MOUSE,3.64,157.12,22.811,20.205,1,0.89,1,9,2,TMT6plex,194751,Serine/threonine-protein kinase MRCK beta OS=Mus musculus GN=Cdc42bpb PE=1 SV=2
Q8VDW0|DX39A_MOUSE,2.01,157.05,7.417,9.406,1,1.27,2,11,1,TMT6plex,49067,ATP-dependent RNA helicase DDX39A OS=Mus musculus GN=Ddx39a PE=1 SV=1
Q8JZN5|ACAD9_MOUSE,1.08,157.02,72.532,76.409,1,1.05,8,5,5,TMT6plex,68722,Acyl-CoA dehydrogenase family member 9  mitochondrial OS=Mus musculus GN=Acad9 PE=1 SV=2
Q8CCJ4|AMER2_MOUSE,5.65,156.94,22.093,20.102,1,0.91,6,5,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),69933,APC membrane recruitment protein 2 OS=Mus musculus GN=Amer2 PE=1 SV=2
tr|A0A0R4J030|A0A0R4J030_MOUSE,5.65,156.94,22.093,20.102,1,0.91,6,5,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),66433,APC membrane recruitment protein 2 OS=Mus musculus GN=Amer2 PE=1 SV=1
tr|A2AKH7|A2AKH7_MOUSE,2.53,156.8,102.473,89.303,1,0.87,24,6,5,TMT6plex,24132,Leucine-rich repeat-containing protein 57 (Fragment) OS=Mus musculus GN=Lrrc57 PE=1 SV=8
Q9D1G5|LRC57_MOUSE,2.53,156.8,102.473,89.303,1,0.87,22,6,5,TMT6plex,26760,Leucine-rich repeat-containing protein 57 OS=Mus musculus GN=Lrrc57 PE=1 SV=1
tr|Q8JZX5|Q8JZX5_MOUSE,2.53,156.8,102.473,89.303,1,0.87,22,6,5,TMT6plex,26726,Leucine rich repeat containing 57 OS=Mus musculus GN=Lrrc57 PE=1 SV=1
P32848|PRVA_MOUSE,18.87,156.69,319.143,256.759,1,0.80,55,7,7,TMT6plex; Oxidation (M),11931,Parvalbumin alpha OS=Mus musculus GN=Pvalb PE=1 SV=3
Q9ES28|ARHG7_MOUSE,2.92,156.66,184.799,168.672,1,0.91,12,8,8,Carbamidomethylation; TMT6plex; Deamidation (NQ),97056,Rho guanine nucleotide exchange factor 7 OS=Mus musculus GN=Arhgef7 PE=1 SV=2
P99028|QCR6_MOUSE,1.76,156.6,511.982,478.09,1,0.93,61,5,5,Carbamidomethylation; TMT6plex,10435,Cytochrome b-c1 complex subunit 6  mitochondrial OS=Mus musculus GN=Uqcrh PE=1 SV=2
P35585|AP1M1_MOUSE,1.95,156.58,141.905,126.607,1,0.89,20,7,7,TMT6plex,48543,AP-1 complex subunit mu-1 OS=Mus musculus GN=Ap1m1 PE=1 SV=3
Q6PGF7|EXOC8_MOUSE,3.19,156.58,48.333,59.721,1,1.24,11,6,5,TMT6plex,81035,Exocyst complex component 8 OS=Mus musculus GN=Exoc8 PE=1 SV=1
Q9D0M5|DYL2_MOUSE,6.66,156.49,1.60E+03,1.23E+03,1,0.77,39,8,4,Carbamidomethylation; TMT6plex; Oxidation (M),10350,Dynein light chain 2  cytoplasmic OS=Mus musculus GN=Dynll2 PE=1 SV=1
P59999|ARPC4_MOUSE,1.87,156.39,548.846,567.76,1,1.03,39,7,6,Carbamidomethylation; TMT6plex,19667,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3
Q9CQI3|GMFB_MOUSE,2.62,156.33,312.396,286.942,1,0.92,49,7,6,Carbamidomethylation; TMT6plex,16723,Glia maturation factor beta OS=Mus musculus GN=Gmfb PE=1 SV=3
P70670|NACAM_MOUSE,1.27,156.11,134.392,132.673,1,0.99,4,7,7,TMT6plex,220497,Nascent polypeptide-associated complex subunit alpha  muscle-specific form OS=Mus musculus GN=Naca PE=1 SV=2
P32067|LA_MOUSE,2.63,156,66.135,62.08,1,0.94,13,7,5,Carbamidomethylation; TMT6plex,47756,Lupus La protein homolog OS=Mus musculus GN=Ssb PE=1 SV=1
tr|G3X972|G3X972_MOUSE,1.49,155.81,44.808,49.494,1,1.10,6,5,5,TMT6plex,118581,SEC24 related gene family  member C (S. cerevisiae)  isoform CRA_a OS=Mus musculus GN=Sec24c PE=1 SV=1
Q9D7N9|APMAP_MOUSE,4.42,155.75,72.548,67.545,1,0.93,11,4,4,TMT6plex,46434,Adipocyte plasma membrane-associated protein OS=Mus musculus GN=Apmap PE=1 SV=1
Q80YA9|CNKR2_MOUSE,1.2,155.71,72.548,78.71,1,1.08,7,9,6,TMT6plex,117396,Connector enhancer of kinase suppressor of ras 2 OS=Mus musculus GN=Cnksr2 PE=1 SV=1
P35505|FAAA_MOUSE,4.19,155.7,100.383,118.958,1,1.19,14,5,5,Carbamidomethylation; TMT6plex,46176,Fumarylacetoacetase OS=Mus musculus GN=Fah PE=1 SV=2
tr|E9Q1F5|E9Q1F5_MOUSE,3.95,155.49,16.287,15.853,1,0.97,1,13,2,TMT6plex; Deamidation (NQ),202701,Myosin VC OS=Mus musculus GN=Myo5c PE=1 SV=1
tr|A0A0R4J2B2|A0A0R4J2B2_MOUSE,2.21,155.29,155.289,136.204,1,0.88,20,7,6,TMT6plex,35888,BTB/POZ domain-containing protein KCTD12 OS=Mus musculus GN=Kctd12 PE=1 SV=1
tr|Q8C446|Q8C446_MOUSE,1.71,155.15,7.274,8.264,1,1.14,3,7,1,TMT6plex,54283,Gamma-aminobutyric acid (GABA-A) receptor  subunit beta 3  isoform CRA_b OS=Mus musculus GN=Gabrb3 PE=1 SV=1
P63080|GBRB3_MOUSE,1.71,155.15,7.274,8.264,1,1.14,3,7,1,TMT6plex,54166,Gamma-aminobutyric acid receptor subunit beta-3 OS=Mus musculus GN=Gabrb3 PE=2 SV=1
tr|F6ZYH6|F6ZYH6_MOUSE,1.71,155.15,7.274,8.264,1,1.14,2,7,1,TMT6plex,56967,Gamma-aminobutyric acid receptor subunit beta-3 OS=Mus musculus GN=Gabrb3 PE=1 SV=1
tr|E9Q4M4|E9Q4M4_MOUSE,1.54,154.75,15.505,19.282,1,1.24,3,6,1,TMT6plex,26388,MICOS complex subunit OS=Mus musculus GN=Chchd6 PE=1 SV=1
tr|Q14AA6|Q14AA6_MOUSE,0.97,154.73,8.997,8.352,1,0.93,6,6,1,TMT6plex,24357,GTP-binding nuclear protein Ran OS=Mus musculus GN=1700009N14Rik PE=2 SV=1
Q80UW2|FBX2_MOUSE,1.09,154.7,105.504,110.299,1,1.05,19,6,5,Carbamidomethylation; TMT6plex,33676,F-box only protein 2 OS=Mus musculus GN=Fbxo2 PE=1 SV=1
Q9WTX5|SKP1_MOUSE,0.84,154.59,471.21,466.252,1,0.99,57,10,9,Carbamidomethylation; TMT6plex,18672,S-phase kinase-associated protein 1 OS=Mus musculus GN=Skp1 PE=1 SV=3
tr|A0A0G2JES3|A0A0G2JES3_MOUSE,0.71,154.47,83.57,86.138,1,1.03,26,5,4,TMT6plex,21741,60S ribosomal protein L9 (Fragment) OS=Mus musculus GN=Rpl9 PE=1 SV=1
P51410|RL9_MOUSE,0.71,154.47,83.57,86.138,1,1.03,26,5,4,TMT6plex,21881,60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=2 SV=2
Q9CWK8|SNX2_MOUSE,0.31,154.3,138.125,141.068,1,1.02,16,13,8,TMT6plex,58471,Sorting nexin-2 OS=Mus musculus GN=Snx2 PE=1 SV=2
Q9D6P8|CALL3_MOUSE,2.89,154.24,10.656,13.275,1,1.25,13,6,1,TMT6plex,16701,Calmodulin-like protein 3 OS=Mus musculus GN=Calml3 PE=2 SV=1
Q8K4Z3|NNRE_MOUSE,0.95,154.13,173.266,180.599,1,1.04,30,6,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),30973,NAD(P)H-hydrate epimerase OS=Mus musculus GN=Naxe PE=1 SV=1
P63321|RALA_MOUSE,4.51,154.01,61.701,55.076,1,0.89,12,6,2,TMT6plex; Deamidation (NQ),23553,Ras-related protein Ral-A OS=Mus musculus GN=Rala PE=1 SV=1
P58389|PTPA_MOUSE,2.82,153.96,92.982,89.743,1,0.97,24,6,6,TMT6plex,36710,Serine/threonine-protein phosphatase 2A activator OS=Mus musculus GN=Ptpa PE=1 SV=1
Q99L43|CDS2_MOUSE,6.23,153.84,76.568,67.692,1,0.88,12,4,4,TMT6plex,51314,Phosphatidate cytidylyltransferase 2 OS=Mus musculus GN=Cds2 PE=1 SV=1
Q9JM52|MINK1_MOUSE,1.13,153.83,72.133,77.245,1,1.07,4,8,4,TMT6plex,147294,Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=3
tr|Q5SXG1|Q5SXG1_MOUSE,1.13,153.83,72.133,77.245,1,1.07,4,8,4,TMT6plex,150090,Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=1
tr|Q5SXG3|Q5SXG3_MOUSE,1.13,153.83,72.133,77.245,1,1.07,4,8,4,TMT6plex,150405,Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=1
tr|G3X9G2|G3X9G2_MOUSE,1.13,153.83,72.133,77.245,1,1.07,4,8,4,TMT6plex,151223,Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=1
Q91X72|HEMO_MOUSE,11.09,153.81,130.42,201.229,1,1.54,21,12,8,Carbamidomethylation; TMT6plex,51318,Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2
P31230|AIMP1_MOUSE,2.81,153.6,62.498,65.186,1,1.04,19,8,5,TMT6plex,33997,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus GN=Aimp1 PE=1 SV=2
tr|Q3UZG4|Q3UZG4_MOUSE,2.81,153.6,62.498,65.186,1,1.04,18,8,5,TMT6plex,35167,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus GN=Aimp1 PE=1 SV=1
tr|A0A0A6YWM5|A0A0A6YWM5_MOUSE,1.91,153.59,101.915,100.263,1,0.98,5,11,8,TMT6plex,152542,Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus GN=Rab3gap2 PE=1 SV=1
Q80X80|C2C2L_MOUSE,1.63,153.55,12.857,13.773,1,1.07,4,2,1,TMT6plex,76329,Phospholipid transfer protein C2CD2L OS=Mus musculus GN=C2cd2l PE=1 SV=3
tr|Q8CAA2|Q8CAA2_MOUSE,1.63,153.55,12.857,13.773,1,1.07,4,2,1,TMT6plex,70455,Phospholipid transfer protein C2CD2L OS=Mus musculus GN=C2cd2l PE=1 SV=1
Q8C0L0|TMX4_MOUSE,3.71,153.45,44.617,40.337,1,0.90,12,3,3,TMT6plex,37131,Thioredoxin-related transmembrane protein 4 OS=Mus musculus GN=Tmx4 PE=1 SV=2
Q922Q8|LRC59_MOUSE,2.88,153.44,118.488,114.475,1,0.97,26,8,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),34877,Leucine-rich repeat-containing protein 59 OS=Mus musculus GN=Lrrc59 PE=1 SV=1
P32020|NLTP_MOUSE,0.37,153.27,192.982,192.672,1,1.00,15,8,8,Carbamidomethylation; TMT6plex,59126,Non-specific lipid-transfer protein OS=Mus musculus GN=Scp2 PE=1 SV=3
P50171|DHB8_MOUSE,2.15,153.19,18.552,23.956,1,1.29,5,2,1,TMT6plex,26588,Estradiol 17-beta-dehydrogenase 8 OS=Mus musculus GN=Hsd17b8 PE=1 SV=2
Q61425|HCDH_MOUSE,1.22,153.12,108.359,100.776,1,0.93,23,8,6,Carbamidomethylation; TMT6plex,34464,Hydroxyacyl-coenzyme A dehydrogenase  mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2
tr|G3UZ34|G3UZ34_MOUSE,2.32,153.1,39.416,37.304,1,0.95,5,7,5,TMT6plex,108339,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=1 SV=1
O08810|U5S1_MOUSE,2.32,153.1,39.416,37.304,1,0.95,5,7,5,TMT6plex,109361,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=1 SV=1
tr|A2AH85|A2AH85_MOUSE,2.32,153.1,39.416,37.304,1,0.95,5,7,5,TMT6plex,109492,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=1 SV=1
Q8CHT0|AL4A1_MOUSE,2.24,153.09,35.03,33.509,1,0.96,4,4,3,TMT6plex,61841,Delta-1-pyrroline-5-carboxylate dehydrogenase  mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3
tr|J3QMM7|J3QMM7_MOUSE,1.4,153.06,156.166,155.5,1,1.00,34,7,7,Carbamidomethylation; TMT6plex,35169,ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus GN=Naxd PE=1 SV=1
tr|K3W4M4|K3W4M4_MOUSE,1.4,153.06,156.166,155.5,1,1.00,30,7,7,Carbamidomethylation; TMT6plex,38912,ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus GN=Naxd PE=1 SV=1
Q91XU3|PI42C_MOUSE,1.76,153.05,128.634,142.489,1,1.11,15,9,7,Carbamidomethylation; TMT6plex,47336,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Mus musculus GN=Pip4k2c PE=1 SV=1
Q6ZQ18|EFR3B_MOUSE,1.83,153.04,40.996,45.89,1,1.12,6,7,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),92406,Protein EFR3 homolog B OS=Mus musculus GN=Efr3b PE=1 SV=2
Q6IRU2|TPM4_MOUSE,3.56,152.98,36.162,45.435,1,1.26,16,7,3,TMT6plex; Deamidation (NQ),28468,Tropomyosin alpha-4 chain OS=Mus musculus GN=Tpm4 PE=1 SV=3
P84104|SRSF3_MOUSE,1.52,152.89,292.871,285.946,1,0.98,37,5,5,Carbamidomethylation; TMT6plex; Deamidation (NQ),19330,Serine/arginine-rich splicing factor 3 OS=Mus musculus GN=Srsf3 PE=1 SV=1
Q8K274|KT3K_MOUSE,2.1,152.87,78.785,79.648,1,1.01,18,4,4,TMT6plex,34468,Ketosamine-3-kinase OS=Mus musculus GN=Fn3krp PE=1 SV=2
P10639|THIO_MOUSE,4,152.8,529.146,457.827,1,0.87,66,8,8,Carbamidomethylation; TMT6plex,11675,Thioredoxin OS=Mus musculus GN=Txn PE=1 SV=3
tr|F8WHQ1|F8WHQ1_MOUSE,0.63,152.78,118.281,114.68,1,0.97,20,4,4,TMT6plex,26927,Tumor protein D52 OS=Mus musculus GN=Tpd52 PE=1 SV=1
O09111|NDUBB_MOUSE,2.34,152.67,388.58,415.571,1,1.07,38,6,6,TMT6plex; Oxidation (M); Deamidation (NQ),17444,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11  mitochondrial OS=Mus musculus GN=Ndufb11 PE=1 SV=2
Q62425|NDUA4_MOUSE,1.56,152.66,1.66E+03,1.64E+03,1,0.99,62,7,7,TMT6plex,9327,Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus GN=Ndufa4 PE=1 SV=2
Q6PGN3|DCLK2_MOUSE,3.23,152.65,20.833,20.278,1,0.97,5,7,3,Carbamidomethylation; TMT6plex,82979,Serine/threonine-protein kinase DCLK2 OS=Mus musculus GN=Dclk2 PE=1 SV=1
tr|A0A0A6YX71|A0A0A6YX71_MOUSE,3.23,152.65,20.833,20.278,1,0.97,5,7,3,Carbamidomethylation; TMT6plex,78053,Serine/threonine-protein kinase DCLK2 OS=Mus musculus GN=Dclk2 PE=1 SV=1
tr|E9Q9E1|E9Q9E1_MOUSE,2.81,152.65,45.558,38.608,1,0.85,3,7,5,TMT6plex,175330,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus GN=Eif4g1 PE=1 SV=1
P58404|STRN4_MOUSE,1.66,152.57,60.552,53.948,1,0.89,6,6,4,TMT6plex,81645,Striatin-4 OS=Mus musculus GN=Strn4 PE=1 SV=2
Q99JF8|PSIP1_MOUSE,1.33,152.46,319.654,310.004,1,0.97,15,8,8,TMT6plex,59697,PC4 and SFRS1-interacting protein OS=Mus musculus GN=Psip1 PE=1 SV=1
Q61206|PA1B2_MOUSE,3.32,152.28,404.819,346.165,1,0.86,31,7,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),25581,Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus GN=Pafah1b2 PE=1 SV=2
Q91V09|WDR13_MOUSE,3.26,152.2,41.012,40.659,1,0.99,13,5,5,Carbamidomethylation; TMT6plex,53664,WD repeat-containing protein 13 OS=Mus musculus GN=Wdr13 PE=1 SV=1
tr|S4R225|S4R225_MOUSE,3.26,152.2,41.012,40.659,1,0.99,16,5,5,Carbamidomethylation; TMT6plex,43005,WD repeat-containing protein 13 OS=Mus musculus GN=Wdr13 PE=1 SV=1
O88998|NOE1_MOUSE,4.1,152.1,148.557,133.142,1,0.90,13,5,5,TMT6plex,55398,Noelin OS=Mus musculus GN=Olfm1 PE=1 SV=1
tr|Q8R357|Q8R357_MOUSE,4.1,152.1,148.557,133.142,1,0.90,13,5,5,TMT6plex,55428,Noelin OS=Mus musculus GN=Olfm1 PE=1 SV=1
tr|E9Q9C2|E9Q9C2_MOUSE,3.04,152.09,7.832,6.315,1,0.81,1,4,1,Carbamidomethylation; TMT6plex,87256,Actin-binding LIM protein 1 OS=Mus musculus GN=Ablim1 PE=1 SV=1
Q8K4G5|ABLM1_MOUSE,3.04,152.09,7.832,6.315,1,0.81,1,4,1,Carbamidomethylation; TMT6plex,96805,Actin-binding LIM protein 1 OS=Mus musculus GN=Ablim1 PE=1 SV=1
tr|E9QK41|E9QK41_MOUSE,3.04,152.09,7.832,6.315,1,0.81,1,4,1,Carbamidomethylation; TMT6plex,96835,Actin-binding LIM protein 1 OS=Mus musculus GN=Ablim1 PE=1 SV=1
