,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|E9Q8D0|DJC21_MOUSE,Dnajc21,DnaJ homolog subfamily C member 21 OS=Mus musculus OX=10090 GN=Dnajc21 PE=1 SV=1,5,10.0,10.2,11.1,12.1,10.6,8.6,9.2,9.6,9.6,9.1,0.01046,0.13916
tr|F8WIK0|F8WIK0_MOUSE,Ciapin1,Anamorsin OS=Mus musculus OX=10090 GN=Ciapin1 PE=1 SV=2,4,11.4,9.0,11.3,10.2,9.3,9.0,11.5,8.3,10.8,9.2,0.54849,0.55140
tr|A0A0R4J137|A0A0R4J137_MOUSE,Phyhd1,Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phyhd1 PE=1 SV=1,8,10.8,12.3,9.0,11.4,9.9,10.9,7.7,10.3,8.2,9.5,0.15324,0.32911
sp|O35988|SDC4_MOUSE,Sdc4,Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1,2,7.7,12.0,8.7,10.5,8.9,12.6,10.1,11.9,9.3,8.4,0.42408,0.50072
sp|Q8VDZ4|ZDHC5_MOUSE,Zdhhc5,Palmitoyltransferase ZDHHC5 OS=Mus musculus OX=10090 GN=Zdhhc5 PE=1 SV=1,2,9.8,9.9,10.6,10.7,10.7,8.6,9.0,9.2,12.6,8.8,0.40921,0.49383
sp|Q9CPQ8|ATP5L_MOUSE,Atp5mg,"ATP synthase subunit g, mitochondrial OS=Mus musculus OX=10090 GN=Atp5mg PE=1 SV=1",8,10.5,9.6,9.5,10.2,10.6,10.4,8.2,10.5,9.2,11.1,0.74204,0.61986
sp|P31725|S10A9_MOUSE,S100a9,Protein S100-A9 OS=Mus musculus OX=10090 GN=S100a9 PE=1 SV=3,5,8.3,7.6,9.9,4.6,4.7,6.2,14.6,9.3,18.2,16.5,0.05651,0.22724
sp|P10711|TCEA1_MOUSE,Tcea1,Transcription elongation factor A protein 1 OS=Mus musculus OX=10090 GN=Tcea1 PE=1 SV=2,10,9.4,9.6,10.1,11.8,10.4,9.5,9.9,8.7,11.5,9.1,0.43706,0.50653
sp|Q9DCI9|RM32_MOUSE,Mrpl32,"39S ribosomal protein L32, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl32 PE=1 SV=1",3,11.5,7.4,11.9,10.9,10.3,10.2,9.9,8.9,9.4,9.6,0.38043,0.48096
sp|Q3UYI5|RGL3_MOUSE,Rgl3,Ral guanine nucleotide dissociation stimulator-like 3 OS=Mus musculus OX=10090 GN=Rgl3 PE=1 SV=2,3,10.9,9.8,11.2,9.8,9.9,10.2,9.3,10.1,9.2,9.7,0.13025,0.30786
sp|Q9ESZ8|GTF2I_MOUSE,Gtf2i,General transcription factor II-I OS=Mus musculus OX=10090 GN=Gtf2i PE=1 SV=3,13,9.6,9.6,10.3,9.7,9.7,10.4,10.2,10.8,10.1,9.6,0.11100,0.29021
sp|O54734|OST48_MOUSE,Ddost,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=1 SV=2,17,12.3,13.3,11.0,8.3,8.9,8.2,8.1,9.6,10.1,10.1,0.19908,0.36886
sp|Q9D4C5|EAF1_MOUSE,Eaf1,ELL-associated factor 1 OS=Mus musculus OX=10090 GN=Eaf1 PE=1 SV=2,2,9.8,11.2,10.2,10.4,9.4,10.2,10.1,9.1,10.5,9.2,0.38441,0.48279
sp|Q8VHE0|SEC63_MOUSE,Sec63,Translocation protein SEC63 homolog OS=Mus musculus OX=10090 GN=Sec63 PE=1 SV=4,23,10.5,10.9,11.5,9.5,9.5,8.8,10.0,9.2,10.7,9.5,0.20105,0.37036
tr|E9QM19|E9QM19_MOUSE,Tm6sf2,Transmembrane 6 superfamily member 2 OS=Mus musculus OX=10090 GN=Tm6sf2 PE=1 SV=1,1,9.8,14.0,8.9,6.5,7.2,9.9,8.9,10.0,11.0,13.6,0.39366,0.48697
sp|Q8R1B4|EIF3C_MOUSE,Eif3c,Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1,28,11.4,10.6,12.0,9.1,10.3,8.6,9.5,8.6,11.1,9.0,0.09219,0.27081
sp|P54751|SIA4A_MOUSE,St3gal1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 OS=Mus musculus OX=10090 GN=St3gal1 PE=1 SV=1",3,9.5,13.1,12.1,8.3,8.2,8.1,9.2,8.2,12.3,11.0,0.73528,0.61771
sp|O08759|UBE3A_MOUSE,Ube3a,Ubiquitin-protein ligase E3A OS=Mus musculus OX=10090 GN=Ube3a PE=1 SV=2,12,10.4,10.0,9.8,10.7,10.3,9.8,8.9,10.0,9.6,10.6,0.19758,0.36771
sp|Q7TQD2|TPPP_MOUSE,Tppp,Tubulin polymerization-promoting protein OS=Mus musculus OX=10090 GN=Tppp PE=1 SV=1,2,11.7,7.6,10.8,10.4,10.4,8.6,13.4,8.6,11.3,7.0,0.77262,0.62933
sp|Q9EQQ9|OGA_MOUSE,Oga,Protein O-GlcNAcase OS=Mus musculus OX=10090 GN=Oga PE=1 SV=2,5,9.7,9.9,10.4,10.9,9.9,9.9,9.7,9.0,11.6,9.1,0.58723,0.56498
tr|J3QN89|J3QN89_MOUSE,Aamp,Angio-associated migratory protein OS=Mus musculus OX=10090 GN=Aamp PE=1 SV=1,2,9.2,9.1,12.2,9.6,10.6,9.5,9.9,9.1,11.2,9.6,0.68038,0.59922
tr|A0A0R4J2B2|A0A0R4J2B2_MOUSE,Kctd12,BTB/POZ domain-containing protein KCTD12 OS=Mus musculus OX=10090 GN=Kctd12 PE=1 SV=1,3,9.8,9.0,9.2,7.4,9.2,10.5,12.6,8.6,13.3,10.5,0.05845,0.22968
sp|Q8K1E0|STX5_MOUSE,Stx5,Syntaxin-5 OS=Mus musculus OX=10090 GN=Stx5 PE=1 SV=3,9,9.9,12.3,9.9,9.3,8.8,9.6,9.7,9.5,10.1,10.9,0.92999,0.67145
sp|Q3TJ91|L2GL2_MOUSE,Llgl2,Lethal(2) giant larvae protein homolog 2 OS=Mus musculus OX=10090 GN=Llgl2 PE=1 SV=2,4,9.8,10.3,10.5,10.4,10.4,8.9,8.5,10.7,9.8,10.7,0.29922,0.43732
sp|P24638|PPAL_MOUSE,Acp2,Lysosomal acid phosphatase OS=Mus musculus OX=10090 GN=Acp2 PE=1 SV=2,3,10.1,9.0,10.1,9.4,8.3,10.3,11.8,9.8,12.0,9.3,0.08523,0.26296
tr|Q8BGJ5|Q8BGJ5_MOUSE,Ptbp1,"MCG13402, isoform CRA_a OS=Mus musculus OX=10090 GN=Ptbp1 PE=1 SV=1",23,10.6,11.0,10.4,9.2,9.9,9.9,9.2,9.1,9.4,11.2,0.36976,0.47591
tr|G3UXA6|G3UXA6_MOUSE,Ptbp3,Polypyrimidine tract-binding protein 3 OS=Mus musculus OX=10090 GN=Ptbp3 PE=1 SV=1,7,9.8,11.8,9.6,9.3,9.3,10.4,8.8,10.3,10.3,10.4,0.86668,0.65571
sp|Q91Z31|PTBP2_MOUSE,Ptbp2,Polypyrimidine tract-binding protein 2 OS=Mus musculus OX=10090 GN=Ptbp2 PE=1 SV=2,2,7.1,7.1,7.8,8.3,11.0,11.8,12.2,12.9,11.6,10.4,0.00478,0.12672
tr|A0A1W2P7W3|A0A1W2P7W3_MOUSE,Ptprb,"Protein tyrosine phosphatase, receptor type, B, isoform CRA_b OS=Mus musculus OX=10090 GN=Ptprb PE=1 SV=1",1,10.6,11.0,11.9,9.7,9.7,8.9,10.2,9.7,9.8,8.5,0.05860,0.22987
tr|Q7TSS3|Q7TSS3_MOUSE,Ikbkg,Inhibitor of kappaB kinase gamma OS=Mus musculus OX=10090 GN=Ikbkg PE=1 SV=1,4,10.0,9.1,10.7,11.1,9.5,9.9,11.0,9.0,11.1,8.5,0.78189,0.63211
sp|P61759|PFD3_MOUSE,Vbp1,Prefoldin subunit 3 OS=Mus musculus OX=10090 GN=Vbp1 PE=1 SV=2,13,10.2,9.1,10.3,10.8,9.7,9.6,10.8,9.6,10.9,9.0,0.92176,0.66949
tr|K3W4R0|K3W4R0_MOUSE,Dnah17,"Dynein heavy chain 17, axonemal OS=Mus musculus OX=10090 GN=Dnah17 PE=1 SV=1",1,9.4,10.7,10.7,11.7,10.2,8.4,10.5,10.1,10.1,8.3,0.12038,0.29924
sp|Q9CQF8|RT63_MOUSE,Mrpl57,"Ribosomal protein 63, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl57 PE=1 SV=1",3,9.4,10.4,9.9,10.8,9.4,10.8,9.4,11.4,9.2,9.4,0.91174,0.66706
sp|P08226|APOE_MOUSE,Apoe,Apolipoprotein E OS=Mus musculus OX=10090 GN=Apoe PE=1 SV=2,29,9.5,10.3,8.4,8.5,8.7,10.9,16.1,9.4,9.0,9.0,0.25468,0.40706
sp|O88967|YMEL1_MOUSE,Yme1l1,ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1,10,10.1,10.3,10.1,11.0,9.8,9.5,9.6,10.1,9.9,9.7,0.07502,0.25017
sp|Q9CQQ7|AT5F1_MOUSE,Atp5pb,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pb PE=1 SV=1",26,10.5,9.6,11.1,11.0,9.6,9.6,9.5,9.8,10.3,9.0,0.11130,0.29050
sp|Q9D1E6|TBCB_MOUSE,Tbcb,Tubulin-folding cofactor B OS=Mus musculus OX=10090 GN=Tbcb PE=1 SV=2,2,11.9,7.9,11.0,8.4,11.4,7.2,10.8,8.5,13.3,9.5,0.85119,0.65163
sp|Q8VBZ3|CLPT1_MOUSE,Clptm1,Cleft lip and palate transmembrane protein 1 homolog OS=Mus musculus OX=10090 GN=Clptm1 PE=1 SV=1,14,9.9,10.5,9.3,8.9,9.7,10.2,10.1,10.5,9.9,10.9,0.08142,0.25841
sp|P51150|RAB7A_MOUSE,Rab7a,Ras-related protein Rab-7a OS=Mus musculus OX=10090 GN=Rab7a PE=1 SV=2,19,11.1,11.1,9.2,9.2,9.5,9.3,9.3,9.9,11.0,10.4,0.94230,0.67434
tr|Q91V55|Q91V55_MOUSE,Rps5,40S ribosomal protein S5 OS=Mus musculus OX=10090 GN=Rps5 PE=1 SV=1,17,10.3,11.6,10.6,9.3,9.6,9.6,9.1,9.6,10.2,10.0,0.22126,0.38479
sp|Q8CAK3|RYDEN_MOUSE,Ryden,Repressor of yield of DENV protein homolog OS=Mus musculus OX=10090 GN=Ryden PE=2 SV=1,2,10.2,10.8,10.4,10.0,8.8,10.4,11.3,8.3,11.2,8.5,0.90410,0.66519
tr|E9PZW8|E9PZW8_MOUSE,Myo9b,Unconventional myosin-IXb OS=Mus musculus OX=10090 GN=Myo9b PE=1 SV=1,6,10.4,10.1,10.3,8.8,9.0,10.4,11.0,8.7,11.5,9.8,0.35296,0.46758
sp|Q8K4F5|ABHDB_MOUSE,Abhd11,Protein ABHD11 OS=Mus musculus OX=10090 GN=Abhd11 PE=1 SV=1,6,10.7,10.7,10.4,9.9,10.0,9.4,10.1,9.6,9.8,9.3,0.00954,0.13786
sp|Q9CQ48|NUDC2_MOUSE,Nudcd2,NudC domain-containing protein 2 OS=Mus musculus OX=10090 GN=Nudcd2 PE=1 SV=1,5,11.3,10.5,10.3,10.8,9.8,9.4,10.0,9.5,9.0,9.4,0.00859,0.13633
sp|Q9CXY6|ILF2_MOUSE,Ilf2,Interleukin enhancer-binding factor 2 OS=Mus musculus OX=10090 GN=Ilf2 PE=1 SV=1,6,10.6,10.4,9.6,8.0,10.7,9.5,9.7,10.1,11.0,10.4,0.62823,0.58022
sp|Q9CW79|GOGA1_MOUSE,Golga1,Golgin subfamily A member 1 OS=Mus musculus OX=10090 GN=Golga1 PE=1 SV=2,5,9.9,11.8,11.0,11.9,8.9,9.5,9.3,8.1,10.3,9.3,0.07566,0.25103
tr|A0A0R4IZX2|A0A0R4IZX2_MOUSE,Slc9a3r2,Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Mus musculus OX=10090 GN=Slc9a3r2 PE=1 SV=1,4,8.8,9.4,10.2,11.5,9.5,9.8,10.5,10.5,9.6,10.0,0.69236,0.60341
sp|Q7TMQ7|WDR91_MOUSE,Wdr91,WD repeat-containing protein 91 OS=Mus musculus OX=10090 GN=Wdr91 PE=1 SV=1,5,9.4,9.3,10.6,10.5,10.0,9.3,10.6,10.2,10.2,10.0,0.77059,0.62872
sp|Q3TJZ6|FA98A_MOUSE,Fam98a,Protein FAM98A OS=Mus musculus OX=10090 GN=Fam98a PE=1 SV=1,11,11.3,10.4,11.8,10.1,9.5,8.6,10.1,8.3,10.9,9.2,0.09278,0.27146
sp|Q80VD1|FA98B_MOUSE,Fam98b,Protein FAM98B OS=Mus musculus OX=10090 GN=Fam98b PE=1 SV=1,10,9.2,10.0,9.6,10.7,10.3,10.2,9.7,9.7,10.7,9.8,0.82793,0.64531
sp|Q8BMS4|COQ3_MOUSE,Coq3,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Coq3 PE=1 SV=1",6,9.5,9.0,10.8,12.0,10.7,9.1,8.8,10.6,10.1,9.2,0.22866,0.38968
sp|Q8R238|SDSL_MOUSE,Sdsl,Serine dehydratase-like OS=Mus musculus OX=10090 GN=Sdsl PE=1 SV=1,5,10.0,11.5,7.9,9.8,10.7,11.1,8.3,10.9,9.7,10.2,0.95003,0.67613
sp|Q91WM2|HDHD5_MOUSE,Hdhd5,Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Mus musculus OX=10090 GN=Hdhd5 PE=1 SV=1,8,9.3,10.5,9.4,9.8,9.9,10.1,9.7,10.9,9.7,10.6,0.24243,0.39828
tr|Q8VC81|Q8VC81_MOUSE,Pla2g12b,Group XIIB phospholipase A2-like protein OS=Mus musculus OX=10090 GN=Pla2g12b PE=1 SV=1,6,11.0,10.0,11.4,9.7,9.6,9.6,9.3,9.7,8.6,11.0,0.23254,0.39217
sp|Q8K4Z5|SF3A1_MOUSE,Sf3a1,Splicing factor 3A subunit 1 OS=Mus musculus OX=10090 GN=Sf3a1 PE=1 SV=1,20,9.7,10.6,10.1,10.7,9.7,9.9,9.8,9.6,10.4,9.4,0.24034,0.39701
sp|Q8BHG2|CZIB_MOUSE,Czib,CXXC motif containing zinc binding protein OS=Mus musculus OX=10090 GN=Czib PE=1 SV=1,6,10.9,10.6,9.6,11.0,10.0,10.2,9.4,10.3,8.9,8.9,0.06152,0.23334
sp|Q9DBG5|PLIN3_MOUSE,Plin3,Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1,20,12.0,10.2,10.5,9.1,8.8,10.4,10.4,8.9,10.3,9.6,0.73875,0.61882
tr|E9QJX9|E9QJX9_MOUSE,Stat2,Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat2 PE=1 SV=2,3,9.9,13.2,9.8,7.6,7.9,10.2,9.7,8.5,12.0,11.3,0.58494,0.56421
sp|Q9JIQ3|DBLOH_MOUSE,Diablo,"Diablo homolog, mitochondrial OS=Mus musculus OX=10090 GN=Diablo PE=1 SV=2",3,11.9,12.5,11.5,9.2,8.6,9.8,8.6,9.0,9.8,9.2,0.13486,0.31160
tr|B1ASP2|B1ASP2_MOUSE,Jak1,Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Jak1 PE=1 SV=1,6,9.8,10.6,10.1,9.3,10.0,9.6,9.5,9.3,11.1,10.6,0.85162,0.65174
sp|Q8CCJ3|UFL1_MOUSE,Ufl1,E3 UFM1-protein ligase 1 OS=Mus musculus OX=10090 GN=Ufl1 PE=1 SV=2,26,10.4,11.3,10.7,9.9,9.5,9.8,9.1,9.2,10.3,9.8,0.08663,0.26457
sp|Q9Z160|COG1_MOUSE,Cog1,Conserved oligomeric Golgi complex subunit 1 OS=Mus musculus OX=10090 GN=Cog1 PE=1 SV=3,5,10.2,11.2,9.1,9.2,9.6,10.0,10.1,9.7,9.7,11.2,0.60326,0.57106
sp|P70290|EM55_MOUSE,Mpp1,55 kDa erythrocyte membrane protein OS=Mus musculus OX=10090 GN=Mpp1 PE=1 SV=1,12,9.9,10.7,9.3,9.2,8.7,10.9,11.6,10.1,9.5,10.0,0.13404,0.31095
sp|Q9DD20|MET7B_MOUSE,Mettl7b,Methyltransferase-like protein 7B OS=Mus musculus OX=10090 GN=Mettl7b PE=1 SV=2,32,9.9,10.6,9.9,9.2,9.2,9.4,11.2,9.9,9.9,10.7,0.27619,0.42235
tr|E9QK48|E9QK48_MOUSE,Eml2,Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1,5,10.3,10.4,8.9,9.1,10.2,10.0,9.2,10.6,9.6,11.8,0.42994,0.50337
sp|P14847|CRP_MOUSE,Crp,C-reactive protein OS=Mus musculus OX=10090 GN=Crp PE=1 SV=2,1,9.7,14.6,8.3,6.4,8.7,8.0,12.4,11.7,12.0,8.3,0.60296,0.57094
sp|Q08288|LYAR_MOUSE,Lyar,Cell growth-regulating nucleolar protein OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=2,3,10.2,9.8,10.8,11.6,11.8,8.7,10.1,8.8,9.6,8.6,0.00877,0.13661
sp|Q8K2C9|HACD3_MOUSE,Hacd3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus OX=10090 GN=Hacd3 PE=1 SV=2,4,11.4,12.1,10.0,8.9,8.6,10.3,8.4,9.8,9.3,11.2,0.65703,0.59081
sp|Q99M87|DNJA3_MOUSE,Dnaja3,"DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1",13,10.1,11.1,10.1,11.1,10.2,9.5,9.1,9.1,10.2,9.3,0.00943,0.13769
sp|Q9D880|TIM50_MOUSE,Timm50,Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus OX=10090 GN=Timm50 PE=1 SV=1,6,10.3,10.6,10.0,9.8,9.7,9.6,9.8,9.9,10.6,9.6,0.50128,0.53311
sp|Q61194|P3C2A_MOUSE,Pik3c2a,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Mus musculus OX=10090 GN=Pik3c2a PE=1 SV=2,7,11.4,10.3,9.9,8.7,10.3,9.4,8.7,10.2,11.0,10.1,0.69627,0.60475
sp|Q8BWU8|AT2L1_MOUSE,Etnppl,Ethanolamine-phosphate phospho-lyase OS=Mus musculus OX=10090 GN=Etnppl PE=2 SV=1,13,8.2,4.8,6.5,15.7,13.0,13.0,10.0,12.0,8.1,8.6,0.76573,0.62724
sp|P52196|THTR_MOUSE,Tst,Thiosulfate sulfurtransferase OS=Mus musculus OX=10090 GN=Tst PE=1 SV=3,28,10.1,9.9,9.8,10.6,11.6,8.9,9.8,10.4,9.1,9.9,0.11835,0.29735
sp|Q99J23|GHDC_MOUSE,Ghdc,GH3 domain-containing protein OS=Mus musculus OX=10090 GN=Ghdc PE=2 SV=2,1,10.7,9.3,8.9,7.7,8.9,10.1,9.5,9.4,11.7,13.8,0.10461,0.28364
sp|Q9CWK3|CD2B2_MOUSE,Cd2bp2,CD2 antigen cytoplasmic tail-binding protein 2 OS=Mus musculus OX=10090 GN=Cd2bp2 PE=1 SV=1,4,9.2,10.1,10.7,9.7,8.7,11.0,10.1,11.3,10.1,9.1,0.25889,0.41016
sp|Q78JT3|3HAO_MOUSE,Haao,"3-hydroxyanthranilate 3,4-dioxygenase OS=Mus musculus OX=10090 GN=Haao PE=1 SV=1",37,10.1,9.6,9.3,10.3,10.3,10.7,9.6,10.8,9.2,10.1,0.68012,0.59913
sp|Q9DAK9|PHP14_MOUSE,Phpt1,14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1,3,10.3,9.7,9.3,10.4,9.5,10.6,9.6,9.7,10.2,10.7,0.36987,0.47596
sp|P14602|HSPB1_MOUSE,Hspb1,Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3,10,4.6,6.3,3.6,4.2,6.0,8.9,20.4,4.6,25.5,16.0,0.05496,0.22521
sp|Q9JLQ0|CD2AP_MOUSE,Cd2ap,CD2-associated protein OS=Mus musculus OX=10090 GN=Cd2ap PE=1 SV=3,11,10.0,11.1,10.5,10.7,8.9,9.9,10.1,9.8,10.7,8.4,0.42701,0.50205
sp|Q99P72|RTN4_MOUSE,Rtn4,Reticulon-4 OS=Mus musculus OX=10090 GN=Rtn4 PE=1 SV=2,7,10.1,7.0,10.1,7.8,11.3,11.0,12.6,11.9,9.6,8.7,0.19925,0.36899
sp|Q9Z2I8|SUCB2_MOUSE,Suclg2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Suclg2 PE=1 SV=3",48,10.1,9.1,10.1,10.5,10.4,10.3,10.4,10.7,9.9,8.6,0.89552,0.66306
sp|Q8R4H7|NAGS_MOUSE,Nags,"N-acetylglutamate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Nags PE=1 SV=2",13,10.6,11.4,9.9,8.6,10.3,9.6,9.1,10.5,10.2,9.9,0.56568,0.55758
tr|E9Q3H6|E9Q3H6_MOUSE,Coq10a,Coenzyme Q10A OS=Mus musculus OX=10090 GN=Coq10a PE=1 SV=1,1,9.5,10.3,8.2,7.3,8.2,12.2,9.5,12.2,10.4,12.3,0.01046,0.13917
sp|Q9JMA1|UBP14_MOUSE,Usp14,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus OX=10090 GN=Usp14 PE=1 SV=3,21,9.7,9.7,9.4,10.4,10.3,10.2,10.6,9.8,9.7,10.2,0.41519,0.49662
tr|Q9Z1A1|Q9Z1A1_MOUSE,Tfg,TFG protein OS=Mus musculus OX=10090 GN=Tfg PE=1 SV=1,16,10.3,10.8,10.9,10.9,9.3,9.7,9.1,9.7,9.6,9.8,0.03610,0.19355
sp|Q69ZP3|PNKD_MOUSE,Pnkd,Probable hydrolase PNKD OS=Mus musculus OX=10090 GN=Pnkd PE=1 SV=2,2,8.8,9.9,10.7,9.1,9.6,9.9,10.2,13.0,9.6,9.3,0.34507,0.46349
sp|Q9QXB9|DRG2_MOUSE,Drg2,Developmentally-regulated GTP-binding protein 2 OS=Mus musculus OX=10090 GN=Drg2 PE=1 SV=1,4,11.2,10.7,10.3,9.9,9.9,9.4,9.3,9.1,9.7,10.5,0.05815,0.22931
sp|P32233|DRG1_MOUSE,Drg1,Developmentally-regulated GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Drg1 PE=1 SV=1,16,11.4,11.1,10.6,9.4,9.6,9.4,9.2,8.9,10.3,9.9,0.11267,0.29186
sp|P62918|RL8_MOUSE,Rpl8,60S ribosomal protein L8 OS=Mus musculus OX=10090 GN=Rpl8 PE=1 SV=2,22,11.5,10.9,12.0,10.1,9.8,9.0,8.4,9.5,9.7,9.1,0.01040,0.13909
tr|I1E4X8|I1E4X8_MOUSE,Stim2,Stromal interaction molecule 2 OS=Mus musculus OX=10090 GN=Stim2 PE=1 SV=1,3,11.6,12.4,10.6,10.4,9.5,8.8,8.5,9.8,9.5,9.0,0.01683,0.15485
sp|Q9DBG1|CP27A_MOUSE,Cyp27a1,"Sterol 26-hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Cyp27a1 PE=1 SV=1",33,9.2,10.2,9.1,10.4,10.1,10.5,9.7,10.8,8.9,11.0,0.45933,0.51602
sp|Q8BTS4|NUP54_MOUSE,Nup54,Nuclear pore complex protein Nup54 OS=Mus musculus OX=10090 GN=Nup54 PE=1 SV=1,8,10.0,9.6,11.1,9.8,10.4,9.6,10.1,9.1,10.9,9.3,0.40329,0.49119
sp|Q8BGT7|SPF30_MOUSE,Smndc1,Survival of motor neuron-related-splicing factor 30 OS=Mus musculus OX=10090 GN=Smndc1 PE=1 SV=1,8,10.4,9.1,10.5,12.1,9.8,10.1,9.4,8.7,10.9,8.9,0.25533,0.40754
sp|Q8BNX1|CLC4G_MOUSE,Clec4g,C-type lectin domain family 4 member G OS=Mus musculus OX=10090 GN=Clec4g PE=1 SV=1,2,8.1,8.9,10.9,9.8,9.8,8.0,14.8,9.6,10.7,9.4,0.45282,0.51331
sp|Q61550|RAD21_MOUSE,Rad21,Double-strand-break repair protein rad21 homolog OS=Mus musculus OX=10090 GN=Rad21 PE=1 SV=3,7,9.3,9.4,10.1,10.9,10.0,10.4,9.5,9.9,11.0,9.5,0.75482,0.62388
tr|D3Z5I1|D3Z5I1_MOUSE,Zc3hav1,Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus OX=10090 GN=Zc3hav1 PE=1 SV=1,16,9.9,10.7,10.5,10.3,9.3,9.2,10.0,9.2,10.4,10.4,0.41585,0.49692
sp|Q9QWR8|NAGAB_MOUSE,Naga,Alpha-N-acetylgalactosaminidase OS=Mus musculus OX=10090 GN=Naga PE=1 SV=2,7,8.6,10.0,11.0,9.3,10.8,8.1,12.9,11.2,9.0,9.2,0.91323,0.66742
sp|O89050|MKLN1_MOUSE,Mkln1,Muskelin OS=Mus musculus OX=10090 GN=Mkln1 PE=1 SV=1,1,9.6,10.4,8.2,12.4,10.0,8.5,11.1,9.6,10.4,9.9,0.79965,0.63732
sp|Q9CX98|CP2U1_MOUSE,Cyp2u1,Cytochrome P450 2U1 OS=Mus musculus OX=10090 GN=Cyp2u1 PE=2 SV=2,8,9.5,8.2,8.9,9.9,10.8,10.8,8.3,10.6,10.6,12.5,0.22086,0.38452
sp|Q61334|BAP29_MOUSE,Bcap29,B-cell receptor-associated protein 29 OS=Mus musculus OX=10090 GN=Bcap29 PE=1 SV=1,6,9.5,9.6,9.6,11.6,9.4,10.3,10.0,10.6,10.4,9.1,0.77852,0.63111
sp|Q8BGU5|CCNY_MOUSE,Ccny,Cyclin-Y OS=Mus musculus OX=10090 GN=Ccny PE=1 SV=1,1,9.7,10.1,9.6,9.6,10.2,11.5,9.3,11.3,10.5,8.3,0.61074,0.57385
sp|Q9R1T2|SAE1_MOUSE,Sae1,SUMO-activating enzyme subunit 1 OS=Mus musculus OX=10090 GN=Sae1 PE=1 SV=1,11,10.6,10.4,10.0,8.6,9.0,10.7,10.1,9.4,10.7,10.3,0.28060,0.42533
sp|Q14C51|PTCD3_MOUSE,Ptcd3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ptcd3 PE=1 SV=2",20,10.0,11.0,9.5,11.1,10.4,10.0,8.6,10.4,8.8,10.1,0.11192,0.29111
sp|Q3TDD9|PPR21_MOUSE,Ppp1r21,Protein phosphatase 1 regulatory subunit 21 OS=Mus musculus OX=10090 GN=Ppp1r21 PE=1 SV=2,13,9.9,10.8,10.8,9.4,9.4,9.8,9.7,10.2,9.9,10.2,0.73353,0.61714
sp|O35344|IMA4_MOUSE,Kpna3,Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1,8,9.4,9.0,10.2,10.3,10.8,10.2,9.5,9.7,10.8,10.1,0.70463,0.60760
tr|A0A0B4J1E7|A0A0B4J1E7_MOUSE,Kpna4,Importin subunit alpha-3 OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=1,8,10.3,9.7,9.2,9.6,9.0,11.2,10.3,9.0,11.0,10.6,0.10469,0.28371
